site,rising_percentage,stable_percentage,falling_percentage
#1153205,3.3333333333333335,73.33333333333333,23.333333333333332
#1162601,10.0,83.33333333333334,6.666666666666667
#1162702,13.333333333333334,56.666666666666664,30.0
#1162801,21.428571428571427,28.57142857142857,50.0
#1163502,23.333333333333332,50.0,26.666666666666668
#1163601,13.333333333333334,63.33333333333333,23.333333333333332
#2304602,3.4482758620689653,13.793103448275861,82.75862068965517
#2304603,12.0,24.0,64.0
#2305803,0.0,21.428571428571427,78.57142857142857
#2306113,10.0,80.0,10.0
#2308701,0.0,36.666666666666664,63.33333333333333
#2313302,3.4482758620689653,20.689655172413794,75.86206896551724
#1161204,0.0,21.73913043478261,78.26086956521739
#1145408,3.3333333333333335,56.666666666666664,40.0
#1146606,6.896551724137931,44.827586206896555,48.275862068965516
#1155901,0.0,76.66666666666667,23.333333333333332
#1146802,0.0,88.88888888888889,11.11111111111111
#1152305,0.0,46.666666666666664,53.333333333333336
#1160804,3.3333333333333335,13.333333333333334,83.33333333333334
#1162401,23.333333333333332,36.666666666666664,40.0
#1160502,0.0,13.333333333333334,86.66666666666667
#2306303,16.666666666666664,73.33333333333333,10.0
#2306503,10.0,23.333333333333332,66.66666666666666
#2306601,7.142857142857142,32.142857142857146,60.71428571428571
#1153503,10.0,26.666666666666668,63.33333333333333
#2307901,17.24137931034483,24.137931034482758,58.620689655172406
#2308201,10.0,66.66666666666666,23.333333333333332
#2308401,10.0,43.333333333333336,46.666666666666664
#2308503,0.0,44.827586206896555,55.172413793103445
#2306704,3.4482758620689653,20.689655172413794,75.86206896551724
#1145802,16.0,24.0,60.0
#1163901,24.0,44.0,32.0
#2307501,0.0,50.0,50.0
#2305301,0.0,25.0,75.0
#1147703,0.0,62.96296296296296,37.03703703703704
#1160302,0.0,10.344827586206897,89.65517241379311
#1144904,0.0,43.333333333333336,56.666666666666664
#1145806,14.285714285714285,46.42857142857143,39.285714285714285
#1154601,10.344827586206897,68.96551724137932,20.689655172413794
#1154802,13.793103448275861,79.3103448275862,6.896551724137931
#1153102,0.0,55.55555555555556,44.44444444444444
#1153802,6.666666666666667,86.66666666666667,6.666666666666667
#1154101,0.0,80.0,20.0
#1154402,0.0,93.33333333333333,6.666666666666667
#1155501,13.333333333333334,60.0,26.666666666666668
#1160902,3.3333333333333335,13.333333333333334,83.33333333333334
#1161406,0.0,17.857142857142858,82.14285714285714
#1161801,3.7037037037037033,18.51851851851852,77.77777777777779
#1162201,6.666666666666667,83.33333333333334,10.0
#1162301,0.0,96.66666666666667,3.3333333333333335
#1163801,16.666666666666664,70.0,13.333333333333334
#2304802,6.896551724137931,20.689655172413794,72.41379310344827
#2305202,0.0,23.333333333333332,76.66666666666667
#2305602,0.0,30.0,70.0
#2305701,14.285714285714285,10.714285714285714,75.0
#2307404,0.0,60.71428571428571,39.285714285714285
#2307702,0.0,57.692307692307686,42.30769230769231
#2314101,3.7037037037037033,29.629629629629626,66.66666666666666
#2315204,16.666666666666664,36.666666666666664,46.666666666666664
#2316101,13.333333333333334,40.0,46.666666666666664
#2710109,18.51851851851852,11.11111111111111,70.37037037037037
#2726203,3.4482758620689653,20.689655172413794,75.86206896551724
#2711701,16.666666666666664,20.0,63.33333333333333
#2608506,0.0,14.285714285714285,85.71428571428571
#2705922,30.0,26.666666666666668,43.333333333333336
#2704720,7.6923076923076925,23.076923076923077,69.23076923076923
#2709812,3.7037037037037033,11.11111111111111,85.18518518518519
#2703501,0.0,50.0,50.0
#2712201,3.571428571428571,32.142857142857146,64.28571428571429
#2728301,30.0,33.33333333333333,36.666666666666664
#2721127,13.793103448275861,37.93103448275862,48.275862068965516
#2720504,3.4482758620689653,31.03448275862069,65.51724137931035
#2719514,20.0,16.666666666666664,63.33333333333333
#2701906,24.137931034482758,17.24137931034483,58.620689655172406
#2712908,16.666666666666664,16.666666666666664,66.66666666666666
#2705401,9.090909090909092,22.727272727272727,68.18181818181817
#2711602,6.896551724137931,24.137931034482758,68.96551724137932
#2711413,11.11111111111111,11.11111111111111,77.77777777777779
#2729501,51.85185185185185,22.22222222222222,25.925925925925924
#2719804,0.0,13.793103448275861,86.20689655172413
#2719604,3.7037037037037033,11.11111111111111,85.18518518518519
