site,rising_percentage,stable_percentage,falling_percentage
#2718514,7.4074074074074066,37.03703703703704,55.55555555555556
#2703901,6.666666666666667,43.333333333333336,50.0
#2616305,4.0,24.0,72.0
#2616202,0.0,12.5,87.5
#2717604,0.0,12.0,88.0
#2713711,0.0,10.344827586206897,89.65517241379311
#2712714,18.181818181818183,18.181818181818183,63.63636363636363
#2711109,30.0,20.0,50.0
#2727517,7.142857142857142,17.857142857142858,75.0
#2726517,14.285714285714285,28.57142857142857,57.14285714285714
#2726403,23.076923076923077,34.61538461538461,42.30769230769231
#2725603,11.11111111111111,33.33333333333333,55.55555555555556
#2720305,17.24137931034483,31.03448275862069,51.724137931034484
#2718611,17.857142857142858,14.285714285714285,67.85714285714286
#2706901,17.857142857142858,17.857142857142858,64.28571428571429
#2727801,0.0,10.714285714285714,89.28571428571429
#2727611,7.6923076923076925,26.923076923076923,65.38461538461539
#2703816,19.35483870967742,25.806451612903224,54.83870967741935
#2717901,18.51851851851852,22.22222222222222,59.25925925925925
#2721301,26.666666666666668,20.0,53.333333333333336
#2709903,33.33333333333333,25.925925925925924,40.74074074074074
#2711916,0.0,31.03448275862069,68.96551724137932
#2730101,11.538461538461538,11.538461538461538,76.92307692307693
#2721101,4.0,32.0,64.0
#2702507,16.666666666666664,30.0,53.333333333333336
#2705601,20.0,20.0,60.0
#2717505,28.57142857142857,39.285714285714285,32.142857142857146
#2709601,0.0,19.047619047619047,80.95238095238095
#2353703,34.61538461538461,23.076923076923077,42.30769230769231
#2353901,48.275862068965516,37.93103448275862,13.793103448275861
#2336801,27.586206896551722,31.03448275862069,41.37931034482759
#2344904,25.925925925925924,22.22222222222222,51.85185185185185
#4403404,17.647058823529413,58.82352941176471,23.52941176470588
#2860902,25.0,43.75,31.25
#2860402,16.666666666666664,16.666666666666664,66.66666666666666
#2859801,13.333333333333334,26.666666666666668,60.0
#2860806,9.090909090909092,63.63636363636363,27.27272727272727
#2859703,20.0,26.666666666666668,53.333333333333336
#542702,20.0,52.0,28.000000000000004
#533802,6.25,78.125,15.625
#536402,6.896551724137931,89.65517241379311,3.4482758620689653
#526501,13.949044585987261,70.70063694267516,15.350318471337578
#527802,25.925925925925924,37.03703703703704,37.03703703703704
#528501,10.344827586206897,62.06896551724138,27.586206896551722
#534204,13.793103448275861,62.06896551724138,24.137931034482758
#541101,12.121212121212121,51.515151515151516,36.36363636363637
#541403,22.22222222222222,48.148148148148145,29.629629629629626
#542202,22.22222222222222,59.25925925925925,18.51851851851852
#542301,20.0,60.0,20.0
#542401,24.0,44.0,32.0
#542801,19.047619047619047,52.38095238095239,28.57142857142857
#544102,20.689655172413794,58.620689655172406,20.689655172413794
#544610,23.333333333333332,43.333333333333336,33.33333333333333
#544703,25.925925925925924,37.03703703703704,37.03703703703704
#552603,28.205128205128204,38.46153846153847,33.33333333333333
#551202,31.25,34.375,34.375
#551203,12.903225806451612,45.16129032258064,41.935483870967744
#551304,26.923076923076923,19.230769230769234,53.84615384615385
#640205,10.81081081081081,70.27027027027027,18.91891891891892
#525904,11.11111111111111,48.148148148148145,40.74074074074074
#527602,17.24137931034483,44.827586206896555,37.93103448275862
#534101,3.4482758620689653,82.75862068965517,13.793103448275861
#534606,10.344827586206897,79.3103448275862,10.344827586206897
#534703,3.4482758620689653,93.10344827586206,3.4482758620689653
#535302,13.793103448275861,75.86206896551724,10.344827586206897
#535603,40.909090909090914,31.818181818181817,27.27272727272727
#535802,13.793103448275861,72.41379310344827,13.793103448275861
#536102,13.793103448275861,72.41379310344827,13.793103448275861
#550202,20.0,56.00000000000001,24.0
#550204,34.61538461538461,23.076923076923077,42.30769230769231
#551303,17.94871794871795,56.41025641025641,25.64102564102564
#536705,17.391304347826086,56.52173913043478,26.08695652173913
#525502,21.428571428571427,42.857142857142854,35.714285714285715
#542201,26.08695652173913,39.130434782608695,34.78260869565217
#544705,15.625,62.5,21.875
#552111,23.076923076923077,48.717948717948715,28.205128205128204
#632803,14.285714285714285,67.85714285714286,17.857142857142858
#640501,9.090909090909092,45.45454545454545,45.45454545454545
#535403,17.24137931034483,65.51724137931035,17.24137931034483
#533401,11.538461538461538,42.30769230769231,46.15384615384615
#656306,8.0,32.0,60.0
#551101,27.586206896551722,51.724137931034484,20.689655172413794
#527703,20.0,26.666666666666668,53.333333333333336
#543703,31.03448275862069,48.275862068965516,20.689655172413794
#543705,28.000000000000004,40.0,32.0
#527901,11.11111111111111,70.37037037037037,18.51851851851852
#527102,3.4482758620689653,48.275862068965516,48.275862068965516
#536201,10.344827586206897,62.06896551724138,27.586206896551722
#544801,20.51282051282051,56.41025641025641,23.076923076923077
#640306,52.94117647058824,23.52941176470588,23.52941176470588
#640802,15.625,21.875,62.5
#1159405,20.689655172413794,24.137931034482758,55.172413793103445
#1151303,0.0,16.666666666666664,83.33333333333334
#1160803,14.285714285714285,53.57142857142857,32.142857142857146
#1149101,0.0,10.344827586206897,89.65517241379311
#1149404,0.0,13.333333333333334,86.66666666666667
#1149801,0.0,11.11111111111111,88.88888888888889
#1150203,0.0,10.0,90.0
#1150204,0.0,13.333333333333334,86.66666666666667
#1150605,0.0,10.0,90.0
#1151102,0.0,10.344827586206897,89.65517241379311
#1151104,3.571428571428571,25.0,71.42857142857143
#1151703,1.639344262295082,73.77049180327869,24.59016393442623
#2302104,3.3333333333333335,13.333333333333334,83.33333333333334
#2302302,16.666666666666664,56.666666666666664,26.666666666666668
#2302501,0.0,10.344827586206897,89.65517241379311
#2302801,17.24137931034483,31.03448275862069,51.724137931034484
#2302901,0.0,10.344827586206897,89.65517241379311
#2303103,34.48275862068966,41.37931034482759,24.137931034482758
#2303201,0.0,36.666666666666664,63.33333333333333
#2311103,0.0,33.33333333333333,66.66666666666666
#2302703,6.666666666666667,63.33333333333333,30.0
#1141602,0.0,13.793103448275861,86.20689655172413
#1158103,0.0,10.0,90.0
#2301901,23.333333333333332,23.333333333333332,53.333333333333336
#2408301,3.4482758620689653,10.344827586206897,86.20689655172413
#2303802,0.0,10.0,90.0
#1159202,0.0,10.344827586206897,89.65517241379311
#1157202,6.666666666666667,13.333333333333334,80.0
#2310203,17.857142857142858,39.285714285714285,42.857142857142854
#1158205,0.0,10.344827586206897,89.65517241379311
#2304701,0.0,26.666666666666668,73.33333333333333
#2303304,6.666666666666667,36.666666666666664,56.666666666666664
#1151403,1.461108723678556,96.26128061882252,2.2776106574989257
#2304106,13.333333333333334,60.0,26.666666666666668
#2303702,3.4482758620689653,37.93103448275862,58.620689655172406
#1157401,0.0,10.0,90.0
#1056602,0.0,13.333333333333334,86.66666666666667
#1142609,0.0,22.22222222222222,77.77777777777779
#1056801,0.0,10.0,90.0
#1158901,6.666666666666667,86.66666666666667,6.666666666666667
#1159404,7.6923076923076925,19.230769230769234,73.07692307692307
#1159503,34.48275862068966,24.137931034482758,41.37931034482759
#2312102,0.0,10.344827586206897,89.65517241379311
#336401,29.166666666666668,25.0,45.83333333333333
#336301,24.0,20.0,56.00000000000001
#336501,8.0,20.0,72.0
#338901,7.142857142857142,28.57142857142857,64.28571428571429
#339201,16.666666666666664,25.0,58.333333333333336
#352702,13.043478260869565,21.73913043478261,65.21739130434783
#352804,14.285714285714285,23.809523809523807,61.904761904761905
#353201,5.88235294117647,17.647058823529413,76.47058823529412
#353305,16.0,20.0,64.0
#353502,30.0,25.0,45.0
#354501,22.22222222222222,16.666666666666664,61.111111111111114
#354602,25.0,15.0,60.0
#355101,33.33333333333333,25.0,41.66666666666667
#355408,15.0,15.0,70.0
#355409,15.789473684210526,15.789473684210526,68.42105263157895
#355705,10.0,15.0,75.0
#346604,29.411764705882355,17.647058823529413,52.94117647058824
#362203,45.83333333333333,20.833333333333336,33.33333333333333
#354301,1.2285012285012284,97.64127764127764,1.1302211302211302
#337804,0.0,42.857142857142854,57.14285714285714
#337901,25.0,20.833333333333336,54.166666666666664
#338302,18.75,18.75,62.5
#338401,0.0,26.08695652173913,73.91304347826086
#338601,16.666666666666664,16.666666666666664,66.66666666666666
#339901,9.090909090909092,27.27272727272727,63.63636363636363
#340101,28.000000000000004,48.0,24.0
#340701,36.36363636363637,13.636363636363635,50.0
#344302,3.8461538461538463,19.230769230769234,76.92307692307693
#344501,4.761904761904762,28.57142857142857,66.66666666666666
#344703,0.0,25.0,75.0
#344704,21.052631578947366,21.052631578947366,57.89473684210527
#344801,30.76923076923077,26.923076923076923,42.30769230769231
#348404,30.76923076923077,30.76923076923077,38.46153846153847
#352302,12.5,31.25,56.25
#352402,31.818181818181817,18.181818181818183,50.0
#355804,26.666666666666668,20.0,53.333333333333336
#356101,8.695652173913043,17.391304347826086,73.91304347826086
#346302,15.0,15.0,70.0
#338402,0.0,41.66666666666667,58.333333333333336
#355302,9.090909090909092,18.181818181818183,72.72727272727273
#355503,22.727272727272727,18.181818181818183,59.09090909090909
#362604,15.0,20.0,65.0
#353803,50.0,50.0,0.0
#347902,25.0,20.0,55.00000000000001
#345801,16.0,16.0,68.0
#352301,30.76923076923077,19.230769230769234,50.0
#352902,22.727272727272727,13.636363636363635,63.63636363636363
#353101,13.636363636363635,27.27272727272727,59.09090909090909
#344504,15.384615384615385,19.230769230769234,65.38461538461539
#353901,28.57142857142857,32.142857142857146,39.285714285714285
#354401,0.0,18.75,81.25
#345304,27.27272727272727,18.181818181818183,54.54545454545454
#345904,10.0,15.0,75.0
#347601,34.78260869565217,21.73913043478261,43.47826086956522
#706202,0.0,30.0,70.0
#263702,11.11111111111111,16.666666666666664,72.22222222222221
#262401,33.33333333333333,16.666666666666664,50.0
#713601,0.0,12.5,87.5
#261703,4.3478260869565215,13.043478260869565,82.6086956521739
#262501,0.0,19.047619047619047,80.95238095238095
#705502,11.11111111111111,27.77777777777778,61.111111111111114
#706504,0.0,25.0,75.0
#707201,5.263157894736842,26.31578947368421,68.42105263157895
#707702,0.0,25.0,75.0
#714301,0.0,25.0,75.0
#715104,0.0,17.647058823529413,82.35294117647058
#715401,0.0,20.0,80.0
#715502,24.0,16.0,60.0
#723102,19.230769230769234,19.230769230769234,61.53846153846154
#702301,5.88235294117647,17.647058823529413,76.47058823529412
#704103,15.384615384615385,30.76923076923077,53.84615384615385
#711501,0.0,21.428571428571427,78.57142857142857
#707101,11.11111111111111,22.22222222222222,66.66666666666666
#712402,8.333333333333332,25.0,66.66666666666666
#712401,0.1388888888888889,98.51851851851852,1.3425925925925926
#711601,28.57142857142857,14.285714285714285,57.14285714285714
#715201,18.181818181818183,13.636363636363635,68.18181818181817
#258701,0.0,21.428571428571427,78.57142857142857
#259802,0.0,18.181818181818183,81.81818181818183
#705101,14.285714285714285,14.285714285714285,71.42857142857143
#262901,5.555555555555555,16.666666666666664,77.77777777777779
#717201,4.761904761904762,19.047619047619047,76.19047619047619
#258803,0.0,15.0,85.0
#259901,7.142857142857142,21.428571428571427,71.42857142857143
#709101,22.22222222222222,27.77777777777778,50.0
#713801,0.0,26.666666666666668,73.33333333333333
#506902,17.24137931034483,65.51724137931035,17.24137931034483
#507501,4.545454545454546,72.72727272727273,22.727272727272727
#508301,22.22222222222222,66.66666666666666,11.11111111111111
#508503,15.384615384615385,76.92307692307693,7.6923076923076925
#513903,13.793103448275861,65.51724137931035,20.689655172413794
#514505,16.666666666666664,70.0,13.333333333333334
#515505,29.03225806451613,54.83870967741935,16.129032258064516
#515506,16.129032258064516,67.74193548387096,16.129032258064516
#461801,33.33333333333333,29.629629629629626,37.03703703703704
#504302,12.903225806451612,70.96774193548387,16.129032258064516
#505901,10.0,70.0,20.0
#522501,31.03448275862069,34.48275862068966,34.48275862068966
#521302,31.818181818181817,27.27272727272727,40.909090909090914
#523101,24.0,52.0,24.0
#523601,33.33333333333333,58.333333333333336,8.333333333333332
#531305,25.0,50.0,25.0
#507301,17.857142857142858,67.85714285714286,14.285714285714285
#513501,8.0,72.0,20.0
#515901,25.0,64.28571428571429,10.714285714285714
#521402,25.0,62.5,12.5
#523202,17.857142857142858,75.0,7.142857142857142
#504601,22.58064516129032,54.83870967741935,22.58064516129032
#505801,15.789473684210526,63.1578947368421,21.052631578947366
#506905,24.0,52.0,24.0
#516901,17.24137931034483,79.3103448275862,3.4482758620689653
#523701,18.181818181818183,63.63636363636363,18.181818181818183
#2438203,3.3333333333333335,20.0,76.66666666666667
#2440403,3.3333333333333335,30.0,66.66666666666666
#2429901,6.666666666666667,16.666666666666664,76.66666666666667
#2424402,14.285714285714285,28.57142857142857,57.14285714285714
#2428303,10.0,66.66666666666666,23.333333333333332
#2430409,16.666666666666664,26.666666666666668,56.666666666666664
#2430801,0.0,16.666666666666664,83.33333333333334
#2431304,23.333333333333332,46.666666666666664,30.0
#2431501,16.666666666666664,26.666666666666668,56.666666666666664
#2437101,0.0,73.33333333333333,26.666666666666668
#2437901,19.230769230769234,46.15384615384615,34.61538461538461
#2438801,6.896551724137931,37.93103448275862,55.172413793103445
#2422802,16.666666666666664,16.666666666666664,66.66666666666666
#2423102,3.3333333333333335,66.66666666666666,30.0
#2423304,16.666666666666664,50.0,33.33333333333333
#2423305,6.896551724137931,41.37931034482759,51.724137931034484
#2428601,10.0,30.0,60.0
#2429401,16.666666666666664,36.666666666666664,46.666666666666664
#2421402,3.571428571428571,53.57142857142857,42.857142857142854
#2415504,26.666666666666668,36.666666666666664,36.666666666666664
#2414601,17.24137931034483,44.827586206896555,37.93103448275862
#2416706,13.333333333333334,40.0,46.666666666666664
#2429603,3.3333333333333335,36.666666666666664,60.0
#2422201,10.344827586206897,27.586206896551722,62.06896551724138
#2421301,3.3333333333333335,36.666666666666664,60.0
#2420202,0.0,31.03448275862069,68.96551724137932
#2437308,3.3333333333333335,33.33333333333333,63.33333333333333
#2415901,16.666666666666664,40.0,43.333333333333336
#2415802,3.3333333333333335,40.0,56.666666666666664
#2428801,19.230769230769234,30.76923076923077,50.0
#2437502,3.3333333333333335,60.0,36.666666666666664
#2421702,0.0,23.333333333333332,76.66666666666667
#2420901,0.0,10.0,90.0
#2420102,0.0,20.689655172413794,79.3103448275862
#2431101,6.666666666666667,36.666666666666664,56.666666666666664
#2428501,3.3333333333333335,36.666666666666664,60.0
#2436501,31.57894736842105,31.57894736842105,36.84210526315789
#2436103,12.5,41.66666666666667,45.83333333333333
#2430901,0.0,27.586206896551722,72.41379310344827
#2420701,3.3333333333333335,63.33333333333333,33.33333333333333
#2438701,3.571428571428571,89.28571428571429,7.142857142857142
#2414701,17.24137931034483,27.586206896551722,55.172413793103445
#2429308,0.0,53.333333333333336,46.666666666666664
#2414501,36.666666666666664,36.666666666666664,26.666666666666668
#2415701,3.3333333333333335,40.0,56.666666666666664
#2439901,30.0,50.0,20.0
#2421401,0.0,56.666666666666664,43.333333333333336
#2415507,53.333333333333336,23.333333333333332,23.333333333333332
#2416405,13.793103448275861,55.172413793103445,31.03448275862069
#2415605,17.24137931034483,44.827586206896555,37.93103448275862
#2430502,10.344827586206897,31.03448275862069,58.620689655172406
#2428901,13.333333333333334,30.0,56.666666666666664
#2428203,13.333333333333334,40.0,46.666666666666664
#2428103,6.666666666666667,33.33333333333333,60.0
#2424703,3.3333333333333335,96.66666666666667,0.0
#2423701,6.666666666666667,56.666666666666664,36.666666666666664
#2422202,0.0,76.66666666666667,23.333333333333332
#2421803,0.0,20.689655172413794,79.3103448275862
#2439302,13.793103448275861,20.689655172413794,65.51724137931035
#2439101,8.0,24.0,68.0
#2437204,3.4482758620689653,27.586206896551722,68.96551724137932
#2436302,10.0,60.0,30.0
#2432702,10.0,53.333333333333336,36.666666666666664
#2431902,33.33333333333333,53.333333333333336,13.333333333333334
#2431601,10.0,56.666666666666664,33.33333333333333
#2844507,18.75,18.75,62.5
#2836601,13.793103448275861,72.41379310344827,13.793103448275861
#2835602,33.33333333333333,25.925925925925924,40.74074074074074
#2835508,42.30769230769231,19.230769230769234,38.46153846153847
#2852913,34.61538461538461,19.230769230769234,46.15384615384615
#2846501,12.5,28.125,59.375
#2835911,37.03703703703704,25.925925925925924,37.03703703703704
#2835301,20.689655172413794,20.689655172413794,58.620689655172406
#2846401,15.625,40.625,43.75
#2837101,27.586206896551722,41.37931034482759,31.03448275862069
#2851902,32.25806451612903,22.58064516129032,45.16129032258064
#2837401,46.666666666666664,36.666666666666664,16.666666666666664
#607801,29.411764705882355,41.17647058823529,29.411764705882355
#614401,0.0,66.66666666666666,33.33333333333333
#362706,23.076923076923077,46.15384615384615,30.76923076923077
#362801,20.689655172413794,37.93103448275862,41.37931034482759
#363601,11.11111111111111,16.666666666666664,72.22222222222221
#604102,20.833333333333336,12.5,66.66666666666666
#360501,13.043478260869565,21.73913043478261,65.21739130434783
#604903,13.043478260869565,21.73913043478261,65.21739130434783
#605502,15.789473684210526,15.789473684210526,68.42105263157895
#605601,24.0,12.0,64.0
#605701,13.333333333333334,26.666666666666668,60.0
#363401,29.411764705882355,29.411764705882355,41.17647058823529
#612105,4.545454545454546,22.727272727272727,72.72727272727273
#361802,6.666666666666667,20.0,73.33333333333333
#362805,15.0,30.0,55.00000000000001
#363803,31.818181818181817,18.181818181818183,50.0
#623201,0.0,37.5,62.5
#360401,8.695652173913043,17.391304347826086,73.91304347826086
#394612000000000,0.0,61.29032258064516,38.70967741935484
#393104000000000,8.91089108910891,58.415841584158414,32.67326732673268
#391006000000000,24.137931034482758,31.03448275862069,44.827586206896555
#393144000000000,7.6923076923076925,53.84615384615385,38.46153846153847
#392414000000000,9.523809523809524,26.190476190476193,64.28571428571429
#391622000000000,35.294117647058826,41.17647058823529,23.52941176470588
#394619000000000,3.0303030303030303,30.303030303030305,66.66666666666666
#391922000000000,12.195121951219512,39.02439024390244,48.78048780487805
#391552000000000,13.953488372093023,25.581395348837212,60.46511627906976
#391822000000000,6.0606060606060606,24.242424242424242,69.6969696969697
#391544000000000,23.684210526315788,63.1578947368421,13.157894736842104
#393610000000000,30.864197530864196,35.80246913580247,33.33333333333333
#392433000000000,9.433962264150944,30.18867924528302,60.37735849056604
#381716000000000,9.67741935483871,29.03225806451613,61.29032258064516
#383458000000000,23.333333333333332,46.666666666666664,30.0
#383448000000000,3.571428571428571,42.857142857142854,53.57142857142857
#381611000000000,25.806451612903224,22.58064516129032,51.61290322580645
#381826000000000,13.333333333333334,50.0,36.666666666666664
#383130000000000,12.903225806451612,45.16129032258064,41.935483870967744
#382909000000000,10.0,73.33333333333333,16.666666666666664
#383839000000000,16.666666666666664,63.33333333333333,20.0
#381131000000000,30.0,36.666666666666664,33.33333333333333
#375619000000000,23.333333333333332,53.333333333333336,23.333333333333332
#375625000000000,9.340659340659341,80.76923076923077,9.89010989010989
#381444000000000,22.264150943396228,50.943396226415096,26.79245283018868
#373917000000000,5.454545454545454,58.18181818181818,36.36363636363637
#375652000000000,23.333333333333332,43.333333333333336,33.33333333333333
#375228000000000,34.883720930232556,25.581395348837212,39.53488372093023
#380131000000000,21.794871794871796,58.97435897435898,19.230769230769234
#375759000000000,27.11864406779661,44.06779661016949,28.8135593220339
#375201000000000,11.34020618556701,53.608247422680414,35.051546391752574
#375955000000000,3.3333333333333335,80.0,16.666666666666664
#380507000000000,30.612244897959183,30.612244897959183,38.775510204081634
#374717000000000,26.47058823529412,39.705882352941174,33.82352941176471
#381048000000000,23.333333333333332,56.666666666666664,20.0
#381701000000000,30.0,50.0,20.0
#373529000000000,35.714285714285715,30.952380952380953,33.33333333333333
#381725000000000,20.253164556962027,50.63291139240506,29.11392405063291
#373233000000000,4.316546762589928,89.92805755395683,5.755395683453238
#374908000000000,30.0,36.666666666666664,33.33333333333333
#374923000000000,21.904761904761905,45.714285714285715,32.38095238095238
#375507000000000,46.666666666666664,23.333333333333332,30.0
#373641000000000,30.0,46.666666666666664,23.333333333333332
#372408000000000,36.666666666666664,26.666666666666668,36.666666666666664
#375658000000000,41.66666666666667,28.333333333333332,30.0
#374653000000000,18.333333333333332,51.66666666666667,30.0
#380057000000000,30.0,30.0,40.0
#374931000000000,5.0,32.5,62.5
#373341000000000,9.375,43.75,46.875
#373202000000000,16.666666666666664,50.0,33.33333333333333
#375732000000000,13.392857142857142,35.714285714285715,50.89285714285714
#375910000000000,34.375,28.125,37.5
#382319000000000,39.53488372093023,27.906976744186046,32.55813953488372
#380004000000000,34.48275862068966,20.689655172413794,44.827586206896555
#382601000000000,32.0,41.333333333333336,26.666666666666668
#375915000000000,26.666666666666668,43.333333333333336,30.0
#380036000000000,34.375,18.75,46.875
#375342000000000,32.87671232876712,26.027397260273972,41.0958904109589
#374930000000000,31.03448275862069,34.48275862068966,34.48275862068966
#373231000000000,6.607929515418502,84.58149779735683,8.81057268722467
#373005000000000,13.333333333333334,36.666666666666664,50.0
#380712000000000,17.142857142857142,59.04761904761905,23.809523809523807
#375801000000000,28.57142857142857,48.57142857142857,22.857142857142858
#381456000000000,20.53231939163498,55.13307984790875,24.334600760456272
#381109000000000,53.333333333333336,10.0,36.666666666666664
#375439000000000,27.95031055900621,42.857142857142854,29.19254658385093
#372641000000000,35.714285714285715,17.857142857142858,46.42857142857143
#374323000000000,36.666666666666664,26.666666666666668,36.666666666666664
#372803000000000,30.0,36.666666666666664,33.33333333333333
#373008000000000,33.33333333333333,40.0,26.666666666666668
#380338000000000,26.229508196721312,42.62295081967213,31.147540983606557
#373510000000000,23.076923076923077,28.846153846153843,48.07692307692308
#375211000000000,26.666666666666668,50.0,23.333333333333332
#374358000000000,43.44827586206896,13.793103448275861,42.758620689655174
#375457000000000,9.722222222222223,78.47222222222221,11.805555555555555
#374347000000000,33.33333333333333,20.0,46.666666666666664
#374837000000000,20.0,63.33333333333333,16.666666666666664
#381747000000000,10.0,56.666666666666664,33.33333333333333
#370958000000000,2.857142857142857,11.428571428571429,85.71428571428571
#372802000000000,6.25,18.75,75.0
#375459000000000,8.108108108108109,32.432432432432435,59.45945945945946
#375331000000000,12.5,9.375,78.125
#373702000000000,3.125,21.875,75.0
#372214000000000,0.0,9.375,90.625
#375719000000000,40.0,28.333333333333332,31.666666666666664
#370217000000000,0.0,13.333333333333334,86.66666666666667
#373127000000000,9.375,56.25,34.375
#380510000000000,35.8974358974359,38.46153846153847,25.64102564102564
#374544000000000,0.0,15.625,84.375
#375149000000000,9.67741935483871,90.32258064516128,0.0
#370322000000000,24.242424242424242,42.42424242424242,33.33333333333333
#371306000000000,2.7777777777777777,8.333333333333332,88.88888888888889
#373054000000000,0.0,10.0,90.0
#375257000000000,18.9873417721519,13.924050632911392,67.08860759493672
#370352000000000,11.11111111111111,11.11111111111111,77.77777777777779
#373358000000000,6.0,16.0,78.0
#371621000000000,9.523809523809524,7.142857142857142,83.33333333333334
#373701000000000,19.35483870967742,19.35483870967742,61.29032258064516
#375454000000000,12.941176470588237,12.941176470588237,74.11764705882354
#372510000000000,15.625,50.0,34.375
#380344000000000,38.793103448275865,12.931034482758621,48.275862068965516
#373528000000000,3.225806451612903,25.806451612903224,70.96774193548387
#380005000000000,21.875,71.875,6.25
#380153000000000,38.23529411764706,9.803921568627452,51.9607843137255
#374826000000000,11.76470588235294,14.705882352941178,73.52941176470588
#374014000000000,10.0,13.333333333333334,76.66666666666667
#371026000000000,0.0,14.285714285714285,85.71428571428571
#380333000000000,13.793103448275861,24.137931034482758,62.06896551724138
#375832000000000,29.75206611570248,23.96694214876033,46.28099173553719
#980,3.4482758620689653,93.10344827586206,3.4482758620689653
#972,8.333333333333332,75.0,16.666666666666664
#978,75.86206896551724,20.689655172413794,3.4482758620689653
#977,9.090909090909092,40.909090909090914,50.0
#979,60.0,20.0,20.0
#803,10.0,16.666666666666664,73.33333333333333
#804,17.24137931034483,10.344827586206897,72.41379310344827
#806,7.4074074074074066,25.925925925925924,66.66666666666666
#809,21.428571428571427,25.0,53.57142857142857
#810,14.285714285714285,17.857142857142858,67.85714285714286
#811,6.666666666666667,23.333333333333332,70.0
#874,12.0,16.0,72.0
#825,22.22222222222222,25.925925925925924,51.85185185185185
#815,23.333333333333332,13.333333333333334,63.33333333333333
#1037,15.384615384615385,11.538461538461538,73.07692307692307
#1040,13.793103448275861,31.03448275862069,55.172413793103445
#902,26.666666666666668,13.333333333333334,60.0
#903,11.11111111111111,18.51851851851852,70.37037037037037
#886,17.857142857142858,21.428571428571427,60.71428571428571
#880,10.714285714285714,25.0,64.28571428571429
#894,4.0,16.0,80.0
#856,19.230769230769234,23.076923076923077,57.692307692307686
#849,13.043478260869565,17.391304347826086,69.56521739130434
#789,20.689655172413794,17.24137931034483,62.06896551724138
#792,14.285714285714285,14.285714285714285,71.42857142857143
#793,10.344827586206897,10.344827586206897,79.3103448275862
#794,10.714285714285714,21.428571428571427,67.85714285714286
#796,17.24137931034483,27.586206896551722,55.172413793103445
#797,20.689655172413794,27.586206896551722,51.724137931034484
#801,0.0,20.689655172413794,79.3103448275862
#802,21.428571428571427,21.428571428571427,57.14285714285714
#860,27.586206896551722,24.137931034482758,48.275862068965516
#1042,13.333333333333334,16.666666666666664,70.0
#942,20.689655172413794,31.03448275862069,48.275862068965516
#916,24.137931034482758,27.586206896551722,48.275862068965516
#946,10.0,40.0,50.0
#953,20.0,44.0,36.0
#807,13.333333333333334,10.0,76.66666666666667
#1043,10.0,33.33333333333333,56.666666666666664
#863,18.181818181818183,54.54545454545454,27.27272727272727
#1016,10.344827586206897,27.586206896551722,62.06896551724138
#931,26.923076923076923,15.384615384615385,57.692307692307686
#939,16.666666666666664,26.666666666666668,56.666666666666664
#952,25.925925925925924,29.629629629629626,44.44444444444444
#747,23.333333333333332,50.0,26.666666666666668
#910,13.333333333333334,26.666666666666668,60.0
#859,14.285714285714285,14.285714285714285,71.42857142857143
#800,20.0,16.666666666666664,63.33333333333333
#805,17.24137931034483,13.793103448275861,68.96551724137932
#818,12.903225806451612,22.58064516129032,64.51612903225806
#909,10.0,20.0,70.0
#1017,14.285714285714285,21.428571428571427,64.28571428571429
#1036,10.0,26.666666666666668,63.33333333333333
#867,3.4482758620689653,20.689655172413794,75.86206896551724
#929,20.689655172413794,34.48275862068966,44.827586206896555
#850,16.666666666666664,20.0,63.33333333333333
#853,7.142857142857142,21.428571428571427,71.42857142857143
#908,17.857142857142858,17.857142857142858,64.28571428571429
#911,11.666666666666666,51.66666666666667,36.666666666666664
#1020,10.714285714285714,25.0,64.28571428571429
#914,16.666666666666664,16.666666666666664,66.66666666666666
#1022,3.571428571428571,25.0,71.42857142857143
#1018,10.0,13.333333333333334,76.66666666666667
#1021,16.129032258064516,25.806451612903224,58.06451612903226
#917,33.33333333333333,29.629629629629626,37.03703703703704
#749,6.666666666666667,76.66666666666667,16.666666666666664
#752,3.3333333333333335,16.666666666666664,80.0
#786,21.428571428571427,25.0,53.57142857142857
#787,16.666666666666664,23.333333333333332,60.0
#928,14.285714285714285,28.57142857142857,57.14285714285714
#823,18.51851851851852,14.814814814814813,66.66666666666666
#824,31.03448275862069,10.344827586206897,58.620689655172406
#872,13.793103448275861,20.689655172413794,65.51724137931035
#828,13.793103448275861,24.137931034482758,62.06896551724138
#829,10.714285714285714,28.57142857142857,60.71428571428571
#832,3.571428571428571,32.142857142857146,64.28571428571429
#833,17.857142857142858,17.857142857142858,64.28571428571429
#834,12.0,16.0,72.0
#836,6.666666666666667,20.0,73.33333333333333
#839,11.11111111111111,22.22222222222222,66.66666666666666
#840,3.4482758620689653,17.24137931034483,79.3103448275862
#842,4.0,20.0,76.0
#846,11.11111111111111,18.51851851851852,70.37037037037037
#817,20.0,16.666666666666664,63.33333333333333
#919,14.814814814814813,14.814814814814813,70.37037037037037
#819,13.793103448275861,20.689655172413794,65.51724137931035
#821,13.333333333333334,13.333333333333334,73.33333333333333
#822,23.333333333333332,13.333333333333334,63.33333333333333
#920,20.689655172413794,13.793103448275861,65.51724137931035
#912,16.666666666666664,13.333333333333334,70.0
#921,27.586206896551722,20.689655172413794,51.724137931034484
