site,slope,intercept
Site_587,-0.4351102003642987,-52.38619672131148
Site_588,-0.34611111111111126,-24.97999999999996
Site_589,-0.4838322641570876,-37.86223094206909
Site_590,-0.4494839043813982,-31.651476653618005
Site_591,-0.430265746376568,-31.322598782661316
Site_592,-0.5015659608129488,-26.26175246440306
Site_593,-0.3384900210084033,-52.046155462184885
Site_594,-0.41026127515421174,-68.67356456669026
Site_595,-0.45932702848414053,-45.955361847425635
Site_596,-0.37300000000000016,-57.64199999999997
Site_597,-0.3482466216216216,-16.07872972972973
Site_598,-0.2995345226058067,-7.960543117145747
Site_599,-0.36392156862745084,-8.02294117647061
Site_600,-0.394734833266372,-38.69727601446364
Site_601,-0.49826179071481225,-42.465453205600554
Site_602,-0.4027444630598235,-51.84719597907814
Site_603,-0.4182976053796949,-28.217717237985894
Site_604,-0.4404897959183673,-22.044204081632657
Site_605,-0.4749532710280373,-44.77009345794396
Site_606,-0.36209302325581394,1.1720930232558118
Site_607,-0.4299105762567301,-28.689315528546288
Site_608,-0.40501838260140843,-8.696029358095785
Site_609,-0.3191784130765667,-5.907462775461596
Site_610,-0.4953601801801802,-26.332201081081095
Site_611,-0.3707795825344572,-25.191610172557247
Site_612,-0.42775658350658347,-24.364577962577982
Site_613,-0.38960544848035583,-79.43522312824314
Site_614,-0.33538795986622083,-64.1162006688963
Site_615,-0.26515094554568236,-36.44739576213261
Site_616,-0.5380904970760233,-38.44245263157896
Site_617,-0.36349543212870883,-35.19498666019889
Site_618,-0.47991977691977683,-10.007328185328205
Site_619,-0.39213518462584,-41.13880012081856
Site_620,-0.3883018867924528,-33.08679245283018
Site_621,-0.4128,-19.3652
Site_622,-0.349836400133824,-35.925337571094005
Site_623,-0.41991769407939306,-23.9977780788511
Site_624,-0.4182561121049493,-28.26667978533095
Site_625,-0.5223076923076924,-29.17153846153846
Site_626,-0.35858120918474823,-5.38645881609439
Site_627,-0.4114285714285715,-13.521428571428558
Site_628,-0.5163612212641651,-19.075976206940368
Site_629,-0.37932351029252437,-57.216121776814745
Site_630,-0.4271641791044774,-45.752537313432896
Site_631,-0.40138409961685806,-52.11103448275867
Site_632,-0.4710799061032864,-50.55674028169014
Site_633,-0.40302220192510363,-53.77720438417762
Site_634,-0.4077740086492918,-28.60081413175297
Site_635,-0.4626112880396319,-8.405961783439508
Site_636,-0.45088646305113617,-28.108523980954587
Site_637,-0.5062569069206582,-33.648508105137836
Site_638,-0.5601342281879195,6.158993288590608
Site_639,-0.37571936135302286,-5.574617947747072
Site_640,-0.3616,-35.43440000000001
Site_641,-0.3327807055402857,-9.419367603298284
Site_642,-0.3735714285714286,-42.34857142857143
Site_643,-0.46984790654637976,-44.69285218598198
Site_644,-0.4165991803278688,-37.384577049180336
Site_645,-0.4632408791208791,-44.90997010989011
Site_646,-0.39319836065573766,-52.08915409836068
Site_647,-0.42961672008547014,-33.37278846153845
Site_648,-0.38000000000000006,-24.12999999999998
Site_649,-0.44210526315789467,-57.87526315789475
Site_650,-0.3722991579076771,-21.02338189194174
Site_651,-0.45756711711711706,-43.4855027027027
Site_652,-0.4590742296750651,-49.71996639018593
Site_653,-0.38438053584199816,-38.04380425812839
Site_654,-0.53359375,-40.483750000000015
Site_655,-0.4566423240938166,-30.91525799573563
Site_656,-0.3800516799316276,-47.868837134768455
Site_657,-0.43204243110688456,-40.92883488091293
Site_658,-0.40233499196499456,-41.08564173556117
Site_659,-0.4182863756613756,-12.810142857142864
Site_660,-0.3980066906730684,-20.510554814617237
Site_661,-0.473125,-3.644999999999996
Site_662,-0.3936956521739131,-48.00173913043476
Site_663,-0.40530612244897957,-46.94387755102042
Site_664,-0.4609463210264467,-33.79559465828753
Site_665,-0.42923981838194825,-46.22419922949918
Site_666,-0.43107603432373676,-48.43757658607288
Site_667,-0.35425925925925916,-47.910000000000025
Site_668,-0.4319787720811611,-20.4325852304692
Site_669,-0.40982142857142856,-79.21857142857144
Site_670,-0.34954545454545455,-20.60818181818182
Site_671,-0.4590494565217391,-30.39531739130436
Site_672,-0.3993514435937644,-26.18008818374689
Site_673,-0.45037273737694505,-23.49948872657987
Site_674,-0.38365615082184645,-26.440271422481175
Site_675,-0.45317607313195557,-0.1439682034975931
Site_676,-0.39927237896203405,-21.177166144200655
Site_677,-0.3058628526645769,-61.07362382445139
Site_678,-0.4558952920582273,-33.886616915422906
Site_679,-0.4328438168592211,-23.025735558408243
Site_680,-0.41995991839095226,-44.058657627554325
Site_681,-0.4384336228287841,-18.028337468982627
Site_682,-0.44591175993511756,-43.83305985401461
Site_683,-0.42244585091420533,-9.131696202531643
Site_684,-0.4616875293381317,-24.635493662963555
Site_685,-0.4529508196721312,-70.27262295081968
Site_686,-0.4218349993176856,-27.773640147379908
Site_687,-0.4471830985915493,-32.52845070422535
Site_688,-0.45189039039039036,-65.90167567567568
Site_689,-0.3710820567860279,-51.89627573421798
Site_690,-0.4064705882352939,-35.55235294117651
Site_691,-0.46090909090909093,-22.633636363636356
Site_692,-0.4915367746288797,-36.04805668016199
Site_693,-0.5166666666666667,-20.83
Site_694,-0.46250973611006685,-29.13789700022555
Site_695,-0.4853996805111821,-36.56366900958466
Site_696,-0.4221363372334247,-65.50855115758026
Site_697,-0.40895277449822903,-36.95620070838254
Site_698,-0.3743243243243243,-57.935945945945946
Site_699,-0.2959523809523811,-61.36428571428569
Site_700,-0.363427681352915,-8.699620827770374
Site_701,-0.5130781440781441,0.10487912087913287
Site_702,-0.4146153846153846,-44.343076923076936
Site_703,-0.46960396039603963,-49.365544554455454
Site_704,-0.43267241379310345,-46.45275862068965
Site_705,-0.40120892960943333,2.711128795637592
Site_706,-0.41694430593795395,-19.970029917401945
Site_707,-0.4711305446836269,-29.885802348336597
Site_708,-0.37266666666666676,-44.65399999999998
Site_709,-0.44631578947368417,-24.525789473684227
Site_710,-0.320883933635848,-30.499070334656835
Site_711,-0.4562474489795916,-51.400551020408216
Site_712,-0.4797269497349875,-12.048978857242702
Site_713,-0.4388095238095238,-29.587142857142865
Site_714,-0.4440609540478274,-23.352833925669273
Site_715,-0.48078431372549035,-40.98058823529409
Site_716,-0.46444610281923715,-38.38964179104478
Site_717,-0.3208937129164765,-53.506958010041075
Site_718,-0.3519727575982209,-16.36388435878429
Site_719,-0.44073807085807903,-28.74057669465492
Site_720,-0.44551724137931037,-66.59827586206897
Site_721,-0.38876603176335756,-26.836537139114768
Site_722,-0.4031168831168831,-54.93675324675324
Site_723,-0.34897843228200365,-56.96065862708721
Site_724,-0.5135831956573047,-8.736029738022182
Site_725,-0.4974965564738291,-23.5207438016529
Site_726,-0.3309124040920716,-60.17292071611253
Site_727,-0.4587067605787012,-35.389339715000546
Site_728,-0.3568198277737259,-20.476917200875207
Site_729,-0.41882031524668933,-25.7448119067151
Site_730,-0.4451709415584415,-59.383076623376624
Site_731,-0.412386690401205,-58.94447487333973
Site_732,-0.31717334395629404,-48.76055770544049
Site_733,-0.3735491935483871,-26.74337419354839
Site_734,-0.42214381463040995,-15.556936039831442
Site_735,-0.4548275862068966,-18.50724137931033
Site_736,-0.3419526581175299,-31.73822584661353
Site_737,-0.4421697590695098,3.888667959014114
Site_738,-0.42955592572120055,-4.875920044220678
Site_739,-0.4983918519348638,-54.65735998206942
Site_740,-0.3793011627906977,-14.060948837209295
Site_741,-0.4455,-36.49199999999999
Site_742,-0.3916666666666668,-26.56999999999998
Site_743,-0.4503308521701056,-43.3385359312572
Site_744,-0.45572714820932203,-32.22293598678644
Site_745,-0.42745853960396035,-63.048955445544564
Site_746,-0.3326423406200648,-26.319254426065996
Site_747,-0.4550857142857143,-28.961485714285715
Site_748,-0.3941354565549018,-51.05674138414122
Site_749,-0.4249222714458317,-58.09678936770034
Site_750,-0.29757184145334437,-15.704482246077617
Site_751,-0.5157391406670253,-5.86034561592254
Site_752,-0.4108395553574414,-31.068656042792668
Site_753,-0.3589403973509934,-13.678874172185417
Site_754,-0.3408438549521577,-32.837727330333934
Site_755,-0.33504237592472885,-66.49084680025858
Site_756,-0.3860076045627377,-48.082357414448666
Site_757,-0.3569890474477356,-36.520365751289106
Site_758,-0.3538947368421053,-63.03873684210524
Site_759,-0.39139534883720917,-22.098604651162816
Site_760,-0.342935509396637,-51.0259299703264
Site_761,-0.4826243245718472,-43.04314589248101
Site_762,-0.47757369782411246,-26.52408126999171
Site_763,-0.41399999999999987,7.213999999999984
Site_764,-0.40822178304787,-28.234094861660083
Site_765,-0.3906202935194856,-17.61601659979111
Site_766,-0.47976097979004495,-40.12162836535029
Site_767,-0.3992874069058903,-49.2139201083277
Site_768,-0.4241892129047355,-10.825130012577134
Site_769,-0.45435383332859675,-20.09957200102309
Site_770,-0.44829545454545455,-26.438181818181818
Site_771,-0.3424299670433144,-29.375127118644087
Site_772,-0.4473038593063019,-13.40236638983879
Site_773,-0.3633895461267205,-39.057858036628375
Site_774,-0.4017815000678149,-29.025195985351985
Site_775,-0.38973045626271435,-8.5282214472537
Site_776,-0.4107675941080198,-47.64419967266774
Site_777,-0.35199999999999987,-50.71800000000003
Site_778,-0.3741942318206671,-46.71404592673592
Site_779,-0.4259161573148712,-53.002110019987825
Site_780,-0.46230074107682995,-22.933039927404735
Site_781,-0.43535639569635387,-36.51301852958757
Site_782,-0.44258785857944316,-57.23102254684029
Site_783,-0.4494363549719369,-31.421747326061634
Site_784,-0.4507037946332429,-67.53798035921952
Site_785,-0.4162276714513557,-49.85482296650716
Site_786,-0.3611294878804448,-60.396030617823925
Site_787,-0.34289109563253006,-49.05552334337351
Site_788,-0.36079103229044673,-21.729137025263498
Site_789,-0.3762236579414375,-48.1756898846495
Site_790,-0.4169581084314925,-21.34704857879761
Site_791,-0.3894212701174424,-34.60500565463245
Site_792,-0.4321744896782378,-23.000310229500627
Site_793,-0.4622887789402123,-9.365623748914146
Site_794,-0.447010336743393,-12.015767263427094
Site_795,-0.3540677966101695,-8.041355932203388
Site_796,-0.3051892763315023,-48.94911631239552
Site_797,-0.3893653019813798,-61.76709477202196
Site_798,-0.366,-51.134
Site_799,-0.4532963963410891,-19.207978390324755
Site_800,-0.5299596767637351,-34.99870981903321
Site_801,-0.45439161289309654,-24.161411615091154
Site_802,-0.35100746268656713,-50.0823880597015
Site_803,-0.43733333333333324,-30.66600000000001
Site_804,-0.26302985739750434,-41.34555080213906
Site_805,-0.49635518988050265,-9.977278985811424
Site_806,-0.3979879635653871,-43.32459986987638
Site_807,-0.4592609549604491,-41.259633728542994
Site_808,-0.3683403461626859,-28.868485228859853
Site_809,-0.3781051097130581,-29.11929630197946
Site_810,-0.3066812452253629,-31.976851031321615
Site_811,-0.38674420963651723,-53.35325071851227
Site_812,-0.41077446485218455,-40.592715591928126
Site_813,-0.4138220908241125,-31.9744283819917
Site_814,-0.35128642149929273,-36.48213295615277
Site_815,-0.38223208777939655,-47.08786903965036
Site_816,-0.3991375929682218,-54.05627991886409
Site_817,-0.48641883176709044,-14.373532338308465
Site_818,-0.4258237635390839,-45.53206707555786
Site_819,-0.4222404614019519,-2.4560603371783856
Site_820,-0.3424817362555324,-16.183944968804994
Site_821,-0.4632120811287478,-27.55619047619048
Site_822,-0.5055985805500369,-16.910706601192032
Site_823,-0.4837622514035588,-43.8573536968313
Site_824,-0.4433047162859248,-16.166181282240245
Site_825,-0.40294117647058825,-52.86470588235295
Site_826,-0.3907317073170731,-24.071951219512215
Site_827,-0.34544431341994986,-54.854028301290825
Site_828,-0.5505298013245032,-21.605562913907306
Site_829,-0.48790978739145674,-47.671485923445346
Site_830,-0.43707153983088565,-52.0925473965287
Site_831,-0.48778292996358963,-14.73888712786463
Site_832,-0.3926153846153845,-43.705076923076945
Site_833,-0.40937500000000004,-37.754999999999995
Site_834,-0.4988993392070485,-20.98774273127752
Site_835,-0.4224810333927237,-37.88409678717167
Site_836,-0.5235123612855059,-55.04132996233072
Site_837,-0.2672942736776408,-73.87443688562959
Site_838,-0.40912518221574345,-20.738960641399416
Site_839,-0.3431204611403027,-20.735980393694604
Site_840,-0.37171572871572867,-50.72940259740261
Site_841,-0.48096632710809284,-49.18127334465194
Site_842,-0.4189014165025726,-34.49729403544431
Site_843,-0.46702127659574444,-24.213404255319205
Site_844,-0.44144393638742707,-33.49810974031574
Site_845,-0.38300797129065034,-13.590278201219519
Site_846,-0.43620234476769437,-59.570293530178006
Site_847,-0.44406686533805173,-18.171557086980826
Site_848,-0.45923076923076916,-56.136153846153874
Site_849,-0.4047045393499866,-18.463819500402877
Site_850,-0.40974576271186436,-28.654915254237295
Site_851,-0.40437272999466267,-24.865490321152862
Site_852,-0.37859439566115705,-44.423610537190086
Site_853,-0.4618055555555555,-35.33000000000001
Site_854,-0.4514124040920716,-6.614920716112536
Site_855,-0.46537145969498905,-20.47976470588236
Site_856,-0.493338264299803,-23.478934911242547
Site_857,-0.3551415220293722,-13.709431241655608
Site_858,-0.3729569194061506,-43.11130540827146
Site_859,-0.4995009578544064,-64.25779310344822
Site_860,-0.37645396179141877,-38.62594425305355
Site_861,-0.5862341670675003,-40.093419913419936
Site_862,-0.44777552856500225,-51.6704858299595
Site_863,-0.41402345401163,-11.480933933487918
Site_864,-0.4272214653345443,-16.83016348773843
Site_865,-0.450625,-22.03500000000001
Site_866,-0.41039304812834226,-17.395101604278082
Site_867,-0.405442399910784,-1.3044416192706478
Site_868,-0.38875000000000004,-25.789999999999992
Site_869,-0.4297309362934364,-30.20811776061774
Site_870,-0.46700241545893717,5.062521739130432
Site_871,-0.4078255103217621,-3.3296897704993853
Site_872,-0.4991310856547775,-46.607685498568046
Site_873,-0.4807561838975035,-11.88666427813925
Site_874,-0.4439999999999998,-41.61600000000006
Site_875,-0.43900354966427124,-19.79523327251742
Site_876,-0.41032362798491834,-18.80009635525765
Site_877,-0.35269534657021184,-42.57780514083424
Site_878,-0.37017629698664184,-40.48191985088536
Site_879,-0.40566220765414596,-20.79696314670447
Site_880,-0.4430060871770717,3.8093148302474873
Site_881,-0.4297189680136896,-28.300702909043054
Site_882,-0.44956925996204933,-21.833039848197345
Site_883,-0.4538694559755298,-21.814197509285563
Site_884,-0.4348857860662866,-18.094670209682093
Site_885,-0.40201141284881636,-45.365534824655654
Site_886,-0.40865812735308565,-30.3398444917335
Site_887,-0.4623529411764706,-17.471764705882364
Site_888,-0.4323048986263809,-16.542141896701736
Site_889,-0.4590893734643734,-27.226695331695353
Site_890,-0.40350717345481746,-24.662450533759426
Site_891,-0.3187450980392157,-20.59105882352941
Site_892,-0.4544701125630741,-25.324455686375984
Site_893,-0.39226057176891005,-36.661716497915435
Site_894,-0.3883187547746371,-34.84314896867838
Site_895,-0.4647004730446129,5.705302177636398
Site_896,-0.4410084033613446,-54.912184873949556
Site_897,-0.45928246103883247,-67.13498841561218
Site_898,-0.3611126586196224,-33.48966573816156
Site_899,-0.4278279615755508,-78.47916029968101
Site_900,-0.42447880925149317,-47.25257720167747
Site_901,-0.3515811121245904,-34.17847978108847
Site_902,-0.44416666666666665,-23.25
Site_903,-0.5389910268791245,-30.8379381941091
Site_904,-0.3405188815651706,-48.66792158192315
Site_905,-0.3385142857142857,-28.550914285714285
Site_906,-0.37802473324399055,-47.406657619298045
Site_907,-0.4848948818433615,-18.19270552183393
Site_908,-0.4222222222222222,-36.0
Site_909,-0.3052708698040023,-28.641492122335492
Site_910,-0.3709684524655393,-40.87081426744352
Site_911,-0.4038181818181819,-27.295272727272703
Site_912,-0.4527777777777778,-50.760000000000005
Site_913,-0.49574318795515915,-32.589471401685614
Site_914,-0.37975668955718683,-42.32255505564764
Site_915,-0.40813873295910164,-45.95203368083406
Site_916,-0.48220530338119505,-35.683654469661874
Site_917,-0.44459105202973126,-34.998332761578055
Site_918,-0.4416515287281417,-49.96326979472141
Site_919,-0.47575433282372936,-66.25706411007447
Site_920,-0.44532576537175206,-10.349634679701566
Site_921,-0.3727883326459064,-41.57772014848422
Site_922,-0.399222847408631,-28.2078649597357
Site_923,-0.506568985258337,-10.251099184199205
Site_924,-0.46121657371657365,-17.117220077220082
Site_925,-0.4079973262032084,-26.382577540106993
Site_926,-0.38920848321342927,-24.66096762589929
Site_927,-0.4395890410958905,-24.428767123287656
Site_928,-0.384546870574908,-62.637875955819865
Site_929,-0.47043279637029645,-47.246515984015986
Site_930,-0.4210169491525423,-21.710338983050875
Site_931,-0.3507465109517348,-38.918753634425286
Site_932,-0.4814463473633285,-20.36758896952105
Site_933,-0.2852213632687748,-20.372185533944652
Site_934,-0.4469999999999999,-22.12800000000003
Site_935,-0.46529411764705886,-20.856470588235283
Site_936,-0.37426158232359236,-20.989498218104046
Site_937,-0.40919620423546305,-35.30361988513998
Site_938,-0.4307872988255763,-39.55994345367553
Site_939,-0.4543052441454908,-16.030067264573987
Site_940,-0.4276388888888889,4.329999999999998
Site_941,-0.3834897581096197,-36.406212248322134
Site_942,-0.40060118702253167,-22.070143603133147
Site_943,-0.3323484848484849,-49.242727272727265
Site_944,-0.43913450014100397,-2.17694796954315
Site_945,-0.3630731816153503,0.3538072289156702
Site_946,-0.46420765027322397,-25.93114754098363
Site_947,-0.4269705627705628,-51.22435844155842
Site_948,-0.3751057440419142,-43.13715928694653
Site_949,-0.4230416666666667,-47.15299999999999
Site_950,-0.34654898417050983,-72.38541941916989
Site_951,-0.30414556288572037,-63.48455841668441
Site_952,-0.2791161151960785,-42.77091911764705
Site_953,-0.4628297284859641,-24.918778647031758
Site_954,-0.43435539499895937,-50.12923468022477
Site_955,-0.41635085815742756,-41.50821463799565
Site_956,-0.38896296296296295,-18.314000000000007
Site_957,-0.332200278551532,-41.17473983286909
Site_958,-0.4363178947368422,8.474665263157917
Site_959,-0.3558559804886047,-39.715108214461395
Site_960,-0.43631578947368427,-51.87578947368421
Site_961,-0.32289772727272725,-18.984090909090924
Site_962,-0.4688214032600992,-63.184576895818566
Site_963,-0.4217647058823526,-62.54882352941185
Site_964,-0.3515354919976289,-24.648333728512156
Site_965,-0.47850324675324674,-17.863298701298703
Site_966,-0.4132158833382599,-37.92536919893587
Site_967,-0.40149732620320855,-33.276577540106956
Site_968,-0.30196878422782036,-25.704742606790802
Site_969,-0.4584675874428378,-46.601001112347035
Site_970,-0.5003423355383092,-13.196055523725207
Site_971,-0.38284482758620686,-52.26551724137933
Site_972,-0.3659425907201438,-55.36640040444894
Site_973,-0.42727272727272714,-49.08909090909093
Site_974,-0.39652368083108125,-43.63088494048645
Site_975,-0.4245740138601504,-42.07201300620751
Site_976,-0.46087874962874964,2.9698099198099186
Site_977,-0.456597580183276,-17.244922680412387
Site_978,-0.3805753804036416,-65.81571783281343
Site_979,-0.4852012461059191,-78.52653084112148
Site_980,-0.42408794407615164,-4.8270040795512585
Site_981,-0.46350159235668786,-4.68365605095542
Site_982,-0.3641103500761035,-25.612164383561648
Site_983,-0.4833908576533651,-68.48757474687315
Site_984,-0.2860734501347709,-51.26813477088948
Site_985,-0.3751166190670474,-74.12481028151777
Site_986,-0.39504672897196264,-20.909906542056063
Site_987,-0.4783978690528355,-4.876060284587524
Site_988,-0.3622207716855237,-10.130313315926884
Site_989,-0.35247784834940793,-11.604784756527877
Site_990,-0.35326168531928903,-59.005475971033576
Site_991,-0.387495644599303,-49.22094076655054
Site_992,-0.4721179539557224,-29.99252194556395
Site_993,-0.3444186046511628,-46.79558139534883
Site_994,-0.32654146828895547,-16.357042849585625
Site_995,-0.41585287428436973,-37.985779154576136
Site_996,-0.4047368421052632,-39.01684210526315
Site_997,-0.3761904761904762,-39.61285714285715
Site_998,-0.3283999999999999,-52.91560000000001
Site_999,-0.4445137800252844,-29.80502351453856
Site_1000,-0.2878827823100043,-28.337319021039065
Site_1001,-0.43383397588384864,-60.0318612090887
Site_1002,-0.4461067886203006,-20.490933658015066
Site_1003,-0.43456896551724133,-7.1931034482758776
Site_1004,-0.41579888866115544,-62.597440049190425
Site_1005,-0.4090575569358178,-0.7735677018633567
Site_1006,-0.4159106894676415,-22.223291074989447
Site_1007,-0.3874290875033449,-19.845317099277494
Site_1008,-0.45119177117091724,-24.972577427081887
Site_1009,-0.454682638258571,-42.508550136148656
Site_1010,-0.38686912604303914,-35.18626877470355
Site_1011,-0.4635258262931674,-35.178421520675855
Site_1012,-0.41462279616455305,-10.651476028456528
Site_1013,-0.45550781250000005,-0.6903124999999903
Site_1014,-0.3499999999999999,-59.84000000000002
Site_1015,-0.3666956719128329,-45.93373486682809
Site_1016,-0.40021068484464173,-42.69449207355737
Site_1017,-0.44833333333333314,-16.900000000000034
Site_1018,-0.40779281751112745,-35.376751417596466
Site_1019,-0.442970002970003,-34.398479358479364
Site_1020,-0.4914435873062299,-52.29818514185433
Site_1021,-0.5545045045045045,-23.547027027027013
Site_1022,-0.4451038074712643,-13.067577586206895
Site_1023,-0.32994989590388035,-35.90082248476185
Site_1024,-0.4897859327217125,-2.2162385321101112
Site_1025,-0.5080208900010881,-63.17748775976497
Site_1026,-0.4498503284562556,-21.202329053448793
Site_1027,-0.3870561358904917,-45.3958746476538
Site_1028,-0.41454545454545433,-44.73818181818187
Site_1029,-0.43273469387755104,-6.029306122448972
Site_1030,-0.3381301964577719,-67.16387756512125
Site_1031,-0.3596175226746815,-67.0726151022688
Site_1032,-0.4386948410123297,-26.32191434133678
Site_1033,-0.4975110081775034,-27.177622233659264
Site_1034,-0.4946666666666667,-18.85199999999999
Site_1035,-0.47615543547361716,-31.240425937698703
Site_1036,-0.35063622210690193,-38.08257602490917
Site_1037,-0.47023468097258486,-20.85930890992168
Site_1038,-0.46530375556400566,-59.91438879817477
Site_1039,-0.3467391304347828,-24.074347826086907
Site_1040,-0.38448533048707473,-9.071168614791858
Site_1041,-0.4113157894736842,-42.8557894736842
Site_1042,-0.411840490797546,-38.60245398773007
Site_1043,-0.24987804878048783,-41.74634146341463
Site_1044,-0.46508012820512823,-54.43269230769229
Site_1045,-0.4631377763871506,-2.692240300375474
Site_1046,-0.3830678332403792,-30.907348020078103
Site_1047,-0.45508951640861606,-27.880664455738938
Site_1048,-0.4092333355102752,-13.325599529780561
Site_1049,-0.4374707592339262,-44.64631600547193
Site_1050,-0.37642857142857156,-74.10142857142854
Site_1051,-0.4384521318987846,-48.35433950986253
Site_1052,-0.39308087624584714,-9.214530730897025
Site_1053,-0.43988165680473373,-47.70556213017751
Site_1054,-0.36419729113702115,-68.09338511440342
Site_1055,-0.34650000000000025,-8.155999999999949
Site_1056,-0.4344186046511629,-22.57558139534882
Site_1057,-0.40099844236760085,1.6356635514017768
Site_1058,-0.4409375,-45.08750000000002
Site_1059,-0.5091959154351396,-6.803682266009844
Site_1060,-0.37832649369357296,-26.881477362188235
Site_1061,-0.3937500000000004,-3.6799999999999216
Site_1062,-0.38444113204194064,-40.69071547894083
Site_1063,-0.4140494505494506,-36.59531868131867
Site_1064,-0.38442141066953106,-24.37497529538129
Site_1065,-0.4083627322880371,-58.35364982578399
Site_1066,-0.3832231404958678,-56.58380165289256
Site_1067,-0.38646291208791195,-63.12401098901101
Site_1068,-0.3816608996539792,-12.391245674740489
Site_1069,-0.42977940878309884,-7.307647702850645
Site_1070,-0.43335214553709367,-26.835936563987758
Site_1071,-0.38304112554112557,-46.37311688311689
Site_1072,-0.46811845655693474,-2.736413383702086
Site_1073,-0.452887709656022,-32.646254714299246
Site_1074,-0.400174702471773,-4.632264266097025
Site_1075,-0.3749004359025164,-12.611505845056456
Site_1076,-0.43913834350767206,-5.436117802342835
Site_1077,-0.36202617174136154,-38.25234690386591
Site_1078,-0.4526450102662135,2.201322217502124
Site_1079,-0.5196078431372549,-38.694705882352935
Site_1080,-0.44888689048760977,-8.160431654676302
Site_1081,-0.410634361725911,-32.192977867203226
Site_1082,-0.38381597273127105,-49.28574989004545
Site_1083,-0.41296536951820695,-25.159480184067306
Site_1084,-0.359375,-46.05500000000001
Site_1085,-0.4861071062871186,-9.320865041982373
Site_1086,-0.5148675905827349,-52.808600434129275
Site_1087,-0.4809280525468703,-16.73954064987602
Site_1088,-0.4502815296720716,-12.239189590832538
Site_1089,-0.5273239436619719,-44.89802816901408
Site_1090,-0.3766037735849057,-29.203584905660364
Site_1091,-0.47692465321563693,-16.66427490542243
Site_1092,-0.503921136736633,-36.39303446488729
Site_1093,-0.45064288309564904,-28.621137251339803
Site_1094,-0.5098792751651768,-43.53607656432179
Site_1095,-0.4256541482078131,-32.82870398711236
Site_1096,-0.42291200688214325,3.8689934865429336
Site_1097,-0.3891591245791246,-61.76162909090908
Site_1098,-0.43342762264882684,-11.959633507853397
Site_1099,-0.20606942215088278,-35.11900481540931
Site_1100,-0.467905869324474,-28.322332225913613
Site_1101,-0.4306920076619844,-13.170526345011368
Site_1102,-0.35668211752518475,-35.76666261456009
Site_1103,-0.36638532882786895,-25.480768973180318
Site_1104,-0.485078397640698,-9.693066109609234
Site_1105,-0.37421052631578944,-31.040526315789492
Site_1106,-0.44966069715382156,1.2867105852254497
Site_1107,-0.34960352422907487,-21.94563876651982
Site_1108,-0.4288904671717172,-32.46965909090909
Site_1109,-0.401131786971323,-42.05553401419422
Site_1110,-0.48273661425159237,7.91110867834395
Site_1111,-0.4644330983481927,-38.942450756790365
Site_1112,-0.2755434654050858,-47.45261147250147
Site_1113,-0.3964809642044279,-21.430111731843567
Site_1114,-0.3525141260973663,-10.546948762968867
Site_1115,-0.35347120597989157,-31.85021950834343
Site_1116,-0.3762208672086721,-23.286292682926828
Site_1117,-0.3717369121561668,-59.66482697426798
Site_1118,-0.4624556150856183,-49.03958714150646
Site_1119,-0.3612058579144163,-20.449534690486075
Site_1120,-0.47779999999999995,-5.405200000000008
Site_1121,-0.3529436531246286,-26.53417092508022
Site_1122,-0.5222490310077519,0.11579069767441297
Site_1123,-0.35503832824248116,-37.97172109962406
Site_1124,-0.3989285714285715,-58.311428571428536
Site_1125,-0.4285636107742292,-33.94026007276649
Site_1126,-0.2931289533357202,-34.81414607948443
Site_1127,-0.33140560433884303,-46.67638946280991
Site_1128,-0.435546875,-38.081875
Site_1129,-0.3973389672258119,-48.154783079224615
Site_1130,-0.46941443004388206,-39.85648311052148
Site_1131,-0.39557692307692305,-30.805384615384625
Site_1132,-0.42759407852392195,-17.919679038832854
Site_1133,-0.36249681933842093,-47.82068702290108
Site_1134,-0.4117385828496331,-63.11446610447926
Site_1135,-0.36296293702375615,-15.42000560286867
Site_1136,-0.44506795025702595,-34.85532274448241
Site_1137,-0.43963940744868585,-50.63788799108386
Site_1138,-0.4678557744937054,5.676847290640367
Site_1139,-0.4163447200579495,-50.30954046748292
Site_1140,-0.3685942606209151,-19.193639705882333
Site_1141,-0.3727443901748425,-30.557211722234015
Site_1142,-0.41316933531930733,-20.915423571029606
Site_1143,-0.5082692307692307,-28.053846153846166
Site_1144,-0.46388888888888913,-20.28999999999995
Site_1145,-0.4167186948101775,-27.43876192100167
Site_1146,-0.40652173913043466,-53.14130434782611
Site_1147,-0.4426444197256211,-9.618805339265847
Site_1148,-0.4046319659442724,-11.689495356037156
Site_1149,-0.46829666344294,-24.77792069632497
Site_1150,-0.3294512144111988,-9.208537687181064
Site_1151,-0.42035714285714276,-61.582857142857165
Site_1152,-0.42204001600640256,-51.939356542617034
Site_1153,-0.34583005249343834,-23.490708661417315
Site_1154,-0.3946851994851995,-5.107996911196906
Site_1155,-0.4030357142857144,-19.6442857142857
Site_1156,-0.4062992459278536,-21.959362879583622
Site_1157,-0.4406042516680815,-25.939481639694392
Site_1158,-0.3869059891998037,-27.81830633284241
Site_1159,-0.47679407575148836,-46.632479637678514
Site_1160,-0.3610863354037267,-30.595351552795037
Site_1161,-0.43758547632963196,-61.99153711279949
Site_1162,-0.3726190476190475,-52.99428571428572
Site_1163,-0.43038843191017107,-32.036098707403056
Site_1164,-0.42285714285714227,-57.16285714285728
Site_1165,-0.4224741829021612,-44.565576493133165
