date,norm_level
1993-01-31,3.678584522924013
1993-02-28,3.2500804177446887
1993-03-31,2.138015468591337
1993-04-30,1.0839323568786174
1993-05-31,1.03519975323357
1993-06-30,1.0528000369842585
1993-07-31,1.0274523712632324
1993-08-31,0.9555615475014266
1993-09-30,0.9502030071229729
1993-10-31,0.6744225653491154
1993-11-30,1.2737986506593268
1993-12-31,2.225849025472499
1994-01-31,3.612353637878469
1994-02-28,3.1357156880625436
1994-03-31,1.2512864647141753
1994-04-30,1.1097216680345903
1994-05-31,1.7209282976045406
1994-06-30,1.340765603368426
1994-07-31,1.1248840919529233
1994-08-31,0.7960845056907513
1994-09-30,0.6733512196811184
1994-10-31,0.7404662325186879
1994-11-30,1.2673619243263512
1994-12-31,1.7263466283850837
1995-01-31,3.1104416304117546
1995-02-28,2.4742933335498973
1995-03-31,1.4942799117341015
1995-04-30,0.9421779257785984
1995-05-31,1.458240348305937
1995-06-30,1.310151834233715
1995-07-31,0.6101458920282318
1995-08-31,0.16852770385836388
1995-09-30,0.6669205595066413
1995-10-31,0.36631179434332656
1995-11-30,1.3552703038607683
1995-12-31,1.3566602844584323
1996-01-31,2.9519672476761127
1996-02-29,1.852586393686532
1996-03-31,1.3325268159335641
1996-04-30,1.0575489819420372
1996-05-31,1.4052038646993537
1996-06-30,1.5898596434315648
1996-07-31,0.7267954153152985
1996-08-31,0.8417676383033319
1996-09-30,0.8212559258267766
1996-10-31,0.6318792678471938
1996-11-30,1.7370632756617228
1996-12-31,1.889327644241771
1997-01-31,2.384967539500898
1997-02-28,2.2897030771243982
1997-03-31,1.7816490561550375
1997-04-30,1.2503662640108708
1997-05-31,1.5275654557694083
1997-06-30,1.648891503526829
1997-07-31,1.3422872138297306
1997-08-31,1.1956776886909275
1997-09-30,1.2821173911986274
1997-10-31,0.4988468802088726
1997-11-30,0.5185314671850377
1997-12-31,1.8977259009165381
1998-01-31,2.260787282009637
1998-02-28,2.6446502167257937
1998-03-31,1.7934832230580382
1998-04-30,1.9567293473131393
1998-05-31,2.0158418497928694
1998-06-30,1.9248130725642547
1998-07-31,1.265025916651646
1998-08-31,1.2270256188117064
1998-09-30,1.1617610159842517
1998-10-31,0.8750828934889481
1998-11-30,1.4744395276724382
1998-12-31,0.12854834286964492
1999-01-31,1.9576847169115823
1999-02-28,1.9361885675026331
1999-03-31,0.8676083714995704
1999-04-30,1.665858277887073
1999-05-31,1.12186908295809
1999-06-30,2.0037971742258334
1999-07-31,1.731514142662584
1999-08-31,1.2870382836064898
1999-09-30,1.456422862409938
1999-10-31,1.2403210113820555
1999-11-30,1.8549073778165381
1999-12-31,1.889989845248757
2000-01-31,1.670744771027102
2000-02-29,1.7560667453831504
2000-03-31,1.8406057730877636
2000-04-30,2.0313968794338497
2000-05-31,1.9745241838716008
2000-06-30,1.831203039292069
2000-07-31,1.0718011525736655
2000-08-31,0.5993538294233306
2000-09-30,1.1217319984761405
2000-10-31,1.0454396401293635
2000-11-30,1.1877436324637871
2000-12-31,0.8978565624802144
2001-01-31,1.3256793463843906
2001-02-28,1.6869792053455868
2001-03-31,1.5025817317607735
2001-04-30,1.35966465019914
2001-05-31,1.210671569206104
2001-06-30,1.1304996478295315
2001-07-31,0.9967849158418187
2001-08-31,0.2674188157059374
2001-09-30,1.2982859545540437
2001-10-31,0.8020404154733438
2001-11-30,1.142329951126232
2001-12-31,1.5081735166359307
2002-01-31,1.2213077534765984
2002-02-28,0.9005910807670113
2002-03-31,1.4826727585335553
2002-04-30,1.1362126005643656
2002-05-31,1.3612539368217904
2002-06-30,1.3569762158626348
2002-07-31,0.12380612153206601
2002-08-31,0.019706023076573764
2002-09-30,0.6382460322098784
2002-10-31,0.19451438705233273
2002-11-30,0.45213228844136844
2002-12-31,0.5258532553115436
2003-01-31,0.761192924556551
2003-02-28,0.7657909772630687
2003-03-31,0.8346276970420322
2003-04-30,0.5450599289299393
2003-05-31,1.052163512969155
2003-06-30,0.9462524038059614
2003-07-31,0.5245745011876005
2003-08-31,-0.3771774235049712
2003-09-30,-0.18511200229241478
2003-10-31,0.024332280242626878
2003-11-30,0.16055907220932378
2003-12-31,0.15663932327968402
2004-01-31,0.49168210305187343
2004-02-29,0.289611228336957
2004-03-31,0.3821015740179321
2004-04-30,0.08942726721117403
2004-05-31,0.3296163583395664
2004-06-30,0.3823294709196347
2004-07-31,0.01912209177126739
2004-08-31,-0.6668561387966614
2004-09-30,-0.4699884294907386
2004-10-31,-0.2136421091706805
2004-11-30,0.043863842614218544
2004-12-31,0.07540347513787868
2005-01-31,0.4736299959338773
2005-02-28,0.5179829080287197
2005-03-31,0.3246979438531363
2005-04-30,0.21021759091130854
2005-05-31,0.061816805693242896
2005-06-30,0.307936390994489
2005-07-31,-0.2955962675489826
2005-08-31,-0.6146172208177446
2005-09-30,-0.3414723156242744
2005-10-31,0.05323957896327018
2005-11-30,0.01661436389665474
2005-12-31,-1.0900928243255943
2006-01-31,0.45339622816742264
2006-02-28,0.33558493576301185
2006-03-31,0.03947628796560307
2006-04-30,0.25456167946350877
2006-05-31,-0.1936758315939599
2006-06-30,-0.24012146810292273
2006-07-31,-0.929392475605898
2006-08-31,-1.0628864298219622
2006-09-30,-0.7452893968894663
2006-10-31,-0.70483996768635
2006-11-30,-0.4489560668477879
2006-12-31,-0.19669813642369405
2007-01-31,-0.15125387574437085
2007-02-28,0.41331096912845217
2007-03-31,-0.31767613896351415
2007-04-30,-0.10447237452469926
2007-05-31,-0.03986767012747846
2007-06-30,0.29496428370509997
2007-07-31,-0.6111955799871799
