site,slope,intercept,trend,h,p,z,Tau,s
Site_669,-0.3931963855421687,-102.07629397590361,decreasing,True,0.0,-28.180787266105032,-0.9618506493506493,-71100.0
Site_670,-0.3494540486835569,-38.07482265275708,decreasing,True,0.0,-28.13164306719843,-0.9601731601731601,-70976.0
Site_671,-0.4719285486443382,-46.08971866028705,decreasing,True,0.0,-28.616379971340915,-0.9767180735930736,-72199.0
Site_672,-0.3800794902529808,-47.18473787142767,decreasing,True,0.0,-28.491923015317187,-0.9724702380952381,-71885.0
Site_673,-0.4448708416738156,-49.83479839862741,decreasing,True,0.0,-28.6116236545502,-0.976555735930736,-72187.0
Site_674,-0.39142653642653635,-42.636105006105026,decreasing,True,0.0,-28.519284531359332,-0.9734036796536797,-71954.0
Site_675,-0.46786591760299634,-24.13974382022471,decreasing,True,0.0,-28.41939588133443,-0.9699945887445888,-71702.0
Site_676,-0.41814665471923534,-44.295842293906816,decreasing,True,0.0,-28.37658902013049,-0.9685335497835498,-71594.0
Site_677,-0.29398466870300755,-76.03494360902255,decreasing,True,0.0,-27.284238485320117,-0.93125,-68838.0
Site_678,-0.4708333333333333,-54.41999999999999,decreasing,True,0.0,-28.14828576037611,-0.960741341991342,-71018.0
Site_679,-0.44936108362196925,-41.96267194458191,decreasing,True,0.0,-28.4970779303008,-0.9726461038961038,-71898.0
Site_680,-0.41046667185190944,-59.72039900443339,decreasing,True,0.0,-28.41859423249842,-0.9699675324675324,-71700.0
Site_681,-0.45522757738240316,-42.4563051425786,decreasing,True,0.0,-28.54781646494627,-0.9743777056277056,-72026.0
Site_682,-0.43920957970465735,-67.3817606967058,decreasing,True,0.0,-28.647291529961695,-0.9777732683982684,-72277.0
Site_683,-0.425417496679947,-31.299840637450174,decreasing,True,0.0,-28.44991335317712,-0.9710362554112554,-71779.0
Site_684,-0.46419074844074837,-47.185376299376316,decreasing,True,0.0,-28.54741786270485,-0.9743641774891775,-72025.0
Site_685,-0.43225914770191876,-99.86624364123162,decreasing,True,0.0,-28.433669302030484,-0.9704816017316017,-71738.0
Site_686,-0.39683084577114425,-48.1584776119403,decreasing,True,0.0,-28.66710951347625,-0.9784496753246753,-72327.0
Site_687,-0.43588747362074165,-58.50960506481759,decreasing,True,0.0,-28.49827372525629,-0.9726866883116884,-71901.0
Site_688,-0.44687067972350225,-89.68082949308756,decreasing,True,0.0,-28.09081579216083,-0.9587797619047619,-70873.0
Site_689,-0.3726138090632771,-66.39814865985079,decreasing,True,0.0,-28.13441979639114,-0.9602678571428571,-70983.0
Site_690,-0.3975345886553461,-51.03335897817355,decreasing,True,0.0,-28.454678611238343,-0.971198593073593,-71791.0
Site_691,-0.45620612684729067,-45.588423645320205,decreasing,True,0.0,-28.598541536945543,-0.9761093073593073,-72154.0
Site_692,-0.4741075897102247,-64.00134277563686,decreasing,True,0.0,-28.580308990679974,-0.975487012987013,-72108.0
Site_693,-0.5200751879699248,-42.74556390977443,decreasing,True,0.0,-28.742432902384213,-0.9810200216450217,-72517.0
Site_694,-0.46961873902246987,-56.7032021076858,decreasing,True,0.0,-28.517693118173124,-0.9733495670995671,-71950.0
Site_695,-0.46835526695526697,-59.485788744588746,decreasing,True,0.0,-28.750349560946074,-0.9812905844155844,-72537.0
Site_696,-0.42301636195018555,-81.04085850556436,decreasing,True,0.0,-28.396008421080488,-0.9691964285714286,-71643.0
Site_697,-0.4056933229980836,-53.016881984367956,decreasing,True,0.0,-28.506993642112416,-0.9729843073593074,-71923.0
Site_698,-0.3570524351924588,-75.82593244304792,decreasing,True,0.0,-28.296533226121113,-0.9658008658008658,-71392.0
Site_699,-0.28300000000000003,-75.41399999999999,decreasing,True,0.0,-28.042859920756662,-0.9571428571428572,-70752.0
Site_700,-0.3780480588829557,-24.364772694472506,decreasing,True,0.0,-28.21526392199056,-0.9630275974025974,-71187.0
Site_701,-0.5333333333333333,-26.019999999999982,decreasing,True,0.0,-28.597753310279053,-0.9760822510822511,-72152.0
Site_702,-0.40351151749604364,-70.34578864075962,decreasing,True,0.0,-28.40155299629359,-0.9693858225108225,-71657.0
Site_703,-0.4766716122650842,-69.64905044510382,decreasing,True,0.0,-28.679004809085338,-0.9788555194805195,-72357.0
Site_704,-0.4235102860363534,-74.47602508102014,decreasing,True,0.0,-28.531563470911724,-0.973823051948052,-71985.0
Site_705,-0.4272193101332174,-17.96389245442225,decreasing,True,0.0,-28.547019260526234,-0.9743506493506493,-72024.0
Site_706,-0.4088431396190017,-37.92211719315168,decreasing,True,0.0,-28.48836696660637,-0.9723484848484848,-71876.0
Site_707,-0.47948249499592255,-45.689360960782864,decreasing,True,0.0,-28.650466908341045,-0.9778814935064936,-72285.0
Site_708,-0.37302909573825904,-60.24841361825426,decreasing,True,0.0,-28.260847511139232,-0.9645833333333333,-71302.0
Site_709,-0.42905117852466174,-51.43217372326495,decreasing,True,0.0,-28.548219552208565,-0.9743912337662337,-72027.0
Site_710,-0.33505555555555566,-46.29933333333331,decreasing,True,0.0,-28.04603080002856,-0.9572510822510822,-70760.0
Site_711,-0.43603034181599154,-71.27217437132964,decreasing,True,0.0,-28.652052347271283,-0.977935606060606,-72289.0
Site_712,-0.4882226093689508,-39.78125900116146,decreasing,True,0.0,-28.73291424668444,-0.9806953463203463,-72493.0
Site_713,-0.42710722106101323,-59.235413556285465,decreasing,True,0.0,-28.561695789466985,-0.9748511904761905,-72061.0
Site_714,-0.45082903225806453,-38.890825806451616,decreasing,True,0.0,-28.631053527721868,-0.9772186147186147,-72236.0
Site_715,-0.48508060747663556,-68.38452336448599,decreasing,True,0.0,-28.597369679770136,-0.9760687229437229,-72151.0
Site_716,-0.4516521343543862,-57.67279020395783,decreasing,True,0.0,-28.636197957968896,-0.9773944805194805,-72249.0
Site_717,-0.3299338841168885,-68.20269424955742,decreasing,True,0.0,-27.564445571530964,-0.9408143939393939,-69545.0
Site_718,-0.3501141770776752,-30.858078001086355,decreasing,True,0.0,-28.232309608153273,-0.9636093073593074,-71230.0
Site_719,-0.4276923076923077,-53.07307692307691,decreasing,True,0.0,-28.574768933111717,-0.975297619047619,-72094.0
Site_720,-0.4242274960215872,-88.09832076385527,decreasing,True,0.0,-28.65999455030934,-0.9782061688311688,-72309.0
Site_721,-0.3885857859531773,-40.37152909698996,decreasing,True,0.0,-28.204568855662778,-0.9626623376623377,-71160.0
Site_722,-0.39415353598014885,-71.52252109181141,decreasing,True,0.0,-28.308012099409513,-0.9661931818181818,-71421.0
Site_723,-0.3532921559656347,-69.74790605459816,decreasing,True,0.0,-28.031751567724157,-0.9567640692640693,-70724.0
Site_724,-0.5268325082508251,-44.19815841584159,decreasing,True,0.0,-28.225170698202835,-0.9633658008658008,-71212.0
Site_725,-0.49288461538461537,-47.10615384615386,decreasing,True,0.0,-28.838744577202718,-0.9843073593073594,-72760.0
Site_726,-0.3383752263062608,-74.24195654919794,decreasing,True,0.0,-28.052769653001878,-0.9574810606060606,-70777.0
Site_727,-0.45460046948356814,-61.27670985915492,decreasing,True,0.0,-28.38056153562704,-0.9686688311688312,-71604.0
Site_728,-0.3451289440626617,-40.73524273996895,decreasing,True,0.0,-28.195445935362578,-0.9623511904761904,-71137.0
Site_729,-0.42906691542288555,-40.63915223880598,decreasing,True,0.0,-28.532754791559697,-0.9738636363636364,-71988.0
Site_730,-0.4412686567164179,-84.44641791044775,decreasing,True,0.0,-28.627482541260143,-0.9770968614718615,-72227.0
Site_731,-0.3955555555555558,-86.33333333333329,decreasing,True,0.0,-28.4966882858279,-0.9726325757575758,-71897.0
Site_732,-0.30681318681318676,-65.99186813186815,decreasing,True,0.0,-28.033341410846994,-0.9568181818181818,-70728.0
Site_733,-0.39218685757564825,-43.69012334547553,decreasing,True,0.0,-28.353214926204846,-0.9677353896103896,-71535.0
Site_734,-0.4284000000000002,-37.56719999999996,decreasing,True,0.0,-28.442380282911042,-0.9707792207792207,-71760.0
Site_735,-0.470854338561973,-43.48596699610117,decreasing,True,0.0,-28.353201563239043,-0.9677353896103896,-71535.0
Site_736,-0.342292174796748,-42.16990243902438,decreasing,True,0.0,-27.83555567119344,-0.9500676406926407,-70229.0
Site_737,-0.46816734727893994,-14.331869322443538,decreasing,True,0.0,-28.225963417605684,-0.9633928571428572,-71214.0
Site_738,-0.44482698754789274,-24.663218390804587,decreasing,True,0.0,-28.298503911552753,-0.9658685064935065,-71397.0
Site_739,-0.4703802776171197,-87.48698669751303,decreasing,True,0.0,-28.55773219027333,-0.9747159090909091,-72051.0
Site_740,-0.39019400838664586,-25.28275038976399,decreasing,True,0.0,-28.49113477183925,-0.9724431818181818,-71883.0
Site_741,-0.43066279069767466,-56.392744186046485,decreasing,True,0.0,-28.6282752608498,-0.9771239177489177,-72229.0
Site_742,-0.3832879797605824,-41.438707885968185,decreasing,True,0.0,-28.421385866356164,-0.9700622294372294,-71707.0
Site_743,-0.44847048611111107,-67.04366666666668,decreasing,True,0.0,-28.653642287718803,-0.9779897186147186,-72293.0
Site_744,-0.44321239679310764,-54.58321981572334,decreasing,True,0.0,-28.598147423643173,-0.9760957792207792,-72153.0
Site_745,-0.4112199255890864,-80.7357742868954,decreasing,True,0.0,-28.426924485077084,-0.9702516233766234,-71721.0
Site_746,-0.3504594277673546,-36.40178986866792,decreasing,True,0.0,-27.883911566162478,-0.9517180735930736,-70351.0
Site_747,-0.4428154533844189,-51.52943295019158,decreasing,True,0.0,-28.517290038201004,-0.9733360389610389,-71949.0
Site_748,-0.38718101343101347,-70.1712454212454,decreasing,True,0.0,-28.029369005698694,-0.9566829004329004,-70718.0
Site_749,-0.42592667307510057,-84.38207876958069,decreasing,True,0.0,-28.474089064006556,-0.9718614718614719,-71840.0
Site_750,-0.29847509301364206,-30.01278214138072,decreasing,True,0.0,-27.76579634730368,-0.9476866883116883,-70053.0
Site_751,-0.5271428571428571,-33.07857142857142,decreasing,True,0.0,-28.542273406080593,-0.9741883116883117,-72012.0
Site_752,-0.4316821789321789,-44.217021645021646,decreasing,True,0.0,-28.315943742525196,-0.9664637445887446,-71441.0
Site_753,-0.36810172780190337,-31.13446826203456,decreasing,True,0.0,-28.292551847445147,-0.9656655844155844,-71382.0
Site_754,-0.3236721777318522,-48.80494187548438,decreasing,True,0.0,-28.249749437755806,-0.9642045454545455,-71274.0
Site_755,-0.3219047619047618,-82.53428571428574,decreasing,True,0.0,-28.08803465416869,-0.9586850649350649,-70866.0
Site_756,-0.3786792452830188,-70.11358490566039,decreasing,True,0.0,-28.440799311936406,-0.9707251082251083,-71756.0
Site_757,-0.3366257530120481,-57.82785542168675,decreasing,True,0.0,-28.250551033667744,-0.9642316017316017,-71276.0
Site_758,-0.34396389069616123,-76.41893298633705,decreasing,True,0.0,-27.761053113643687,-0.9475243506493507,-70041.0
Site_759,-0.3804166666666666,-39.92,decreasing,True,0.0,-28.45824361510081,-0.9713203463203464,-71800.0
Site_760,-0.32218526757955535,-72.35042862472538,decreasing,True,0.0,-28.063070602164057,-0.9578327922077922,-70803.0
Site_761,-0.46832423822306124,-65.10174626117225,decreasing,True,0.0,-28.55692152513532,-0.9746888528138529,-72049.0
Site_762,-0.47660703332651816,-48.56144960130851,decreasing,True,0.0,-28.436835713676782,-0.9705898268398269,-71746.0
Site_763,-0.43607788971942374,-1.6730451738706478,decreasing,True,0.0,-28.40157084396419,-0.9693858225108225,-71657.0
Site_764,-0.4214893617021277,-49.524042553191464,decreasing,True,0.0,-28.312389106778006,-0.9663419913419914,-71432.0
Site_765,-0.3901197647733793,-33.867005163511166,decreasing,True,0.0,-28.02343608395897,-0.9564799783549783,-70703.0
Site_766,-0.48607997373229783,-55.76264504339882,decreasing,True,0.0,-28.701205463098187,-0.9796130952380953,-72413.0
Site_767,-0.398135593220339,-72.42796610169492,decreasing,True,0.0,-28.48003669758406,-0.9720643939393939,-71855.0
Site_768,-0.43476505834121726,-24.86510879848629,decreasing,True,0.0,-28.38054370116158,-0.9686688311688312,-71604.0
Site_769,-0.4607327925128972,-49.05930383752374,decreasing,True,0.0,-28.483610647947597,-0.9721861471861472,-71864.0
Site_770,-0.44618269653052256,-51.57292226613967,decreasing,True,0.0,-28.512538200759973,-0.9731737012987013,-71937.0
Site_771,-0.3481941385217817,-49.83672540381791,decreasing,True,0.0,-27.468933649477826,-0.9375541125541126,-69304.0
Site_772,-0.4558258160639307,-32.581443315725295,decreasing,True,0.0,-28.568037548176832,-0.9750676406926407,-72077.0
Site_773,-0.35759228291836986,-62.242281679673,decreasing,True,0.0,-27.5006424455178,-0.9386363636363636,-69384.0
Site_774,-0.3883839244587747,-55.650286503915254,decreasing,True,0.0,-28.441587563383656,-0.9707521645021645,-71758.0
Site_775,-0.3956867391506366,-23.818146083077778,decreasing,True,0.0,-28.448735447112984,-0.970995670995671,-71776.0
Site_776,-0.4082102014294996,-67.50364132553608,decreasing,True,0.0,-28.29692291785114,-0.965814393939394,-71393.0
Site_777,-0.3521134808853118,-68.84421167002012,decreasing,True,0.0,-27.789972111870874,-0.9485119047619047,-70114.0
Site_778,-0.36526863679007004,-61.19842173630656,decreasing,True,0.0,-28.171280531268533,-0.9615259740259741,-71076.0
Site_779,-0.4147222222222219,-76.7333333333334,decreasing,True,0.0,-28.503813807293977,-0.9728760822510822,-71915.0
Site_780,-0.4465965941209723,-50.60345392877332,decreasing,True,0.0,-28.51492083925435,-0.9732548701298701,-71943.0
Site_781,-0.439875,-57.30399999999999,decreasing,True,0.0,-28.630254810901956,-0.9771915584415585,-72234.0
Site_782,-0.44887802784665276,-82.66541865344266,decreasing,True,0.0,-28.34845415284843,-0.967573051948052,-71523.0
Site_783,-0.4543737348178136,-58.46024291497977,decreasing,True,0.0,-27.98022479844395,-0.9550054112554113,-70594.0
Site_784,-0.43128872564675813,-95.91256467582244,decreasing,True,0.0,-28.35676211907606,-0.9678571428571429,-71544.0
Site_785,-0.41205882352941176,-63.124705882352956,decreasing,True,0.0,-28.256894271609777,-0.9644480519480519,-71292.0
Site_786,-0.3556365885564782,-78.8377749971562,decreasing,True,0.0,-27.970322395603418,-0.9546672077922078,-70569.0
Site_787,-0.34374703791469197,-63.000568720379135,decreasing,True,0.0,-28.13957468572325,-0.9604437229437229,-70996.0
Site_788,-0.36220622756144716,-36.30640430820213,decreasing,True,0.0,-28.00837734203296,-0.9559659090909091,-70665.0
Site_789,-0.38662350430926284,-65.42828717262154,decreasing,True,0.0,-28.223988270125055,-0.9633252164502164,-71209.0
Site_790,-0.4137096774193547,-38.4977419354839,decreasing,True,0.0,-28.515305999646213,-0.9732683982683983,-71944.0
Site_791,-0.4040243902439024,-50.59731707317073,decreasing,True,0.0,-28.16810375167423,-0.9614177489177489,-71068.0
Site_792,-0.4254713563029806,-57.21949958982772,decreasing,True,0.0,-28.02502005588277,-0.9565340909090909,-70707.0
Site_793,-0.46105448480355826,-29.827538917716808,decreasing,True,0.0,-28.598541536945543,-0.9761093073593073,-72154.0
Site_794,-0.43951612116482125,-35.12290473635433,decreasing,True,0.0,-28.574768933111717,-0.975297619047619,-72094.0
Site_795,-0.35964598997493735,-26.36796992481203,decreasing,True,0.0,-28.402744306541653,-0.9694264069264069,-71660.0
Site_796,-0.304179947719032,-71.54745003794585,decreasing,True,0.0,-28.08923476558349,-0.9587256493506493,-70869.0
Site_797,-0.3739335052495856,-87.56476699207958,decreasing,True,0.0,-28.317135046236118,-0.966504329004329,-71444.0
Site_798,-0.35500000000000004,-68.8,decreasing,True,0.0,-28.332595304989848,-0.9670319264069264,-71483.0
Site_799,-0.45563921985501465,-41.067269787837205,decreasing,True,0.0,-28.63699967524015,-0.9774215367965368,-72251.0
Site_800,-0.524373034591195,-57.87037735849057,decreasing,True,0.0,-28.806632642969543,-0.98321158008658,-72679.0
Site_801,-0.44914811149595907,-54.65356259277584,decreasing,True,0.0,-28.419798938334193,-0.9700081168831168,-71703.0
Site_802,-0.3487845082313213,-66.2933744195863,decreasing,True,0.0,-28.125307200345237,-0.95995670995671,-70960.0
Site_803,-0.44459760188660447,-50.31726043777195,decreasing,True,0.0,-28.472499151892272,-0.9718073593073593,-71836.0
Site_804,-0.25469121172496456,-53.1792873488068,decreasing,True,0.0,-26.52005209431426,-0.9051677489177489,-66910.0
Site_805,-0.5168239313522962,-32.919805180359134,decreasing,True,0.0,-28.61519913385312,-0.9766774891774892,-72196.0
Site_806,-0.39748568436896703,-63.64274860115833,decreasing,True,0.0,-28.37063248009849,-0.9683306277056277,-71579.0
Site_807,-0.43744924807289787,-71.73974437000359,decreasing,True,0.0,-28.163741581311175,-0.9612689393939394,-71057.0
Site_808,-0.3765536227717079,-50.64170442783208,decreasing,True,0.0,-28.19465764530777,-0.9623241341991342,-71135.0
Site_809,-0.3938136913149893,-40.76777126752205,decreasing,True,0.0,-28.423764025996892,-0.9701433982683982,-71713.0
Site_810,-0.3177062576041564,-53.15039854000198,decreasing,True,0.0,-28.007190462256364,-0.9559253246753247,-70662.0
Site_811,-0.3713703645174885,-77.6668900126422,decreasing,True,0.0,-28.14671506067687,-0.9606872294372294,-71014.0
Site_812,-0.4120033444816054,-62.615357859531755,decreasing,True,0.0,-27.97785103521225,-0.9549242424242425,-70588.0
Site_813,-0.4045076194874163,-47.684537058416055,decreasing,True,0.0,-28.438018091689077,-0.9706304112554113,-71749.0
Site_814,-0.35844690576652616,-50.328194092826976,decreasing,True,0.0,-28.361128759135607,-0.9680059523809523,-71555.0
Site_815,-0.3996714628297361,-55.053079136690656,decreasing,True,0.0,-28.197832953576953,-0.9624323593073593,-71143.0
Site_816,-0.38636363636363635,-73.87818181818182,decreasing,True,0.0,-28.456644763835257,-0.9712662337662338,-71796.0
Site_817,-0.5080774456521738,-29.209130434782637,decreasing,True,0.0,-28.747178683085597,-0.9811823593073593,-72529.0
Site_818,-0.4114584038284913,-68.72998646492965,decreasing,True,0.0,-28.52204635499172,-0.9734983766233766,-71961.0
Site_819,-0.4356473636086558,-18.235706187138078,decreasing,True,0.0,-28.61677408321111,-0.9767316017316018,-72200.0
Site_820,-0.33484899158812204,-34.878993615080574,decreasing,True,0.0,-28.139968835262255,-0.9604572510822511,-70997.0
Site_821,-0.4780392576120424,-40.79646253848787,decreasing,True,0.0,-28.16175757021576,-0.9612012987012987,-71052.0
Site_822,-0.515357142857143,-38.90142857142854,decreasing,True,0.0,-28.727754799610217,-0.9805194805194806,-72480.0
Site_823,-0.496094494047619,-65.54985714285716,decreasing,True,0.0,-28.65047591038144,-0.9778814935064936,-72285.0
Site_824,-0.4370596711307003,-35.01454314290555,decreasing,True,0.0,-28.40513139007785,-0.9695075757575757,-71666.0
Site_825,-0.3976923076923078,-66.7430769230769,decreasing,True,0.0,-28.179994546453106,-0.9618235930735931,-71098.0
Site_826,-0.3949999999999999,-41.12000000000002,decreasing,True,0.0,-28.51094828248005,-0.9731195887445887,-71933.0
Site_827,-0.3321428571428572,-74.25857142857143,decreasing,True,0.0,-28.260851950949448,-0.9645833333333333,-71302.0
Site_828,-0.5578197214308325,-45.92861348528017,decreasing,True,0.0,-28.187120166866,-0.9620670995670996,-71116.0
Site_829,-0.48248118598992806,-73.55361228993381,decreasing,True,0.0,-28.67821659499815,-0.9788284632034632,-72355.0
Site_830,-0.4294396261682242,-73.19759177570097,decreasing,True,0.0,-28.539490666808288,-0.9740936147186147,-72005.0
Site_831,-0.5017579087579087,-33.48248151848152,decreasing,True,0.0,-28.75589859720191,-0.9814799783549784,-72551.0
Site_832,-0.36297773379515086,-68.88827511133104,decreasing,True,0.0,-28.250551033667744,-0.9642316017316017,-71276.0
Site_833,-0.39267642819706494,-62.76612578616353,decreasing,True,0.0,-28.10151530091254,-0.9591450216450217,-70900.0
Site_834,-0.5082739604462474,-41.5013995943205,decreasing,True,0.0,-28.44476291019603,-0.9708603896103896,-71766.0
Site_835,-0.4349327137770804,-68.23291895480057,decreasing,True,0.0,-28.296515444459402,-0.9658008658008658,-71392.0
Site_836,-0.5123076923076924,-84.88692307692307,decreasing,True,0.0,-28.6116236545502,-0.976555735930736,-72187.0
Site_837,-0.2550327020903689,-90.39372119864919,decreasing,True,0.0,-27.95011023838861,-0.9539772727272727,-70518.0
Site_838,-0.4202537009225488,-32.051289422870624,decreasing,True,0.0,-28.38015402928736,-0.968655303030303,-71603.0
Site_839,-0.3324999999999996,-41.720000000000084,decreasing,True,0.0,-28.10983664921454,-0.9594291125541126,-70921.0
Site_840,-0.35750000000000004,-72.74999999999997,decreasing,True,0.0,-28.396411472536766,-0.9692099567099567,-71644.0
Site_841,-0.4884950994385766,-67.3589409077933,decreasing,True,0.0,-28.650466908341045,-0.9778814935064936,-72285.0
Site_842,-0.41612834591626624,-55.95335758407688,decreasing,True,0.0,-28.158188120501972,-0.9610795454545454,-71043.0
Site_843,-0.472615831842576,-40.1377602862254,decreasing,True,0.0,-28.63580384759367,-0.9773809523809524,-72248.0
Site_844,-0.4441627137341424,-59.29075896304465,decreasing,True,0.0,-28.56327823759468,-0.974905303030303,-72065.0
Site_845,-0.3916981132075471,-25.09396226415096,decreasing,True,0.0,-28.147896033649562,-0.9607278138528138,-71017.0
Site_846,-0.4250000000000004,-79.95999999999992,decreasing,True,0.0,-28.169295043865986,-0.9614583333333333,-71071.0
Site_847,-0.4599999999999995,-39.390000000000086,decreasing,True,0.0,-28.388090144784965,-0.9689258658008658,-71623.0
Site_848,-0.43536133960046997,-89.41062279670976,decreasing,True,0.0,-27.956465172582824,-0.954193722943723,-70534.0
Site_849,-0.4163636363636364,-43.18818181818182,decreasing,True,0.0,-28.54424250001506,-0.9742559523809524,-72017.0
Site_850,-0.41217845326716296,-44.9417369727047,decreasing,True,0.0,-28.535921187142804,-0.9739718614718614,-71996.0
Site_851,-0.4044570024570024,-40.15425552825555,decreasing,True,0.0,-28.55693049778073,-0.9746888528138529,-72049.0
Site_852,-0.3621333333333333,-70.08040000000003,decreasing,True,0.0,-28.369857588494156,-0.9683035714285714,-71577.0
Site_853,-0.45305718954248364,-64.40301960784313,decreasing,True,0.0,-28.398382118433112,-0.9692775974025974,-71649.0
Site_854,-0.467730576893334,-26.57572923647986,decreasing,True,0.0,-28.326257997363967,-0.9668154761904761,-71467.0
Site_855,-0.48577052142488386,-32.9920598864223,decreasing,True,0.0,-28.442783345262743,-0.9707927489177489,-71761.0
Site_856,-0.4807407407407405,-46.59777777777782,decreasing,True,0.0,-28.640560164757996,-0.97754329004329,-72260.0
Site_857,-0.34908425341745525,-35.155823343848596,decreasing,True,0.0,-28.358759510751927,-0.9679247835497835,-71549.0
Site_858,-0.3637077529116237,-61.658111440968256,decreasing,True,0.0,-28.172067349933858,-0.9615530303030303,-71078.0
Site_859,-0.4906849636406284,-85.60848698099934,decreasing,True,0.0,-28.695262320204307,-0.9794101731601732,-72398.0
Site_860,-0.37513245614035096,-64.41456842105262,decreasing,True,0.0,-28.23112718157308,-0.963568722943723,-71227.0
Site_861,-0.562312685170747,-72.16596444721658,decreasing,True,0.0,-28.81654842694882,-0.9835497835497835,-72704.0
Site_862,-0.43000000000000005,-70.34,decreasing,True,0.0,-28.297317054937995,-0.9658279220779221,-71394.0
Site_863,-0.4116718337572587,-28.609007918606338,decreasing,True,0.0,-28.3872929652692,-0.9688988095238096,-71621.0
Site_864,-0.44054545454545446,-37.76527272727273,decreasing,True,0.0,-28.529973549642914,-0.9737689393939394,-71981.0
Site_865,-0.4501628249502909,-42.108737609544136,decreasing,True,0.0,-28.36588062036322,-0.9681682900432901,-71567.0
Site_866,-0.40957396390037315,-37.321798931128356,decreasing,True,0.0,-28.41503369123224,-0.9698457792207792,-71691.0
Site_867,-0.42461972412916343,-17.92301296720062,decreasing,True,0.0,-28.399174837898233,-0.9693046536796537,-71651.0
Site_868,-0.3933112582781458,-45.98423841059601,decreasing,True,0.0,-28.38372349699781,-0.9687770562770562,-71612.0
Site_869,-0.44962886440159167,-49.54125803489441,decreasing,True,0.0,-28.622323119031066,-0.9769209956709957,-72214.0
Site_870,-0.4817338253382534,-16.217105535055353,decreasing,True,0.0,-28.46893862332887,-0.971685606060606,-71827.0
Site_871,-0.4128845801078622,-20.176160619290457,decreasing,True,0.0,-28.269576308302835,-0.9648809523809524,-71324.0
Site_872,-0.47884895833333335,-79.66099999999999,decreasing,True,0.0,-28.446343880547982,-0.9709145021645021,-71770.0
Site_873,-0.4757017543859649,-38.83526315789473,decreasing,True,0.0,-28.614395925002558,-0.9766504329004329,-72194.0
Site_874,-0.4335477784540474,-63.97882653682289,decreasing,True,0.0,-28.615591747415298,-0.9766910173160173,-72197.0
Site_875,-0.44412010486645914,-41.92893986563985,decreasing,True,0.0,-28.485975381740733,-0.972267316017316,-71870.0
Site_876,-0.42587962211308195,-34.30111255428827,decreasing,True,0.0,-28.46854449975378,-0.9716720779220779,-71826.0
Site_877,-0.32650793650793647,-65.9004761904762,decreasing,True,0.0,-27.944162645035032,-0.9537743506493507,-70503.0
Site_878,-0.3598642533936651,-61.106063348416285,decreasing,True,0.0,-28.374609449842104,-0.9684659090909091,-71589.0
Site_879,-0.4147529192381122,-39.21743950628246,decreasing,True,0.0,-28.553365502509745,-0.9745670995670995,-72040.0
Site_880,-0.4630630630630631,-12.70189189189189,decreasing,True,0.0,-28.510957240683386,-0.9731195887445887,-71933.0
Site_881,-0.44291025033562337,-47.57123193556032,decreasing,True,0.0,-28.388869484851682,-0.968952922077922,-71625.0
Site_882,-0.45014681321049516,-45.25181186358493,decreasing,True,0.0,-28.64293832334016,-0.9776244588744589,-72266.0
Site_883,-0.45287154100025384,-47.12866412795128,decreasing,True,0.0,-28.565650413266948,-0.9749864718614719,-72071.0
Site_884,-0.44723404255319144,-33.90106382978725,decreasing,True,0.0,-28.512144080609648,-0.9731601731601731,-71936.0
Site_885,-0.41431546401674646,-61.18143090878468,decreasing,True,0.0,-28.4947042482673,-0.972564935064935,-71892.0
Site_886,-0.41747155785391077,-52.145460892049144,decreasing,True,0.0,-28.342103488983856,-0.9673566017316018,-71507.0
Site_887,-0.46567164179104475,-39.27104477611941,decreasing,True,0.0,-28.615188644405407,-0.9766774891774892,-72196.0
Site_888,-0.4303805902589173,-36.22692667028788,decreasing,True,0.0,-28.411468684815183,-0.969724025974026,-71682.0
Site_889,-0.47500877192982527,-45.708315789473545,decreasing,True,0.0,-28.644126652627463,-0.9776650432900433,-72269.0
Site_890,-0.3905428234677842,-48.825777894185435,decreasing,True,0.0,-28.600135961973315,-0.9761634199134199,-72158.0
Site_891,-0.3273627260981912,-38.45635658914729,decreasing,True,0.0,-28.129650219757675,-0.9601055194805195,-70971.0
Site_892,-0.47036071934756846,-49.040741885266854,decreasing,True,0.0,-28.619949457045912,-0.9768398268398268,-72208.0
Site_893,-0.377937552213868,-54.275989974937346,decreasing,True,0.0,-28.05315940214512,-0.9574945887445887,-70778.0
Site_894,-0.38831253827311696,-52.56399265156155,decreasing,True,0.0,-28.296515444459402,-0.9658008658008658,-71392.0
Site_895,-0.48459003601440576,-16.008713085234092,decreasing,True,0.0,-28.66117087247008,-0.9782467532467533,-72312.0
Site_896,-0.42856125000000006,-72.88623999999997,decreasing,True,0.0,-28.455462390304714,-0.9712256493506494,-71793.0
Site_897,-0.4479691465736041,-92.909923857868,decreasing,True,0.0,-28.579925352464507,-0.9754734848484848,-72107.0
Site_898,-0.3421854530567685,-54.51039301310044,decreasing,True,0.0,-28.206942583276863,-0.9627435064935065,-71166.0
Site_899,-0.40016478074459993,-102.1683620970368,decreasing,True,0.0,-28.53433574808803,-0.973917748917749,-71992.0
Site_900,-0.4355159736308316,-61.66093306288033,decreasing,True,0.0,-28.346067086932138,-0.9674918831168832,-71517.0
Site_901,-0.3407731039678553,-52.83156403817178,decreasing,True,0.0,-28.271950026076397,-0.9649621212121212,-71330.0
