site,slope,intercept
Site_292,-0.4295666618517984,-54.22320092445469
Site_293,-0.28739283527250475,-54.1105756276791
Site_294,-0.36764705882352944,-72.95176470588234
Site_295,-0.498319034754673,-68.38274532710278
Site_296,-0.3989865695224719,-65.28457865168538
Site_297,-0.47994349561053473,-69.54084884277734
Site_298,-0.3482272727272727,-73.11036363636364
Site_299,-0.47137931034482755,-10.635172413793114
Site_300,-0.44062650966183586,-62.769710144927515
Site_301,-0.39143807640217554,-67.9038893307823
Site_302,-0.5138447187141216,-51.341814006888654
Site_303,-0.3672841751507364,-68.62143837105859
Site_304,-0.36858835005574137,-27.351036789297666
Site_305,-0.39913353008180597,-59.40636222429325
Site_306,-0.44461538461538463,-67.04384615384615
Site_307,-0.3860579087910362,-80.37688151212106
Site_308,-0.34682091478277494,-58.410384361707216
Site_309,-0.4460526396562308,-72.00789318600368
Site_310,-0.29714550264550277,-89.56806349206347
Site_311,-0.363843537414966,-54.81204081632653
Site_312,-0.37531359265734265,-19.259790209790197
Site_313,-0.3450305813257519,-54.96412838545564
Site_314,-0.38564741792265445,-64.92569575885034
Site_315,-0.3631697887488329,-41.7514005602241
Site_316,-0.35469512195121944,-38.218536585365854
Site_317,-0.4133228344113329,-74.2520157930241
Site_318,-0.4664864864864865,-56.174594594594595
Site_319,-0.3223529411764706,-65.42823529411763
Site_320,-0.4365582584170633,-86.42081438392385
Site_321,-0.49421052631578943,-57.16157894736844
Site_322,-0.2990499533146592,-53.852408963585425
Site_323,-0.4310675774204689,-30.96502513526997
Site_324,-0.3892592592592589,-83.55222222222228
Site_325,-0.36949323745933915,-12.867298407806885
Site_326,-0.5502614490772386,-9.159801777170188
Site_327,-0.435392702928263,-76.9346010377735
Site_328,-0.4932616404563676,-38.853765032377424
Site_329,-0.3914107733664186,-54.209131513647634
Site_330,-0.36735691739622417,-35.30747185992496
Site_331,-0.40938266477744667,-48.49852836273024
Site_332,-0.4540740740740742,-41.44777777777776
Site_333,-0.4714999999999999,-29.272000000000006
Site_334,-0.4733444244901556,-83.08787049789012
Site_335,-0.28156625148279957,-16.09927971530248
Site_336,-0.4979591836734695,-58.88183673469388
Site_337,-0.4205799574615422,-30.978648167383895
Site_338,-0.3529775641025641,-24.948307692307694
Site_339,-0.34192976451259594,-65.60948521358156
Site_340,-0.4581974597548368,-20.336087727071344
Site_341,-0.3497912308228731,-67.94008368200835
Site_342,-0.4379411764705882,-59.47529411764707
Site_343,-0.49970093353457434,-43.15742076136172
Site_344,-0.4794515175933387,-11.015308622078962
Site_345,-0.38509772090654437,-31.181237585943478
Site_346,-0.4684920248188935,-67.13953123477245
Site_347,-0.3833398184176394,-50.02875486381322
Site_348,-0.4019094130262483,-72.62339269896032
Site_349,-0.44538603462957704,-26.985881351121208
Site_350,-0.4472369337979094,-60.170508710801386
Site_351,-0.5581652979917067,-6.402262785592313
Site_352,-0.4041299761690823,-37.257044575536185
Site_353,-0.46030303030303027,-62.68181818181819
Site_354,-0.417788967611336,-67.3645182186235
Site_355,-0.5181473499361431,-43.52570881226052
Site_356,-0.37568023668639056,-79.58939455621301
Site_357,-0.43912200956937797,-48.45857416267944
Site_358,-0.4274999999999999,-74.09
Site_359,-0.4911466134809508,-33.47985021165745
Site_360,-0.3971623959599738,-30.864819975685037
Site_361,-0.3701873628784555,-51.98402632733655
Site_362,-0.3594537164962698,-55.19488643271619
Site_363,-0.38756208626290034,-33.60807943752313
Site_364,-0.4837300784214521,-33.19382494308118
Site_365,-0.45872431386347645,-64.89493173821252
Site_366,-0.3252380952380952,-34.984285714285726
Site_367,-0.45951337911437373,-37.84343121004024
Site_368,-0.4110287245739417,-50.87248488180319
Site_369,-0.3891756940399923,-38.638266744321484
Site_370,-0.4852220844371794,-25.267359788061555
Site_371,-0.4562222222222222,-38.735333333333344
Site_372,-0.48810878042221323,-46.50311415893506
Site_373,-0.431954187795069,-18.17479594334675
Site_374,-0.35981900081900076,-54.25475184275186
Site_375,-0.38560120481927684,-58.94456867469884
Site_376,-0.4247368421052632,-77.68052631578945
Site_377,-0.4181510494839171,-24.244998499087913
Site_378,-0.3574545454545454,-44.59872727272729
Site_379,-0.31854870335230867,-77.12864895635673
Site_380,-0.40796267270405207,-33.141166840821995
Site_381,-0.4318000000000001,-91.50439999999998
Site_382,-0.4220661157024793,-62.34330578512396
Site_383,-0.3482432432432433,-83.4472972972973
Site_384,-0.4377777777777777,-40.47666666666669
Site_385,-0.38018764671361505,-86.43397183098591
Site_386,-0.3667543859649123,-41.41315789473684
Site_387,-0.41314039408867,-68.66704433497537
Site_388,-0.44999999999999984,-41.80000000000001
Site_389,-0.4895833333333333,-45.09
Site_390,-0.3358495085230807,-36.03689436356849
Site_391,-0.38744918615219365,-40.28975625877882
Site_392,-0.4713232433051041,-88.14593728541999
Site_393,-0.369765591271243,-78.80500647592136
Site_394,-0.4934290293040293,-37.82162637362637
Site_395,-0.4039743523875091,-61.606924341598244
Site_396,-0.36294221944096794,-32.895093867334154
Site_397,-0.4745209122704751,-58.101984844068795
Site_398,-0.41247843385141664,-86.964140700528
Site_399,-0.35762096900071805,-65.75677395186213
Site_400,-0.425953488372093,-42.536930232558134
Site_401,-0.3722839982839983,-33.82147232947233
Site_402,-0.39986220534725525,-30.196456573326998
Site_403,-0.4730063291139241,-48.29278481012659
Site_404,-0.4335917467948718,-36.84038461538462
Site_405,-0.3875837636098328,-31.03391738691211
Site_406,-0.4311111111111112,-49.91666666666664
Site_407,-0.3816495517097581,-36.263286071726455
Site_408,-0.3490693664795509,-41.30868163592622
Site_409,-0.4756603773584904,-64.54320754716984
Site_410,-0.32156556372549017,-55.07941176470588
Site_411,-0.3511666666666667,-25.055999999999997
Site_412,-0.42166666666666686,-30.599999999999966
Site_413,-0.4215513722730472,-74.48213652357492
Site_414,-0.45155936262319235,-52.92060237634708
Site_415,-0.428666666666667,-65.24599999999995
Site_416,-0.40882036685642,-70.06648956356736
Site_417,-0.43103641266684745,-25.6910087679653
Site_418,-0.526352759009009,-50.940270270270275
Site_419,-0.3193177939807632,-57.49098355569346
Site_420,-0.4771129320339673,-69.74431704947827
Site_421,-0.44551151229722663,-66.28178963893248
Site_422,-0.3881108550947261,-72.5727158218126
Site_423,-0.35651077086233174,-41.53993199443231
Site_424,-0.33150129533678746,-62.921751295336804
Site_425,-0.28935631843740744,-57.613586860017776
Site_426,-0.39263658351050346,-57.89377596598334
Site_427,-0.4408928440232166,-28.32857394754241
Site_428,-0.3976438782731777,-35.07237537154988
Site_429,-0.4342485353381421,-57.864281215076716
Site_430,-0.5123400023400024,-45.51071955071953
Site_431,-0.44500000000000006,-43.75999999999998
Site_432,-0.35969954867827214,-69.56768665377174
Site_433,-0.4929883411510013,-60.466238499007744
Site_434,-0.3529688150971346,-69.53998750135015
Site_435,-0.475762711864407,-50.01355932203387
Site_436,-0.3218288049930463,-61.78886944133511
Site_437,-0.3266310068649886,-58.1568466819222
Site_438,-0.4438790740176668,-15.065217788607981
Site_439,-0.47835750823348056,-64.56535841917173
Site_440,-0.3934562238079058,-57.4464050288821
Site_441,-0.48542404152855073,-44.508584026518264
Site_442,-0.44489821034228927,-63.01954361428045
Site_443,-0.5054086217364907,-46.811544626593786
Site_444,-0.38598373098373095,-74.49112365112364
Site_445,-0.4173893458676066,-71.02124559341952
Site_446,-0.4270671679197995,-52.873103759398504
Site_447,-0.47000000000000014,-38.15999999999998
Site_448,-0.4468226174190606,-74.63005745554035
Site_449,-0.38058991850563134,-39.286735646918785
Site_450,-0.44671569687792917,-80.8805861994376
Site_451,-0.45929899829899823,-35.74459232659234
Site_452,-0.37713728066201563,-54.179642112893006
Site_453,-0.3675455147302217,-98.61126117179745
Site_454,-0.30999999999999994,-71.21000000000001
Site_455,-0.444942521141649,-67.34103594080341
Site_456,-0.41844801852804947,-68.0079804426145
Site_457,-0.42538307074451653,-48.88645041705283
Site_458,-0.40669323088646175,-64.54489966979934
Site_459,-0.47296619763868697,-56.3504900533721
Site_460,-0.38431034482758625,-54.72241379310343
Site_461,-0.4114162094235627,-51.938087790675965
Site_462,-0.5258441851288123,-53.237916455268035
Site_463,-0.359263548951049,-43.40139860139858
Site_464,-0.4004347826086958,-52.356521739130415
Site_465,-0.33989564933336563,-76.66003532799378
Site_466,-0.41859376670178816,-62.38999679325667
Site_467,-0.3954902299572757,-51.345875848203065
Site_468,-0.3626226642210248,-66.10644846956323
Site_469,-0.43751244273864054,-47.24761099418102
Site_470,-0.44320087719298246,-74.20543157894738
Site_471,-0.4085856122197586,-60.081562453806356
Site_472,-0.2752706031154307,-68.6580442018373
Site_473,-0.35791666666666677,-59.93999999999997
Site_474,-0.5236082474226804,-65.18721649484536
Site_475,-0.34249999999999997,-46.94000000000001
Site_476,-0.34566666666666634,-76.07200000000006
Site_477,-0.40055132400007154,-54.114145791986275
Site_478,-0.4356426777006059,-65.85660588148367
Site_479,-0.41428571428571415,-89.70714285714288
Site_480,-0.5180592265480405,-29.81262850277622
Site_481,-0.3770869964070026,-45.1092966898555
Site_482,-0.5003956482604781,-29.624035533988206
Site_483,-0.38041926944365967,-64.85950026681735
Site_484,-0.4585714285714283,-37.224285714285756
Site_485,-0.44962192681532304,-52.702590051457975
Site_486,-0.491924550614948,-45.12048628192997
Site_487,-0.40837245297805636,-51.81248902821318
Site_488,-0.46919567191283296,-74.96443099273608
Site_489,-0.3994736842105263,-54.87105263157895
Site_490,-0.4425947459086994,-24.831808785529716
Site_491,-0.37166666666666653,-63.41000000000004
Site_492,-0.46153332897944965,-82.82560083594566
Site_493,-0.4649624038896427,-60.887218453188595
Site_494,-0.31760282248320526,-74.3802580832246
Site_495,-0.3951696355165799,-27.867429980816652
Site_496,-0.34088421444527167,-45.31023082650785
Site_497,-0.3359585213840533,-42.22596389426177
Site_498,-0.3680645161290322,-46.871612903225824
Site_499,-0.399478821831763,-43.760066208301495
Site_500,-0.5229450818401293,-40.46454428669517
Site_501,-0.3948458948458949,-49.51958818958818
Site_502,-0.4597040145985401,-31.426829197080295
Site_503,-0.49293194833678566,-40.79706591933714
Site_504,-0.38264978632478636,-52.731241025641026
Site_505,-0.4121143157023327,-59.05405138515212
Site_506,-0.3135714285714285,-61.82428571428573
Site_507,-0.3865568342199545,-31.531087829768737
Site_508,-0.3858809912854031,-81.06084967320261
Site_509,-0.4659535367545077,-64.26692094313452
Site_510,-0.454125206270627,-59.81796039603961
Site_511,-0.495375456053068,-34.93791243781095
Site_512,-0.4370230349920873,-52.65157728151925
Site_513,-0.3223946661258429,-61.06022410383816
Site_514,-0.45111111111111074,-61.32666666666674
Site_515,-0.3224255103334601,-51.23430201597566
Site_516,-0.44368034055727557,-41.39337461300309
Site_517,-0.46883283433133727,-56.66409580838325
Site_518,-0.404585916009536,-65.0995041261691
Site_519,-0.5250188776019034,-60.52637550043457
Site_520,-0.29372068886861313,-75.14562773722628
Site_521,-0.40592193453466296,-37.62298856934471
Site_522,-0.3666013071895424,-47.42254901960786
Site_523,-0.4527659574468085,-32.82893617021277
Site_524,-0.3616274455518642,-57.94753045404207
Site_525,-0.4718984411626817,-25.055499296765106
Site_526,-0.48478840751349567,-75.83062575740882
Site_527,-0.38753566928173644,-89.11315149790661
Site_528,-0.43178741018431743,-50.30681724461107
Site_529,-0.528504672897196,-43.76710280373837
Site_530,-0.43033567024506275,-63.16555131294794
Site_531,-0.49062118863049087,-33.410731782945746
Site_532,-0.5008454155605473,-35.477680212374906
Site_533,-0.2967741935483871,-36.48935483870968
Site_534,-0.3798003189580702,-61.108338760050515
Site_535,-0.3948148148148148,-52.74555555555557
Site_536,-0.47470588235294076,-47.15647058823538
Site_537,-0.48159022893909925,-85.36467604369295
Site_538,-0.4340699714402284,-81.35856548347613
Site_539,-0.4627389106327463,-65.00412915851271
Site_540,-0.34571428571428575,-67.18285714285713
Site_541,-0.5257698117592378,-18.532196142226354
Site_542,-0.4133333333333328,-61.8900000000001
Site_543,-0.4365630369415807,-28.549896907216507
Site_544,-0.3395270433036994,-67.7908076856897
Site_545,-0.4102162225338942,-54.72848527349231
Site_546,-0.4249801553595972,-41.353810170957345
Site_547,-0.3094947452176508,-33.41700891821105
Site_548,-0.4450000000000003,-23.28999999999995
Site_549,-0.4732063376874696,-69.00438316400584
Site_550,-0.4733486806225615,-34.42705332046819
Site_551,-0.3105524635153505,-51.203927005052705
Site_552,-0.3532024307850481,-56.61513328927077
Site_553,-0.3329220925644061,-59.648958227634026
Site_554,-0.4499999999999998,-47.17000000000003
Site_555,-0.3843093013957546,-48.21261413201512
Site_556,-0.43123807793623403,-51.092289036243045
Site_557,-0.4114285714285716,-50.07571428571424
Site_558,-0.3919416626154594,-52.657200777831804
Site_559,-0.424,-61.16199999999999
Site_560,-0.4731730769230769,-60.37076923076923
Site_561,-0.44406522509748325,-35.32947678128322
Site_562,-0.39417777777777774,-54.23786666666666
Site_563,-0.42940031545741325,-65.59513943217665
Site_564,-0.4263385356005901,-29.423001164686696
Site_565,-0.34905086206896546,-55.01223448275863
Site_566,-0.383449039684133,-54.997784380646465
Site_567,-0.4056621760561251,-75.99286219722399
Site_568,-0.42443063702788925,-41.66931769064526
Site_569,-0.43555351307189527,-33.57372549019611
Site_570,-0.5057446808510639,-47.237021276595726
Site_571,-0.44175754784262444,-64.99255081421612
Site_572,-0.485842715580856,-48.88819860847563
Site_573,-0.41924343434343436,-72.6252606060606
Site_574,-0.5207407407407408,-46.097777777777765
Site_575,-0.44532166768107107,-72.33823980523437
Site_576,-0.4009652147610405,-26.104678765880223
Site_577,-0.3622366946778711,-65.62055462184873
Site_578,-0.5098582901120964,-48.06720829847751
Site_579,-0.33294976881042465,-55.40364438839846
Site_580,-0.4188594657375144,-80.62898257839724
Site_581,-0.3797750278368256,-30.2331946553295
Site_582,-0.4970073757909319,-35.844583848141085
Site_583,-0.4346502057613169,-75.53716049382716
Site_584,-0.45485528189662394,-30.157785875848205
Site_585,-0.4786852134146342,-77.94243902439023
Site_586,-0.36597345132743364,-72.74309734513272
