site,slope,intercept
Site_587,-0.4204936552420408,-69.45521819352817
Site_588,-0.35092637759710926,-46.69213550135501
Site_589,-0.47198113207547165,-63.209622641509455
Site_590,-0.43862589480236513,-49.263828197945884
Site_591,-0.43576451854627196,-55.49321243911578
Site_592,-0.5123570227081581,-44.71745164003366
Site_593,-0.3316666666666666,-65.86
Site_594,-0.38014395194697614,-92.3723612261806
Site_595,-0.4506666666666664,-65.02200000000006
Site_596,-0.3793087268638644,-72.43272444213802
Site_597,-0.34965517241379307,-36.55620689655173
Site_598,-0.31283867200533866,-16.624974974974975
Site_599,-0.37680425531914896,-23.9435829787234
Site_600,-0.37886960784313717,-61.36703529411767
Site_601,-0.499403322878698,-71.14456200728999
Site_602,-0.39655172413793105,-76.83206896551724
Site_603,-0.4363116254145434,-38.38816792040767
Site_604,-0.4433582089552239,-45.18522388059702
Site_605,-0.48449999999999993,-66.30600000000003
Site_606,-0.37681622963745864,-8.611283909607934
Site_607,-0.4498386991869918,-41.60096975609757
Site_608,-0.4337461656441718,-26.62073619631903
Site_609,-0.33764397448808325,-12.54235689828802
Site_610,-0.506271186440678,-48.76593220338981
Site_611,-0.3661976617107989,-45.92004895152661
Site_612,-0.4395228609372036,-44.261610700056906
Site_613,-0.3654524979524979,-98.3931203931204
Site_614,-0.31872501643655493,-81.76479684418146
Site_615,-0.2443103448275862,-51.59241379310345
Site_616,-0.5494887081548181,-61.238168034274935
Site_617,-0.3622260879035772,-54.06259112251318
Site_618,-0.4673838435874791,-38.21230203120402
Site_619,-0.3954442912645695,-58.224696077202665
Site_620,-0.37235294117647055,-51.18823529411766
Site_621,-0.43292055485498093,-43.27925346784366
Site_622,-0.3320697250493695,-53.72261279052106
Site_623,-0.4142541771094403,-40.733197994987464
Site_624,-0.4151059341053953,-53.0496606517641
Site_625,-0.5237714078374456,-49.04588969521046
Site_626,-0.36873318250377074,-17.953228959276018
Site_627,-0.4226140077243018,-29.378110516934058
Site_628,-0.5327384761523848,-41.54421257874213
Site_629,-0.38144256495629936,-75.85302752839053
Site_630,-0.43390804597701144,-68.1396551724138
Site_631,-0.37916067025612643,-73.28115131082373
Site_632,-0.48526120857699806,-73.54984795321637
Site_633,-0.3920402381915939,-72.07827426721397
Site_634,-0.4112569392348087,-56.858667666916716
Site_635,-0.4704927842919586,-32.07538541594394
Site_636,-0.4371052631578948,-53.5857894736842
Site_637,-0.5006884409319013,-59.88781934107496
Site_638,-0.5797765293383271,-20.4329063670412
Site_639,-0.3873070448070447,-24.227047397047414
Site_640,-0.36300000000000004,-50.01399999999998
Site_641,-0.3365492433639295,-23.42254527412554
Site_642,-0.37983022022368274,-66.01259771705291
Site_643,-0.48134722825300325,-71.29133217542338
Site_644,-0.4099999999999999,-60.550000000000026
Site_645,-0.448313112745098,-64.59388235294116
Site_646,-0.39325349015108046,-71.36532989099256
Site_647,-0.41494949494949485,-56.55969696969697
Site_648,-0.375,-44.08
Site_649,-0.4199595579858738,-79.10776486671224
Site_650,-0.36682337711543317,-43.16991159383683
Site_651,-0.4670018050541517,-64.81565342960286
Site_652,-0.45290032607178654,-66.82313739421699
Site_653,-0.3882045058501369,-49.32473487677372
Site_654,-0.5308394623695654,-62.23882322504345
Site_655,-0.4592808219178083,-48.128082191780805
Site_656,-0.3821377812374448,-63.6495460024106
Site_657,-0.42083860465116285,-61.77898790697674
Site_658,-0.39282647104009827,-67.35731756030114
Site_659,-0.4306905722670579,-23.957410124724888
Site_660,-0.41547695230476944,-46.14842515748427
Site_661,-0.4770931078377887,-31.75812329514457
Site_662,-0.3766666666666666,-66.92000000000002
Site_663,-0.39444816053511705,-67.20595317725753
Site_664,-0.46360883424408017,-52.33710382513661
Site_665,-0.4417354024943311,-62.47680272108843
Site_666,-0.4226500600240096,-70.10118847539016
Site_667,-0.36844820141495327,-62.337945328328985
Site_668,-0.4278742059416486,-36.94815245920347
Site_669,-0.3931963855421687,-102.07629397590361
Site_670,-0.3494540486835569,-38.07482265275708
Site_671,-0.4719285486443382,-46.08971866028705
Site_672,-0.3800794902529808,-47.18473787142767
Site_673,-0.4448708416738156,-49.83479839862741
Site_674,-0.39142653642653635,-42.636105006105026
Site_675,-0.46786591760299634,-24.13974382022471
Site_676,-0.41814665471923534,-44.295842293906816
Site_677,-0.29398466870300755,-76.03494360902255
Site_678,-0.4708333333333333,-54.41999999999999
Site_679,-0.44936108362196925,-41.96267194458191
Site_680,-0.41046667185190944,-59.72039900443339
Site_681,-0.45522757738240316,-42.4563051425786
Site_682,-0.43920957970465735,-67.3817606967058
Site_683,-0.425417496679947,-31.299840637450174
Site_684,-0.46419074844074837,-47.185376299376316
Site_685,-0.43225914770191876,-99.86624364123162
Site_686,-0.39683084577114425,-48.1584776119403
Site_687,-0.43588747362074165,-58.50960506481759
Site_688,-0.44687067972350225,-89.68082949308756
Site_689,-0.3726138090632771,-66.39814865985079
Site_690,-0.3975345886553461,-51.03335897817355
Site_691,-0.45620612684729067,-45.588423645320205
Site_692,-0.4741075897102247,-64.00134277563686
Site_693,-0.5200751879699248,-42.74556390977443
Site_694,-0.46961873902246987,-56.7032021076858
Site_695,-0.46835526695526697,-59.485788744588746
Site_696,-0.42301636195018555,-81.04085850556436
Site_697,-0.4056933229980836,-53.016881984367956
Site_698,-0.3570524351924588,-75.82593244304792
Site_699,-0.28300000000000003,-75.41399999999999
Site_700,-0.3780480588829557,-24.364772694472506
Site_701,-0.5333333333333333,-26.019999999999982
Site_702,-0.40351151749604364,-70.34578864075962
Site_703,-0.4766716122650842,-69.64905044510382
Site_704,-0.4235102860363534,-74.47602508102014
Site_705,-0.4272193101332174,-17.96389245442225
Site_706,-0.4088431396190017,-37.92211719315168
Site_707,-0.47948249499592255,-45.689360960782864
Site_708,-0.37302909573825904,-60.24841361825426
Site_709,-0.42905117852466174,-51.43217372326495
Site_710,-0.33505555555555566,-46.29933333333331
Site_711,-0.43603034181599154,-71.27217437132964
Site_712,-0.4882226093689508,-39.78125900116146
Site_713,-0.42710722106101323,-59.235413556285465
Site_714,-0.45082903225806453,-38.890825806451616
Site_715,-0.48508060747663556,-68.38452336448599
Site_716,-0.4516521343543862,-57.67279020395783
Site_717,-0.3299338841168885,-68.20269424955742
Site_718,-0.3501141770776752,-30.858078001086355
Site_719,-0.4276923076923077,-53.07307692307691
Site_720,-0.4242274960215872,-88.09832076385527
Site_721,-0.3885857859531773,-40.37152909698996
Site_722,-0.39415353598014885,-71.52252109181141
Site_723,-0.3532921559656347,-69.74790605459816
Site_724,-0.5268325082508251,-44.19815841584159
Site_725,-0.49288461538461537,-47.10615384615386
Site_726,-0.3383752263062608,-74.24195654919794
Site_727,-0.45460046948356814,-61.27670985915492
Site_728,-0.3451289440626617,-40.73524273996895
Site_729,-0.42906691542288555,-40.63915223880598
Site_730,-0.4412686567164179,-84.44641791044775
Site_731,-0.3955555555555558,-86.33333333333329
Site_732,-0.30681318681318676,-65.99186813186815
Site_733,-0.39218685757564825,-43.69012334547553
Site_734,-0.4284000000000002,-37.56719999999996
Site_735,-0.470854338561973,-43.48596699610117
Site_736,-0.342292174796748,-42.16990243902438
Site_737,-0.46816734727893994,-14.331869322443538
Site_738,-0.44482698754789274,-24.663218390804587
Site_739,-0.4703802776171197,-87.48698669751303
Site_740,-0.39019400838664586,-25.28275038976399
Site_741,-0.43066279069767466,-56.392744186046485
Site_742,-0.3832879797605824,-41.438707885968185
Site_743,-0.44847048611111107,-67.04366666666668
Site_744,-0.44321239679310764,-54.58321981572334
Site_745,-0.4112199255890864,-80.7357742868954
Site_746,-0.3504594277673546,-36.40178986866792
Site_747,-0.4428154533844189,-51.52943295019158
Site_748,-0.38718101343101347,-70.1712454212454
Site_749,-0.42592667307510057,-84.38207876958069
Site_750,-0.29847509301364206,-30.01278214138072
Site_751,-0.5271428571428571,-33.07857142857142
Site_752,-0.4316821789321789,-44.217021645021646
Site_753,-0.36810172780190337,-31.13446826203456
Site_754,-0.3236721777318522,-48.80494187548438
Site_755,-0.3219047619047618,-82.53428571428574
Site_756,-0.3786792452830188,-70.11358490566039
Site_757,-0.3366257530120481,-57.82785542168675
Site_758,-0.34396389069616123,-76.41893298633705
Site_759,-0.3804166666666666,-39.92
Site_760,-0.32218526757955535,-72.35042862472538
Site_761,-0.46832423822306124,-65.10174626117225
Site_762,-0.47660703332651816,-48.56144960130851
Site_763,-0.43607788971942374,-1.6730451738706478
Site_764,-0.4214893617021277,-49.524042553191464
Site_765,-0.3901197647733793,-33.867005163511166
Site_766,-0.48607997373229783,-55.76264504339882
Site_767,-0.398135593220339,-72.42796610169492
Site_768,-0.43476505834121726,-24.86510879848629
Site_769,-0.4607327925128972,-49.05930383752374
Site_770,-0.44618269653052256,-51.57292226613967
Site_771,-0.3481941385217817,-49.83672540381791
Site_772,-0.4558258160639307,-32.581443315725295
Site_773,-0.35759228291836986,-62.242281679673
Site_774,-0.3883839244587747,-55.650286503915254
Site_775,-0.3956867391506366,-23.818146083077778
Site_776,-0.4082102014294996,-67.50364132553608
Site_777,-0.3521134808853118,-68.84421167002012
Site_778,-0.36526863679007004,-61.19842173630656
Site_779,-0.4147222222222219,-76.7333333333334
Site_780,-0.4465965941209723,-50.60345392877332
Site_781,-0.439875,-57.30399999999999
Site_782,-0.44887802784665276,-82.66541865344266
Site_783,-0.4543737348178136,-58.46024291497977
Site_784,-0.43128872564675813,-95.91256467582244
Site_785,-0.41205882352941176,-63.124705882352956
Site_786,-0.3556365885564782,-78.8377749971562
Site_787,-0.34374703791469197,-63.000568720379135
Site_788,-0.36220622756144716,-36.30640430820213
Site_789,-0.38662350430926284,-65.42828717262154
Site_790,-0.4137096774193547,-38.4977419354839
Site_791,-0.4040243902439024,-50.59731707317073
Site_792,-0.4254713563029806,-57.21949958982772
Site_793,-0.46105448480355826,-29.827538917716808
Site_794,-0.43951612116482125,-35.12290473635433
Site_795,-0.35964598997493735,-26.36796992481203
Site_796,-0.304179947719032,-71.54745003794585
Site_797,-0.3739335052495856,-87.56476699207958
Site_798,-0.35500000000000004,-68.8
Site_799,-0.45563921985501465,-41.067269787837205
Site_800,-0.524373034591195,-57.87037735849057
Site_801,-0.44914811149595907,-54.65356259277584
Site_802,-0.3487845082313213,-66.2933744195863
Site_803,-0.44459760188660447,-50.31726043777195
Site_804,-0.25469121172496456,-53.1792873488068
Site_805,-0.5168239313522962,-32.919805180359134
Site_806,-0.39748568436896703,-63.64274860115833
Site_807,-0.43744924807289787,-71.73974437000359
Site_808,-0.3765536227717079,-50.64170442783208
Site_809,-0.3938136913149893,-40.76777126752205
Site_810,-0.3177062576041564,-53.15039854000198
Site_811,-0.3713703645174885,-77.6668900126422
Site_812,-0.4120033444816054,-62.615357859531755
Site_813,-0.4045076194874163,-47.684537058416055
Site_814,-0.35844690576652616,-50.328194092826976
Site_815,-0.3996714628297361,-55.053079136690656
Site_816,-0.38636363636363635,-73.87818181818182
Site_817,-0.5080774456521738,-29.209130434782637
Site_818,-0.4114584038284913,-68.72998646492965
Site_819,-0.4356473636086558,-18.235706187138078
Site_820,-0.33484899158812204,-34.878993615080574
Site_821,-0.4780392576120424,-40.79646253848787
Site_822,-0.515357142857143,-38.90142857142854
Site_823,-0.496094494047619,-65.54985714285716
Site_824,-0.4370596711307003,-35.01454314290555
Site_825,-0.3976923076923078,-66.7430769230769
Site_826,-0.3949999999999999,-41.12000000000002
Site_827,-0.3321428571428572,-74.25857142857143
Site_828,-0.5578197214308325,-45.92861348528017
Site_829,-0.48248118598992806,-73.55361228993381
Site_830,-0.4294396261682242,-73.19759177570097
Site_831,-0.5017579087579087,-33.48248151848152
Site_832,-0.36297773379515086,-68.88827511133104
Site_833,-0.39267642819706494,-62.76612578616353
Site_834,-0.5082739604462474,-41.5013995943205
Site_835,-0.4349327137770804,-68.23291895480057
Site_836,-0.5123076923076924,-84.88692307692307
Site_837,-0.2550327020903689,-90.39372119864919
Site_838,-0.4202537009225488,-32.051289422870624
Site_839,-0.3324999999999996,-41.720000000000084
Site_840,-0.35750000000000004,-72.74999999999997
Site_841,-0.4884950994385766,-67.3589409077933
Site_842,-0.41612834591626624,-55.95335758407688
Site_843,-0.472615831842576,-40.1377602862254
Site_844,-0.4441627137341424,-59.29075896304465
Site_845,-0.3916981132075471,-25.09396226415096
Site_846,-0.4250000000000004,-79.95999999999992
Site_847,-0.4599999999999995,-39.390000000000086
Site_848,-0.43536133960046997,-89.41062279670976
Site_849,-0.4163636363636364,-43.18818181818182
Site_850,-0.41217845326716296,-44.9417369727047
Site_851,-0.4044570024570024,-40.15425552825555
Site_852,-0.3621333333333333,-70.08040000000003
Site_853,-0.45305718954248364,-64.40301960784313
Site_854,-0.467730576893334,-26.57572923647986
Site_855,-0.48577052142488386,-32.9920598864223
Site_856,-0.4807407407407405,-46.59777777777782
Site_857,-0.34908425341745525,-35.155823343848596
Site_858,-0.3637077529116237,-61.658111440968256
Site_859,-0.4906849636406284,-85.60848698099934
Site_860,-0.37513245614035096,-64.41456842105262
Site_861,-0.562312685170747,-72.16596444721658
Site_862,-0.43000000000000005,-70.34
Site_863,-0.4116718337572587,-28.609007918606338
Site_864,-0.44054545454545446,-37.76527272727273
Site_865,-0.4501628249502909,-42.108737609544136
Site_866,-0.40957396390037315,-37.321798931128356
Site_867,-0.42461972412916343,-17.92301296720062
Site_868,-0.3933112582781458,-45.98423841059601
Site_869,-0.44962886440159167,-49.54125803489441
Site_870,-0.4817338253382534,-16.217105535055353
Site_871,-0.4128845801078622,-20.176160619290457
Site_872,-0.47884895833333335,-79.66099999999999
Site_873,-0.4757017543859649,-38.83526315789473
Site_874,-0.4335477784540474,-63.97882653682289
Site_875,-0.44412010486645914,-41.92893986563985
Site_876,-0.42587962211308195,-34.30111255428827
Site_877,-0.32650793650793647,-65.9004761904762
Site_878,-0.3598642533936651,-61.106063348416285
Site_879,-0.4147529192381122,-39.21743950628246
Site_880,-0.4630630630630631,-12.70189189189189
Site_881,-0.44291025033562337,-47.57123193556032
Site_882,-0.45014681321049516,-45.25181186358493
Site_883,-0.45287154100025384,-47.12866412795128
Site_884,-0.44723404255319144,-33.90106382978725
Site_885,-0.41431546401674646,-61.18143090878468
Site_886,-0.41747155785391077,-52.145460892049144
Site_887,-0.46567164179104475,-39.27104477611941
Site_888,-0.4303805902589173,-36.22692667028788
Site_889,-0.47500877192982527,-45.708315789473545
Site_890,-0.3905428234677842,-48.825777894185435
Site_891,-0.3273627260981912,-38.45635658914729
Site_892,-0.47036071934756846,-49.040741885266854
Site_893,-0.377937552213868,-54.275989974937346
Site_894,-0.38831253827311696,-52.56399265156155
Site_895,-0.48459003601440576,-16.008713085234092
Site_896,-0.42856125000000006,-72.88623999999997
Site_897,-0.4479691465736041,-92.909923857868
Site_898,-0.3421854530567685,-54.51039301310044
Site_899,-0.40016478074459993,-102.1683620970368
Site_900,-0.4355159736308316,-61.66093306288033
Site_901,-0.3407731039678553,-52.83156403817178
Site_902,-0.43268474699672366,-41.944528576629054
Site_903,-0.5353069073783359,-53.79107378335951
Site_904,-0.32222634860395777,-64.8425410680401
Site_905,-0.3411020285599894,-38.988410516482034
Site_906,-0.3561347393929437,-66.0721300365548
Site_907,-0.49390742800642695,-40.809773822766005
Site_908,-0.4303429971988795,-54.81414453781514
Site_909,-0.3035838966804561,-41.26189183735242
Site_910,-0.36313025804171084,-65.43899045599152
Site_911,-0.3827272727272728,-43.66636363636363
Site_912,-0.44824780058651026,-73.85642228739002
Site_913,-0.49577883194649663,-58.540464266272636
Site_914,-0.38424558982950624,-56.5448467527348
Site_915,-0.3938202620244078,-64.4865096913137
Site_916,-0.47527149877149877,-56.29787223587225
Site_917,-0.4471208856088561,-53.20278996309963
Site_918,-0.4247748538011696,-76.91322807017544
Site_919,-0.4792010638297872,-87.92339574468086
Site_920,-0.4455064685217197,-36.142758043829815
Site_921,-0.375,-58.379999999999995
Site_922,-0.3912024096385542,-51.289137349397606
Site_923,-0.5168401702786376,-24.726687306501574
Site_924,-0.4649786848072563,-38.1440925170068
Site_925,-0.37749999999999995,-52.18000000000001
Site_926,-0.37139695596217337,-44.36178445526271
Site_927,-0.4452443100429731,-43.75309247174917
Site_928,-0.3654078632175313,-77.79169026223397
Site_929,-0.46456000000000003,-74.86448
Site_930,-0.4168371233394259,-42.69727231883023
Site_931,-0.3527485380116959,-58.802280701754384
Site_932,-0.49314119344878504,-48.00689085783327
Site_933,-0.2930434782608695,-29.335652173913047
Site_934,-0.4573478879924062,-52.49920550545801
Site_935,-0.44826505016722407,-50.843110367892976
Site_936,-0.376352146263911,-46.14038791732909
Site_937,-0.3972345327973331,-55.04096970291204
Site_938,-0.4454054054054054,-56.032162162162166
Site_939,-0.4431776889534883,-39.94988372093026
Site_940,-0.43777777777777777,-16.976666666666674
Site_941,-0.40278688524590167,-54.23491803278688
Site_942,-0.4142857142857145,-39.537142857142825
Site_943,-0.32960890436746987,-67.09509036144578
Site_944,-0.44554280681733605,-28.725781091071482
Site_945,-0.3695652173913043,-15.97347826086957
Site_946,-0.47598325627014154,-41.751214796132814
Site_947,-0.41627472348731287,-71.91525309043593
Site_948,-0.36633096676040755,-62.544454382001746
Site_949,-0.42296148148148127,-67.9113955555556
Site_950,-0.33567744755244755,-86.32993006993007
Site_951,-0.2856521739130436,-82.52478260869563
Site_952,-0.282530883025774,-54.56407045905139
Site_953,-0.4594256346147168,-47.08027815397436
Site_954,-0.4317767393561788,-76.58886604361368
Site_955,-0.41903350354963276,-56.29556731847052
Site_956,-0.3888070788156799,-36.63904086738947
Site_957,-0.33893210410064345,-54.835036012676454
Site_958,-0.4553164010363505,-1.3792510010207053
Site_959,-0.3256287771866971,-59.31927478015416
Site_960,-0.44285714285714284,-69.42142857142856
Site_961,-0.33980707196029775,-32.85704218362282
Site_962,-0.4522532051282052,-86.4873846153846
Site_963,-0.4090086269656378,-87.60034362259753
Site_964,-0.3538497368644427,-40.97085052202699
Site_965,-0.5028464345873105,-40.45348455923639
Site_966,-0.40409338662790695,-57.29406976744187
Site_967,-0.39966005392912174,-55.05526964560862
Site_968,-0.2915117245706219,-45.4597488824406
Site_969,-0.4492812414386912,-77.1480016437713
Site_970,-0.5049044356292823,-40.98834835917779
Site_971,-0.38570928059794457,-73.74381812519465
Site_972,-0.35259855470368834,-72.57107749689185
Site_973,-0.42415484515484514,-74.52226973026974
Site_974,-0.3933844035622217,-62.500194516053426
Site_975,-0.3988718356651536,-67.7066075522905
Site_976,-0.4797119992627181,-19.195296141558117
Site_977,-0.4542705364995602,-46.83005699208445
Site_978,-0.37397120549980134,-81.49752854403815
Site_979,-0.4631883948376688,-99.57782819116758
Site_980,-0.43769882186198955,-26.741826202498004
Site_981,-0.47939393939393926,-25.846363636363662
Site_982,-0.380174672489083,-37.276462882096055
Site_983,-0.4706,-85.9048
Site_984,-0.2732772752967778,-65.40076314301866
Site_985,-0.35786675354865977,-93.75958331865732
Site_986,-0.39176588707772275,-34.46094968107724
Site_987,-0.49285435267857136,-31.9019642857143
Site_988,-0.3760424160671463,-26.549856115107914
Site_989,-0.36607207792207785,-29.714161038961052
Site_990,-0.3435691537761601,-77.03472247497726
Site_991,-0.3569735944655559,-68.17106986261328
Site_992,-0.44418368367534045,-55.786732734334635
Site_993,-0.348784749034749,-57.43332818532821
Site_994,-0.31563869463869454,-30.667370629370645
Site_995,-0.4219086090587857,-57.61354706071316
Site_996,-0.4137268226719534,-65.62445004698495
Site_997,-0.3775000000000007,-63.30999999999986
Site_998,-0.3249324310614208,-67.44297323620722
Site_999,-0.454065934065934,-51.18934065934067
Site_1000,-0.2795344669500708,-43.18938234558641
Site_1001,-0.4185,-82.40799999999999
Site_1002,-0.4614583333333334,-39.27999999999997
Site_1003,-0.4352435728411339,-32.333234014502295
Site_1004,-0.39905342112408354,-81.26174314417595
Site_1005,-0.4236155281821575,-22.055818589025762
Site_1006,-0.41454545454545466,-41.75727272727269
Site_1007,-0.3821010186757213,-43.29660441426151
Site_1008,-0.4490260573596697,-51.50699698694342
Site_1009,-0.46175438596491225,-66.97315789473684
Site_1010,-0.4127868852459015,-52.4149180327869
Site_1011,-0.47820408163265304,-54.4148163265306
Site_1012,-0.4249093448729185,-34.97740578439965
Site_1013,-0.469180607620433,-24.77732333687686
Site_1014,-0.33919599777310405,-82.14436842756403
Site_1015,-0.3438873015873015,-61.593638095238106
Site_1016,-0.41297569854388033,-52.868665879574976
Site_1017,-0.4432523801499705,-33.34554301120566
Site_1018,-0.39814921858274466,-57.075350032113036
Site_1019,-0.43294509464911113,-61.62454182737066
Site_1020,-0.47733333333333333,-81.202
Site_1021,-0.5527240603919048,-47.42698040475429
Site_1022,-0.4549774806474314,-28.79432371569318
Site_1023,-0.32212917125045837,-57.22119911991199
Site_1024,-0.49755034464116765,-28.12033382889581
Site_1025,-0.49808626903848385,-81.4174363446111
Site_1026,-0.45979763854763855,-45.07885339885341
Site_1027,-0.3643975239823698,-67.885675395385
Site_1028,-0.3911071709040934,-71.32742318641405
Site_1029,-0.44750000000000006,-29.17999999999998
Site_1030,-0.313055967688757,-95.13325420375867
Site_1031,-0.34530235959813693,-87.75194695715771
Site_1032,-0.45132630920859074,-52.915348631950565
Site_1033,-0.5040873971797885,-47.45521974148062
Site_1034,-0.49429530201342287,-39.995302013422815
Site_1035,-0.49243684182533776,-45.43212636953514
Site_1036,-0.37110383908791267,-54.16806289512077
Site_1037,-0.46242153128898816,-41.45506599251428
Site_1038,-0.47598402917505034,-74.70106639839034
Site_1039,-0.3444800787447846,-40.009824881001364
Site_1040,-0.3870919020233651,-27.818354811513913
Site_1041,-0.40604397079351445,-63.58955760764523
Site_1042,-0.4133826262847146,-58.48053575333479
Site_1043,-0.23330723980514106,-59.31500995741291
Site_1044,-0.45163265306122446,-76.24653061224491
Site_1045,-0.47447585747585747,-21.69063536463537
Site_1046,-0.3838239904112115,-47.455793841047395
Site_1047,-0.4527062793427229,-41.46039436619719
Site_1048,-0.41921348314606743,-29.73101123595505
Site_1049,-0.43213815036561415,-65.77947512980208
Site_1050,-0.3557224599623938,-91.04128768722039
Site_1051,-0.4306052385149278,-73.22379420513386
Site_1052,-0.3954958393508012,-28.23479884464618
Site_1053,-0.44442044535672076,-71.31127449150961
Site_1054,-0.32083624708624714,-94.43944055944054
Site_1055,-0.34948623680241325,-21.138642533936647
Site_1056,-0.4329629629629629,-46.19111111111113
Site_1057,-0.41841089466089465,-12.645108225108231
Site_1058,-0.44360488999486514,-63.747861120985874
Site_1059,-0.5130000000000001,-32.36399999999999
Site_1060,-0.36777777777777776,-49.63666666666667
Site_1061,-0.40425770750988144,-26.912520158102765
Site_1062,-0.3802835443764895,-64.78555947971404
Site_1063,-0.40155844155844156,-57.660779220779204
Site_1064,-0.3788888888888885,-47.42333333333342
Site_1065,-0.40064735803218954,-74.6957072578196
Site_1066,-0.3843093226114215,-70.06261005860708
Site_1067,-0.37028520589730557,-80.13524046771732
Site_1068,-0.37816420146040064,-31.962473319603077
Site_1069,-0.4421153681480666,-30.513849315571207
Site_1070,-0.40937499999999993,-51.920000000000016
Site_1071,-0.36559999999999976,-63.92480000000005
Site_1072,-0.47868240263658723,-26.242978693775257
Site_1073,-0.47271126895024246,-44.95943636155344
Site_1074,-0.40645161290322573,-23.65129032258065
Site_1075,-0.3901194125614886,-24.507072788194193
Site_1076,-0.4489769754055469,-23.75642072213499
Site_1077,-0.36821256038647343,-53.4331884057971
Site_1078,-0.4809090909090909,-7.4654545454545485
Site_1079,-0.5273481681829357,-59.23915170887635
Site_1080,-0.44751170998453194,-31.89775168296987
Site_1081,-0.4040769070367001,-49.22723384895359
Site_1082,-0.37565385023898035,-75.53446075411577
Site_1083,-0.4072545696244597,-44.637122632103726
Site_1084,-0.32474061193226517,-68.77980250900508
Site_1085,-0.5056430987926379,-35.19652503181352
Site_1086,-0.5083333333333333,-71.48000000000002
Site_1087,-0.498,-38.11399999999999
Site_1088,-0.4644507082512863,-29.765464015753025
Site_1089,-0.5310239909884,-68.8433937302272
Site_1090,-0.3612720974677497,-52.85575728619206
Site_1091,-0.49483277404921694,-44.06210738255034
Site_1092,-0.5007303481190342,-66.58977316114543
Site_1093,-0.4618181818181818,-52.190909090909116
Site_1094,-0.518814674397859,-68.43758251561108
Site_1095,-0.425958892056453,-56.24589272516103
Site_1096,-0.4485400641025641,-11.87030769230769
Site_1097,-0.37208352676094614,-80.21996286189834
Site_1098,-0.46655513903653556,-20.92141330498518
Site_1099,-0.19743134975493276,-46.52318084705291
Site_1100,-0.4722822439451415,-41.63180916253283
Site_1101,-0.44161638366686884,-29.77965433596117
Site_1102,-0.3572466077020271,-47.2786513212108
Site_1103,-0.3703696870302036,-41.9690200902009
Site_1104,-0.49051140500780144,-30.26181023850212
Site_1105,-0.39370370370370394,-45.71888888888884
Site_1106,-0.46618251214434414,-25.73295766828592
Site_1107,-0.35351295510386416,-35.44551262005808
Site_1108,-0.4488747294372294,-46.55605194805196
Site_1109,-0.4052542372881356,-56.651186440677975
Site_1110,-0.5099428859671962,-21.870965894298337
Site_1111,-0.4752600784632035,-64.71006493506493
Site_1112,-0.26977644707016263,-61.752922162528776
Site_1113,-0.3881666988230754,-41.741993825969516
Site_1114,-0.36593451264182963,-21.720573572768714
Site_1115,-0.344244499792445,-54.74505603985057
Site_1116,-0.37723284048563527,-45.051294626758036
Site_1117,-0.3575316658649992,-77.31392015392017
Site_1118,-0.4481201503759399,-68.90093112781955
Site_1119,-0.3845864661654136,-34.22939849624058
Site_1120,-0.4959306335204491,-27.761318364073773
Site_1121,-0.35859906542056075,-42.29897943925235
Site_1122,-0.528,-27.774
Site_1123,-0.34550833564879135,-54.542399555432056
Site_1124,-0.39539752774266046,-77.8236746734092
Site_1125,-0.4358458067356372,-58.16760510675765
Site_1126,-0.28068090909090904,-56.579265454545464
Site_1127,-0.33741773111062967,-62.0657956267591
Site_1128,-0.43436664289534677,-58.87160456409343
Site_1129,-0.3726256313131313,-70.29587878787879
Site_1130,-0.4757793442783872,-58.33036589854967
Site_1131,-0.39833333333333343,-44.02999999999999
Site_1132,-0.43878126954346475,-39.24399624765476
Site_1133,-0.3661563932755994,-61.63797249108491
Site_1134,-0.40793478260869565,-83.94652173913045
Site_1135,-0.3633451410658307,-35.59773291536051
Site_1136,-0.4558169934640523,-55.68313725490195
Site_1137,-0.4193595002796942,-79.9229759462987
Site_1138,-0.48253333333333326,-21.073600000000013
Site_1139,-0.39891888553746946,-69.94757397680586
Site_1140,-0.3797457627118644,-41.648813559322036
Site_1141,-0.3732229532163743,-47.061192982456134
Site_1142,-0.412633971291866,-41.684277511961724
Site_1143,-0.5095911402103503,-58.62850107961273
Site_1144,-0.4642283984489318,-35.6181474978051
Site_1145,-0.40961274916943524,-48.15435215946843
Site_1146,-0.4068646540027137,-68.87198643147897
Site_1147,-0.45976811399381634,-21.62452211318727
Site_1148,-0.41758431223948467,-29.11381205001895
Site_1149,-0.4506356421356422,-50.23795670995668
Site_1150,-0.32563893213209233,-21.937325030638263
Site_1151,-0.40322632175615786,-87.8505462228177
Site_1152,-0.40992956349206344,-73.31352380952383
Site_1153,-0.33199999999999996,-40.666000000000004
Site_1154,-0.4093750000000004,-26.089999999999918
Site_1155,-0.39945233474476594,-40.615151729004936
Site_1156,-0.4186919717635798,-39.111141421392674
Site_1157,-0.45570467677862037,-44.82470205850488
Site_1158,-0.3796729246897732,-51.26279845956354
Site_1159,-0.4672,-68.6176
Site_1160,-0.36317242377166525,-42.290894635840274
Site_1161,-0.43306531986531993,-84.52145858585857
Site_1162,-0.3638952399616758,-73.67211392735824
Site_1163,-0.4263423471652782,-50.61226934426659
Site_1164,-0.4353502106329654,-76.89275955847063
Site_1165,-0.4059259259259259,-61.30222222222224
Site_1166,-0.3154347826086957,-58.10652173913043
