AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
CODWR,1031,1993-04-13T00:00:00-06:00,,,ft,150.01,UNKNOWN,Unknown,150.01,4570.30,,UNKNOWN,USGS
CODWR,1031,1994-01-14T00:00:00-07:00,,,ft,150.10,UNKNOWN,Unknown,150.10,4570.21,,UNKNOWN,DWR (Manual)
CODWR,1031,1995-01-15T00:00:00-07:00,,,ft,149.80,UNKNOWN,Unknown,149.80,4570.51,,UNKNOWN,DWR (Manual)
CODWR,1031,1995-12-22T00:00:00-07:00,,,ft,150.12,UNKNOWN,Unknown,150.12,4570.19,,UNKNOWN,DWR (Manual)
CODWR,1031,1997-01-14T00:00:00-07:00,,,ft,149.65,UNKNOWN,Unknown,149.65,4570.66,,UNKNOWN,DWR (Manual)
CODWR,1031,1998-01-18T00:00:00-07:00,,,ft,150.03,UNKNOWN,Unknown,150.03,4570.28,,UNKNOWN,DWR (Manual)
CODWR,1031,1999-01-19T00:00:00-07:00,,,ft,149.60,UNKNOWN,Unknown,149.60,4570.71,,UNKNOWN,DWR (Manual)
CODWR,1031,2000-01-20T00:00:00-07:00,,,ft,149.32,UNKNOWN,Unknown,149.32,4570.99,,UNKNOWN,DWR (Manual)
CODWR,1031,2000-12-28T00:00:00-07:00,,,ft,149.43,UNKNOWN,Unknown,149.43,4570.88,,UNKNOWN,DWR (Manual)
CODWR,1031,2001-12-27T00:00:00-07:00,,,ft,149.15,UNKNOWN,Unknown,149.15,4571.16,,UNKNOWN,DWR (Manual)
CODWR,1031,2002-12-23T00:00:00-07:00,,,ft,149.47,UNKNOWN,Unknown,149.47,4570.84,,UNKNOWN,DWR (Manual)
CODWR,1031,2003-12-29T00:00:00-07:00,,,ft,149.15,UNKNOWN,Unknown,149.15,4571.16,,UNKNOWN,DWR (Manual)
CODWR,1031,2004-12-21T00:00:00-07:00,,,ft,149.10,UNKNOWN,Unknown,149.10,4571.21,,UNKNOWN,DWR (Manual)
CODWR,1031,2006-01-10T00:00:00-07:00,,,ft,149.35,UNKNOWN,Unknown,149.35,4570.96,,UNKNOWN,DWR (Manual)
CODWR,1031,2007-04-17T00:00:00-06:00,,,ft,150.75,UNKNOWN,Unknown,150.75,4569.56,,UNKNOWN,DWR (Manual)
CODWR,1031,2008-01-07T00:00:00-07:00,,,ft,150.85,UNKNOWN,Unknown,150.85,4569.46,,UNKNOWN,DWR (Manual)
CODWR,1031,2009-04-12T00:00:00-06:00,,,ft,151.29,UNKNOWN,Unknown,151.29,4569.02,,UNKNOWN,DWR (Manual)
CODWR,1031,2010-02-06T00:00:00-07:00,,,ft,150.30,UNKNOWN,Unknown,150.30,4570.01,,UNKNOWN,DWR (Manual)
CODWR,1031,2011-01-04T00:00:00-07:00,,,ft,150.00,UNKNOWN,Unknown,150.00,4570.31,,UNKNOWN,DWR (Manual)
CODWR,1031,2012-02-06T00:00:00-07:00,,,ft,148.40,UNKNOWN,Unknown,148.40,4571.91,,UNKNOWN,DWR (Manual)
CODWR,1031,2013-02-26T00:00:00-07:00,,,ft,150.90,UNKNOWN,Unknown,150.90,4569.41,,UNKNOWN,DWR (Manual)
CODWR,1031,2014-02-25T00:00:00-07:00,,,ft,151.50,UNKNOWN,Unknown,151.50,4568.81,,UNKNOWN,DWR (Manual)
CODWR,1031,2014-12-18T00:00:00-07:00,,,ft,152.20,UNKNOWN,Unknown,152.20,4568.11,,UNKNOWN,DWR (Manual)
CODWR,1031,2017-03-15T00:00:00-06:00,,,ft,147.00,UNKNOWN,Unknown,147.00,4573.31,,UNKNOWN,DWR (Manual)
CODWR,1031,2018-03-28T00:00:00-06:00,,,ft,145.90,UNKNOWN,Unknown,145.90,4574.41,,UNKNOWN,DWR (Manual)
CODWR,1031,2019-03-31T00:00:00-06:00,,,ft,146.80,UNKNOWN,Unknown,146.80,4573.51,,UNKNOWN,DWR (Manual)
