SiteNo;DecLatVa;DecLongVa;AltVa
1005603;34.95;-102.403056;3883
1007701;34.89;-102.240556;3776
2217102;33.733611;-100.994722;2984
2316912;33.750556;-101.020555;3003
1211212;34.868611;-100.700834;2640
550903;35.14;-100.754445;2893
1201306;34.962223;-100.888334;2715
1202907;34.89;-100.755556;2560
1211404;34.829722;-100.7325;2742
1203911;34.907223;-100.629444;2508
1202621;34.921667;-100.768055;2634
1211207;34.87;-100.705278;2675
557101;35.11;-100.983055;3079
558101;35.12;-100.858889;2874
1201655;34.93;-100.888611;2745
1203602;34.94;-100.630833;2519
1210513;34.8211111;-100.8286111;2755
1202306;34.97;-100.776389;2580
1202421;34.92;-100.8391667;2684
1202513;34.92;-100.8080556;2688
1202523;34.96;-100.8105556;2677
1202619;34.93;-100.7688889;2660
1203422;34.93;-100.710834;2500
1203423;34.93;-100.7452778;2640
1203550;34.92;-100.688611;2520
1203904;34.88;-100.645556;2568
1211353;34.84;-100.662778;2623
1211607;34.83;-100.6322222;2573
656506;35.169444;-101.062501;3250
549906;35.155278;-100.8825;3172
550502;35.176667;-100.804445;3126
550701;35.1583333;-100.8588889;3069
557803;35.005834;-100.937778;2785
558303;35.105556;-100.755556;2790
559403;35.0597222;-100.7213889;2695
1108309;34.979167;-101.011112;2882
1201502;34.934722;-100.953889;2858
1202109;34.979722;-100.837778;2684
1202813;34.897778;-100.829444;2770
1202931;34.896667;-100.754167;2578
1211313;34.866389;-100.632222;2619
1212152;34.873333;-100.610278;2552
1203914;34.881111;-100.631111;2581
664501;35.046111;-101.077778;2980
1203512;34.9275;-100.672778;2552
1202531;34.93;-100.827778;2690
1202812;34.909167;-100.805834;2660
1108203;34.963889;-101.044722;2840
1202905;34.915278;-100.754723;2638
1203207;34.960556;-100.697222;2490
1204805;34.894445;-100.570555;2482
1209102;34.860278;-100.973889;2765
1210218;34.871667;-100.794722;2700
1210121;34.854723;-100.846945;2799
1211128;34.87;-100.7111111;2680
1204452;34.939444;-100.605555;2475
557512;35.0677778;-100.9238889;2789
551715;35.164723;-100.749722;2930
550801;35.130555;-100.827778;2850
1203909;34.8869444;-100.65;2613
557515;35.0758333;-100.92;2849
664811;35.027222;-101.063889;2946
558403;35.0622222;-100.8491667;2811
1203551;34.925278;-100.675833;2552
1108308;34.996389;-101.018055;2883
1108101;34.9844444;-101.0841667;2912
1202529;34.9363889;-100.7955556;2681
552851;35.163889;-100.558889;2833
1203601;34.940278;-100.666389;2505
1203807;34.907975;-100.6724056;2590
1211217;34.8365472;-100.681525;2689
1203629;34.9558889;-100.6260917;2467
1201624;34.918055;-100.882222;2818
1210301;34.858612;-100.762501;2598
1212202;34.8375;-100.5542;2461
1212112;34.840834;-100.611389;2505
1211327;34.863889;-100.638889;2613
1202958;34.88;-100.7555556;2540
1108312;34.99;-101.026389;2887
1203405;34.930278;-100.733889;2611
551801;35.139167;-100.686389;2798
1108201;34.988056;-101.046667;2930
1201102;34.969722;-100.960278;2776
1201107;34.981944;-100.962778;2790
1201206;34.959445;-100.936389;2767
1201209;34.973889;-100.928889;2723
1201301;34.971111;-100.905556;2721
1201617;34.920833;-100.910278;2840
1201904;34.901112;-100.896667;2866
1210305;34.851389;-100.753334;2619
1210310;34.851389;-100.7675;2614
1210401;34.825;-100.872778;2763
1211310;34.850556;-100.636389;2558
664951;35.0025;-101.0125;2900
1204451;34.95;-100.600834;2475
2313303;33.836389;-101.3875;3143
1163401;34.055278;-101.220833;3138
1146701;34.29;-101.364723;3265
1152611;34.2;-101.52;3313
1153707;34.13;-101.4875;3291
1160605;34.05;-101.525833;3265
2304506;33.94;-101.560278;3255
2306504;33.92;-101.306112;3144
2307505;33.93;-101.185;3106
2307203;33.96;-101.189722;3121
2313102;33.87;-101.465556;3180
2314202;33.87;-101.300834;3121
2315102;33.85;-101.2225;3086
1153205;34.236945;-101.441945;3279
1162601;34.068889;-101.256389;3154
1162702;34.037778;-101.350278;3204
1162801;34.024722;-101.325;3179
1163502;34.071111;-101.171111;3133
1163601;34.074167;-101.125278;3117
2304602;33.940556;-101.531111;3236
2304603;33.921944;-101.535556;3233
2305803;33.891667;-101.428333;3183
2306113;33.993056;-101.342222;3185
2308701;33.906112;-101.114167;3075
2313302;33.868333;-101.406945;3175
1161204;34.108334;-101.445556;3267
1145408;34.303612;-101.4675;3308
1145905;34.259167;-101.412778;3262
1146606;34.300001;-101.250278;3198
1155901;34.158334;-101.159445;3167
1146802;34.290278;-101.293889;3235
1152305;34.228889;-101.525833;3313
1160804;34.005278;-101.550278;3261
1162401;34.0811111;-101.3711111;3247
1160502;34.058612;-101.559445;3276
2306303;33.992778;-101.273333;3151
2306503;33.948611;-101.314167;3160
2306601;33.934445;-101.271667;3139
1153503;34.197222;-101.441667;3288
2307105;33.989722;-101.220278;3132
2307901;33.898611;-101.159723;3087
2308201;33.973611;-101.059167;3086
2308401;33.950556;-101.115556;3088
2308503;33.934445;-101.064167;3072
2306704;33.905001;-101.351945;3152
1152913;34.165556;-101.520278;3304
1145802;34.284445;-101.432222;3277
1163901;34.0225;-101.158056;3116
2304302;33.98;-101.5175;3236
2307501;33.931111;-101.173333;3101
2305301;33.981389;-101.394445;3201
2316206;33.851667;-101.065001;3053
1147703;34.266944;-101.217778;3183
1160302;34.1155556;-101.5261111;3292
1144904;34.279444;-101.538889;3322
1145806;34.251112;-101.450834;3279
1154601;34.186111;-101.289445;3209
1154802;34.142222;-101.332778;3226
1153102;34.214445;-101.480555;3293
1153802;34.149445;-101.421389;3276
1153904;34.156667;-101.3875;3261
1154101;34.228333;-101.345;3236
1154402;34.191111;-101.359723;3257
1155501;34.1825;-101.205001;3184
1160902;34.026111;-101.508056;3244
1161406;34.055278;-101.471667;3249
1161605;34.079444;-101.392778;3250
1161801;34.036945;-101.437222;3239
1162201;34.102223;-101.309167;3176
1162301;34.107501;-101.256667;3168
1163801;34.022222;-101.202501;3134
1164701;34.0311111;-101.0872222;3094
2304802;33.900278;-101.548334;3231
2305202;33.977222;-101.444445;3207
2305602;33.952778;-101.376667;3183
2305701;33.910278;-101.4875;3208
2307404;33.928889;-101.230555;3122
2307702;33.888889;-101.246667;3118
2314101;33.854167;-101.335834;3127
2315204;33.860834;-101.168611;3077
2316101;33.861112;-101.116389;3064
2706801;32.914723;-102.313889;3185
2704405;32.934167;-102.623055;3430
2710109;32.838611;-102.846667;3509
2707404;32.929444;-102.243334;3161
2718134;32.724722;-102.838056;3433
2714202;32.8425;-102.324167;3155
2712501;32.801667;-102.579167;3314
2722603;32.6960694;-102.2694306;3100
2719426;32.681667;-102.7425;3347
2726203;32.602778;-102.801112;3350
2711701;32.783055;-102.709445;3398
2701416;32.930555;-102.996389;3633
2727105;32.587222;-102.739167;3315
2717416;32.674167;-102.995278;3536
2616804;32.763612;-103.049167;3597
2717101;32.730555;-102.9925;3538
2616609;32.795556;-103.009167;3586
2608506;32.955556;-103.052778;3690
2715204;32.8475306;-102.2093806;3106
2705922;32.898056;-102.398889;3219
2705620;32.923889;-102.415278;3264
2704720;32.915001;-102.588611;3376
2704614;32.9369417;-102.5200083;3370
2709812;32.763612;-102.953889;3539
2709205;32.8760111;-102.9375222;3582
2718410;32.6744333;-102.8650083;3442
2706513;32.9484694;-102.3005306;3187
2722406;32.7055833;-102.3489917;3105
2711507;32.805834;-102.674444;3395
2721401;32.681389;-102.469722;3180
2703501;32.95;-102.670278;3425
2707401;32.95;-102.213889;3132
2712201;32.85;-102.549722;3306
2728301;32.59;-102.536389;3197
2721127;32.725555;-102.466389;3178
2720504;32.707223;-102.570833;3235
2719514;32.696667;-102.690834;3350
2729801;32.535;-102.444445;3107
2726702;32.534722;-102.874167;3394
2725208;32.5841667;-102.9391667;3439
2701906;32.9;-102.911125;3590
2712908;32.77;-102.5371167;3267
2725102;32.6;-102.9972972;3501
2723403;32.6770361;-102.2213528;3015
2702812;32.881944;-102.824722;3492
2702508;32.922222;-102.830833;3530
2701619;32.944167;-102.898334;3590
2706209;32.958612;-102.313334;3212
2705818;32.9150972;-102.4464972;3250
2705401;32.918611;-102.463889;3294
2704506;32.941389;-102.565556;3348
2711602;32.807501;-102.638889;3358
2711413;32.809723;-102.729167;3412
2729501;32.566944;-102.434167;3115
2719804;32.629444;-102.688611;3295
2719604;32.681944;-102.653889;3284
2718514;32.671111;-102.807223;3390
2720803;32.6325;-102.550278;3221
2720505;32.693334;-102.548334;3231
2719714;32.6343667;-102.7387972;3330
2730201;32.5987278;-102.3192611;3120
2728201;32.586389;-102.579722;3204
2728103;32.622222;-102.591667;3230
2703901;32.881944;-102.648611;3418
2701526;32.926389;-102.953889;3628
2727304;32.623055;-102.644167;3257
2616305;32.853612;-103.018333;3638
2616202;32.846389;-103.060834;3652
2717604;32.700278;-102.876111;3445
2713711;32.786111;-102.4675;3205
2712714;32.766667;-102.603056;3293
2711109;32.860278;-102.725833;3428
2709902;32.758056;-102.902223;3494
2727517;32.568333;-102.691389;3297
2726517;32.553889;-102.796667;3354
2726403;32.564167;-102.8425;3370
2725603;32.579722;-102.895556;3424
2720305;32.710556;-102.530833;3228
2718611;32.700278;-102.777778;3376
2719601;32.694167;-102.637778;3276
2711707;32.758334;-102.747222;3377
2706901;32.914723;-102.277778;3162
2703817;32.893056;-102.691945;3425
2722204;32.741111;-102.305834;3100
2709702;32.770278;-102.996389;3575
2714304;32.858334;-102.260834;3090
2712606;32.793889;-102.501945;3240
2712605;32.801112;-102.511389;3245
2727801;32.5371556;-102.6987806;3277
2718903;32.6305556;-102.7877778;3359
2714114;32.857501;-102.363889;3159
2712105;32.856389;-102.623333;3361
2731106;32.598334;-102.216389;2978
2720109;32.726111;-102.605834;3261
2722701;32.639445;-102.372222;3111
2718710;32.637222;-102.846389;3408
2729601;32.5423944;-102.3946139;3060
2717917;32.627222;-102.903889;3429
2714703;32.765001;-102.348889;3132
2710715;32.7557889;-102.8450417;3467
2727611;32.577222;-102.640556;3242
2726107;32.5931833;-102.8417333;3384
2703722;32.9152667;-102.7390667;3478
2703816;32.915278;-102.678889;3415
2710522;32.806389;-102.793889;3438
2717901;32.663612;-102.910556;3466
2722902;32.651112;-102.271667;3026
2721301;32.711945;-102.415834;3155
2718520;32.692778;-102.794445;3398
2709903;32.785;-102.910834;3498
2616512;32.801945;-103.064723;3650
2712315;32.842778;-102.524722;3290
2712212;32.849445;-102.571944;3319
2711916;32.759723;-102.640834;3325
2709109;32.857223;-102.991945;3624
2713803;32.776944;-102.424722;3192
2713802;32.791389;-102.416667;3192
2713608;32.803889;-102.382222;3157
2730101;32.613889;-102.341945;3090
2721101;32.743889;-102.481111;3193
2702507;32.92;-102.795;3508
2705601;32.943334;-102.381389;3269
2717505;32.679722;-102.945278;3497
2709601;32.831111;-102.893889;3526
2353703;33.13575;-101.4755556;2886
2345714;33.2656111;-101.4891389;2956
2353901;33.140278;-101.411667;2873
2336801;33.376667;-101.555834;3035
2344904;33.255001;-101.531389;2974
2858301;32.086389;-101.750834;2659
4403404;31.952223;-101.712223;2551
2860902;32.002223;-101.534167;2539
2860402;32.072778;-101.615278;2526
2859801;32.039722;-101.691111;2600
2859306;32.083611;-101.638334;2527
2860806;32.03;-101.570278;2490
2859703;32.016389;-101.750001;2621
533604;35.4563889;-100.8866667;2950
528701;35.504723;-100.622222;2813
542702;35.253334;-100.840556;2960
534507;35.431667;-100.826667;2850
533802;35.41;-100.921944;3090
536402;35.46;-100.625555;2712
526501;35.570554;-100.829999;3168
534451;35.442222;-100.845556;2930
525102;35.609167;-100.963612;3231
527802;35.5355556;-100.6944444;3079
528203;35.603889;-100.5775;3028
525601;35.5675;-100.882778;3202
528401;35.573055;-100.597222;3027
528501;35.560556;-100.578055;2975
534204;35.4666667;-100.7955556;2995
541101;35.371111;-100.964167;3268
541403;35.299722;-100.979444;3242
542202;35.355001;-100.807223;3085
542301;35.349722;-100.766389;2947
542401;35.3072222;-100.8569444;3056
542801;35.279722;-100.831111;2903
544102;35.359445;-100.618055;2760
544610;35.298611;-100.539445;2831
544703;35.267778;-100.587222;2848
544714;35.261112;-100.610001;2839
550402;35.1913889;-100.8508333;3167
552401;35.187222;-100.62;2796
552603;35.207778;-100.538889;2735
551202;35.220833;-100.684167;2961
551203;35.243889;-100.675833;2900
551304;35.248056;-100.654167;2823
640205;35.472778;-101.065556;3297
648205;35.363334;-101.045556;3283
525904;35.5338889;-100.8761111;3200
527602;35.559167;-100.628611;3040
534101;35.4847222;-100.8430556;2970
534606;35.4547222;-100.765;2850
534703;35.3836111;-100.8402778;2925
535302;35.4733333;-100.6563889;2724
535603;35.4225;-100.660001;2727
535802;35.3808333;-100.6913889;2839
536102;35.4736111;-100.5952778;2860
550202;35.2494444;-100.8025;2820
550204;35.231389;-100.805001;2860
551303;35.2413889;-100.6269444;2858
632606;35.574722;-101.032778;3261
536705;35.395834;-100.617222;2560
525502;35.576944;-100.954167;3212
542201;35.371389;-100.811945;2967
544705;35.284167;-100.621389;2719
552111;35.221111;-100.614167;2861
632803;35.502778;-101.055556;3292
640501;35.440834;-101.059723;3294
648253;35.336667;-101.046667;3293
526802;35.530278;-100.831389;3165
535403;35.4522222;-100.7205556;2872
551103;35.238889;-100.7175;2902
552452;35.2080556;-100.5930556;2851
533401;35.449167;-100.969722;3225
656306;35.230555;-101.027778;3255
541710;35.2549639;-100.9645917;3229
551101;35.213056;-100.729444;3002
527703;35.526944;-100.747778;3124
543703;35.288611;-100.745556;2735
543705;35.266112;-100.7275;2830
526853;35.54;-100.7925;3155
527901;35.54;-100.641389;3061
527102;35.5883333;-100.7219444;3108
527501;35.571667;-100.675555;3081
536201;35.46;-100.5472222;2809
544801;35.270555;-100.551945;2803
552308;35.239445;-100.541389;2821
640306;35.4725;-101.014445;3261
640802;35.399445;-101.057501;3295
1159405;34.042778;-101.748611;3339
2302411;33.931389;-101.853056;3397
1152410;34.19;-101.5875;3324
2309106;33.86;-101.961112;3370
2416311;33.84;-102.001667;3411
1064602;34.061667;-102.040834;3498
1159110;34.097778;-101.748611;3387
1158706;34.032222;-101.870555;3435
1158510;34.050278;-101.810556;3406
1151604;34.198334;-101.635556;3353
1151303;34.249722;-101.659167;3368
1150906;34.156667;-101.781111;3422
1150703;34.151667;-101.852778;3462
2408205;33.999167;-102.052223;3492
1160803;34.016944;-101.582222;3274
2303513;33.948889;-101.684167;3313
1056203;34.23;-102.049167;3576
1142704;34.27;-101.865556;3481
1144714;34.26;-101.608612;3347
1149101;34.24;-101.987778;3562
1149404;34.2;-101.991111;3550
1149801;34.16;-101.952501;3507
1150203;34.25;-101.795278;3437
1150204;34.22;-101.828889;3442
1150605;34.18;-101.767778;3397
1151102;34.24;-101.737778;3399
1151104;34.22;-101.7425;3403
1151703;34.14;-101.739722;3382
1064803;34.04;-102.069444;3512
1157901;34.03;-101.905556;3438
1158801;34.03;-101.817222;3394
2301802;33.92;-101.940556;3423
2302104;33.98;-101.853056;3416
2302302;33.96;-101.780278;3342
2302501;33.93;-101.809723;3362
2302801;33.88;-101.796667;3356
2302901;33.91;-101.765834;3335
2303103;33.98;-101.720833;3336
1151306;34.21;-101.658056;3366
2303201;33.98;-101.676944;3317
2311103;33.84;-101.726111;3306
1048804;34.26;-102.061945;3607
2302703;33.875833;-101.846389;3358
2408902;33.89;-102.013056;3418
2302205;33.9925;-101.817222;3379
1141506;34.31;-101.929722;3532
1141602;34.3;-101.883055;3499
2301404;33.948611;-101.962223;3454
1158103;34.11;-101.853056;3438
1158417;34.08;-101.858056;3442
2301901;33.88;-101.888611;3376
2310112;33.846945;-101.866944;3357
2408301;33.99;-102.014723;3461
2408602;33.94;-102.010556;3462
2408803;33.88;-102.0491667;3457
1157303;34.115556;-101.888056;3465
1152714;34.166389;-101.598611;3322
1152105;34.213056;-101.589445;3333
2303903;33.898334;-101.660278;3281
2303802;33.879167;-101.700278;3292
2302602;33.926111;-101.785834;3356
2302601;33.934167;-101.763056;3342
1160204;34.0925;-101.578055;3293
2301704;33.913889;-101.995;3453
1159202;34.118889;-101.676111;3342
1157202;34.108056;-101.945834;3485
2310203;33.837222;-101.794722;3336
2309201;33.839167;-101.920833;3314
1159306;34.093611;-101.646945;3326
2416208;33.838889;-102.08;3437
1157702;34.028611;-101.985556;3473
1149317;34.229167;-101.900001;3501
2304405;33.934445;-101.623333;3275
1158205;34.109167;-101.796667;3407
2301308;33.98;-101.905556;3438
2301203;33.96;-101.948889;3458
2304701;33.886111;-101.606667;3253
2303304;33.969444;-101.635556;3301
2301401;33.929722;-101.969722;3442
1151403;34.192221;-101.727221;3387
1064204;34.113056;-102.049167;3516
2408501;33.943056;-102.054445;3472
1142804;34.274167;-101.796111;3450
2304106;33.963056;-101.591945;3284
2303702;33.906667;-101.731389;3312
2302504;33.95;-101.800278;3349
1160209;34.119722;-101.581944;3310
1160107;34.085278;-101.622222;3303
1157401;34.065001;-101.97;3487
1143707;34.279167;-101.720555;3407
1056602;34.198889;-102.040556;3551
1142609;34.305556;-101.768055;3462
1149904;34.159445;-101.895278;3470
1159806;34.021111;-101.69;3312
1056801;34.16;-102.075555;3552
1158901;34.01;-101.757501;3339
1159404;34.08;-101.739722;3374
1159503;34.05;-101.682778;3324
2312102;33.86;-101.595278;3252
336401;36.416944;-101.611112;3309
362102;36.095278;-101.363334;3224
336301;36.464445;-101.513612;3221
336501;36.444722;-101.568055;3278
338901;36.396111;-101.251667;3062
339201;36.475833;-101.195556;3008
352702;36.125278;-101.619444;3372
352804;36.154167;-101.549722;3314
353201;36.248889;-101.438334;3188
353305;36.234445;-101.38;3180
353502;36.203612;-101.444167;3222
354501;36.168055;-101.303889;3151
354602;36.201389;-101.269722;3124
355101;36.2325;-101.228055;3096
355408;36.168889;-101.229167;3122
355409;36.199167;-101.236111;3103
355705;36.139722;-101.242222;3147
347104;36.373333;-101.220278;3048
346604;36.313612;-101.291389;3107
362203;36.124722;-101.324722;3183
354301;36.243333;-101.262222;2962
336602;36.428611;-101.531389;3241
337804;36.408056;-101.424722;3197
337901;36.400834;-101.405834;3172
338302;36.482778;-101.275833;3061
338401;36.443611;-101.336111;3107
338601;36.43;-101.251112;3051
339901;36.3825;-101.143889;2835
340101;36.496111;-101.096945;2785
340701;36.410001;-101.112501;2860
344302;36.365556;-101.513612;3245
344501;36.298889;-101.545834;3304
344703;36.291111;-101.5875;3329
344704;36.264445;-101.610001;3378
344801;36.251945;-101.568611;3326
348404;36.309167;-101.110001;3050
352302;36.211667;-101.506389;3279
352402;36.168333;-101.603889;3343
355804;36.162778;-101.190278;3112
356101;36.232222;-101.110278;3080
363503;36.074722;-101.179444;3150
337109;36.49;-101.488334;3195
346302;36.343889;-101.273611;3086
338402;36.417222;-101.352501;3127
355302;36.220833;-101.136111;3083
355503;36.184167;-101.181944;3103
361404;36.081389;-101.478611;3160
362604;36.081111;-101.288334;3188
353803;36.125;-101.430833;3239
347902;36.271389;-101.156667;3074
345801;36.284167;-101.451945;3212
352301;36.245278;-101.514723;3272
352902;36.125278;-101.531389;3303
353101;36.226389;-101.461112;3228
344504;36.325;-101.548889;3312
353901;36.125555;-101.396667;3224
354102;36.239445;-101.344167;3161
354401;36.193889;-101.341389;3030
345304;36.365001;-101.406389;3177
345904;36.271667;-101.389167;3164
347601;36.325;-101.128889;3059
706202;35.966667;-102.317778;3913
717304;35.72;-102.876389;4025
263702;36.035556;-102.214723;3818
262401;36.055278;-102.360278;3942
713601;35.825;-102.416389;3862
261703;36.022222;-102.474722;3963
262501;36.053612;-102.318611;3916
705502;35.946111;-102.433055;3920
706504;35.920833;-102.301112;3895
707201;35.968055;-102.176111;3821
707702;35.902778;-102.23;3853
714301;35.842778;-102.266389;3874
715104;35.852501;-102.246667;3858
715401;35.808612;-102.238611;3862
715502;35.808612;-102.168611;3813
723102;35.735556;-102.213612;3810
702301;35.995278;-102.788889;4167
704103;35.969722;-102.593889;3999
707801;35.902778;-102.194722;3817
711501;35.814445;-102.695834;3944
701801;35.8752778;-102.9413889;4187
707101;35.9680556;-102.2122222;3838
712402;35.822222;-102.598056;3864
712401;35.805833;-102.613611;3880
711601;35.800278;-102.651389;3920
722301;35.745278;-102.289445;3921
718101;35.718611;-102.858889;4007
715201;35.863056;-102.171389;3807
258701;36.029444;-102.846389;4237
259802;36.007778;-101.673889;4079
705101;35.971389;-102.4775;3940
709502;35.82;-102.955001;4141
714502;35.8091667;-102.3080556;3905
262901;36.040278;-102.262501;3843
257801;36.0213889;-102.9230556;4329
715703;35.765278;-102.230278;3843
705613;35.924444;-102.388611;3925
717201;35.745;-102.921111;4045
258803;36.0225;-102.815834;4214
259901;36.021944;-102.630278;4041
709101;35.863889;-102.964723;4238
713801;35.770833;-102.432222;3778
505301;36;-100.375833;2619
506250;36;-100.313612;2601
507904;35.91;-100.160001;2441
505601;35.95;-100.403056;2380
505955;35.91;-100.400278;2340
508805;35.9;-100.065278;2410
506650;35.94;-100.266112;2475
506902;35.88;-100.287778;2398
507501;35.95;-100.181389;2470
508301;35.98;-100.015278;2498
508503;35.94;-100.046945;2355
513101;35.85;-100.466944;2495
513903;35.76;-100.416667;2765
514150;35.83;-100.341389;2590
514505;35.81;-100.305001;2600
515101;35.86;-100.223055;2277
515505;35.82;-100.168333;2460
515506;35.83;-100.203889;2418
524502;35.681944;-100.054723;2388
461801;36.02;-100.438334;2598
462703;36.02;-100.346389;2658
462910;36.01;-100.259445;2580
462950;36.01;-100.291945;2591
464802;36.04;-100.056945;2600
504302;35.99;-100.510001;2499
505604;35.96;-100.375833;2405
505901;35.9;-100.405556;2370
505906;35.9;-100.383334;2445
506802;35.88;-100.311945;2325
507203;36;-100.177778;2603
516409;35.83;-100.085556;2328
516410;35.83;-100.085556;2334
508502;35.955001;-100.068611;2450
522501;35.7;-100.329167;2580
522601;35.7;-100.262501;2562
532203;35.62;-100.0625;2621
520302;35.73;-100.508334;2750
521302;35.73;-100.410278;2642
521502;35.69;-100.448056;2718
521601;35.7;-100.3875;2670
521802;35.65;-100.447222;2865
522901;35.63;-100.29;2591
523101;35.73;-100.249445;2492
523601;35.69;-100.144167;2485
524201;35.71;-100.051112;2358
514805;35.7611111;-100.2944444;2583
464901;36.015834;-100.027222;2477
531305;35.623889;-100.143334;2598
507301;35.994722;-100.133611;2592
513501;35.795;-100.416667;2740
515901;35.786389;-100.165001;2555
521402;35.690278;-100.492222;2770
522801;35.660834;-100.304445;2646
523202;35.709167;-100.199167;2502
512904;35.77;-100.503334;2582
504601;35.944445;-100.529722;2424
505801;35.908612;-100.449445;2553
506905;35.912501;-100.2775;2425
521405;35.69;-100.4925;2762
516901;35.776667;-100.025555;2360
523701;35.63;-100.214445;2565
2438203;33.49;-102.303889;3472
2440403;33.449722;-102.124444;3351
2420603;33.671389;-102.534167;3631
2430306;33.615278;-102.281389;3471
2429901;33.509723;-102.378055;3523
2424402;33.7;-102.113334;3374
2428303;33.6;-102.502778;3620
2430409;33.57;-102.358056;3500
2430801;33.52;-102.321667;3493
2431304;33.61;-102.155834;3391
2431501;33.56;-102.181667;3381
2437101;33.46;-102.475555;3542
2437901;33.4;-102.4024333;3486
2438404;33.45;-102.368055;3494
2438801;33.42;-102.310001;3460
2440703;33.41;-102.098056;3324
2420501;33.69;-102.570833;3654
2422802;33.65;-102.305556;3487
2423102;33.73;-102.222222;3430
2423304;33.72;-102.165278;3403
2423305;33.73;-102.1375;3401
2428601;33.57;-102.511667;3611
2429401;33.54;-102.470278;3571
2429802;33.53;-102.428055;3532
2421402;33.703334;-102.488889;3606
2414502;33.793611;-102.3325;3461
2413902;33.775278;-102.409167;3483
2415504;33.799722;-102.172778;3386
2414601;33.791945;-102.264167;3470
2416706;33.784445;-102.121111;3361
2429603;33.550834;-102.401389;3514
2422201;33.738056;-102.322222;3476
2421301;33.717222;-102.383334;3517
2420202;33.725;-102.541945;3641
2437308;33.478055;-102.392778;3507
2415901;33.791667;-102.155001;3368
2415802;33.7524528;-102.1737917;3451
2431402;33.549722;-102.241389;3448
2428801;33.5204833;-102.5666;3629
2437502;33.46;-102.420278;3518
2421702;33.654445;-102.488056;3597
2438502;33.450834;-102.304445;3467
2414903;33.77;-102.281389;3450
2420901;33.637222;-102.531389;3617
2420102;33.733334;-102.607778;3676
2431101;33.607223;-102.236945;3427
2428501;33.560278;-102.565834;3622
2437903;33.401112;-102.389722;3466
2436501;33.4174278;-102.5702389;3574
2436103;33.4933333;-102.5869444;3630
2430901;33.523333;-102.267778;3456
2439502;33.441111;-102.189167;3387
2420701;33.647778;-102.588056;3676
2438701;33.4055278;-102.3649778;3477
2438603;33.455556;-102.254167;3421
2414701;33.762501;-102.364445;3481
2439702;33.403334;-102.2325;3377
2429308;33.602223;-102.403889;3541
2414501;33.816112;-102.308056;3482
2415701;33.778055;-102.212778;3401
2439901;33.408889;-102.155556;3352
2421401;33.693611;-102.459445;3599
2416708;33.777222;-102.086667;3361
2416707;33.757501;-102.104445;3357
2440102;33.460834;-102.091389;3338
2415507;33.815278;-102.204723;3401
2420201;33.741111;-102.556112;3647
2416405;33.805278;-102.088334;3396
2415605;33.804723;-102.143056;3388
2430502;33.581944;-102.299722;3476
2423502;33.690278;-102.208334;3421
2428901;33.511112;-102.514723;3584
2428203;33.610556;-102.544722;3624
2428103;33.604723;-102.601112;3658
2424703;33.642222;-102.12;3384
2423701;33.652223;-102.227778;3436
2422202;33.730833;-102.293334;3455
2421904;33.656389;-102.402501;3574
2421803;33.639167;-102.453056;3583
2439302;33.478333;-102.148889;3362
2439101;33.485556;-102.216112;3407
2437204;33.498889;-102.449722;3542
2436302;33.477222;-102.519444;3587
2432702;33.506945;-102.115834;3354
2432406;33.558334;-102.090278;3339
2431902;33.534167;-102.145278;3386
2431601;33.583055;-102.127778;3379
2838802;32.411112;-101.325833;2531
2844507;32.302501;-101.548334;2567
2838404;32.448611;-101.369722;2594
2836601;32.421944;-101.541945;2706
2845306;32.369167;-101.399167;2568
2844910;32.262501;-101.513612;2504
2846705;32.2772222;-101.3705556;2445
2845102;32.334167;-101.475555;2630
2835602;32.434167;-101.630278;2675
2835508;32.421111;-101.689445;2615
2852913;32.157223;-101.5275;2520
2846501;32.3116667;-101.3205556;2454
2837306;32.468055;-101.401389;2612
2837303;32.490278;-101.381944;2612
2835911;32.4027778;-101.6436111;2607
2835301;32.462223;-101.642222;2723
2846401;32.332222;-101.353056;2510
2852107;32.211667;-101.595556;2450
2837101;32.491667;-101.489167;2705
2852106;32.212778;-101.59;2507
2851902;32.13;-101.647778;2497
2845506;32.316944;-101.420278;2553
2844606;32.322778;-101.529444;2595
2859301;32.0883333;-101.6355556;2519
2837503;32.448056;-101.452501;2687
2837401;32.423055;-101.486667;2669
616401;35.805834;-101.097222;2990
623301;35.7494444;-101.1438889;2929
607801;35.91;-101.1761111;2748
606102;35.965834;-101.355278;3271
614401;35.82;-101.3747222;3121
616702;35.78;-101.0919444;2985
622901;35.65;-101.2669444;3105
362706;36.008612;-101.341389;3249
362801;36.0375;-101.301389;3217
363601;36.053612;-101.161667;3143
604102;35.996111;-101.614723;3348
360501;36.048889;-101.560556;3311
361704;36.023055;-101.474444;3213
604903;35.900278;-101.519722;3361
605502;35.951389;-101.451112;3305
605601;35.950834;-101.409445;3322
605701;35.899445;-101.470555;3363
605802;35.8775;-101.456667;3361
363401;36.053056;-101.213889;3168
623703;35.6472222;-101.2330556;3062
613703;35.785834;-101.490834;3180
623205;35.7341667;-101.2011111;3000
623303;35.7305556;-101.1408333;2928
612701;35.7797222;-101.5994444;3176
623802;35.6430556;-101.1711111;3108
612105;35.8638889;-101.6158333;3362
361802;36.026111;-101.426944;3196
362805;36.003889;-101.319444;3242
363803;36.035;-101.176389;3154
623503;35.682778;-101.188056;3032
615902;35.7836111;-101.1272222;2750
623201;35.7275;-101.176944;3066
