SiteNo;DecLatVa;DecLongVa;AltVa
360401;36.045278;-101.592222;3326
3.91E+14;39.166618;-100.366419;2610
3.95E+14;39.770895;-101.541344;3479
3.90E+14;39.060249;-99.669632;2335
3.93E+14;39.51747;-100.37052;2620
3.95E+14;39.769043;-101.830954;3312
3.93E+14;39.518334;-100.456019;2757
3.94E+14;39.692871;-101.073163;3082
3.96E+14;39.929394;-99.699483;2244
3.94E+14;39.686225;-99.949243;2449
3.95E+14;39.817269;-100.266585;2627
3.91E+14;39.163937;-101.422756;3359
3.95E+14;39.91473;-99.80338;2371
3.94E+14;39.632598;-101.001367;3072
3.93E+14;39.49828;-100.452;2672
3.95E+14;39.854405;-101.941372;3683
3.83E+14;39.23452;-101.0185;3182
3.92E+14;39.351819;-101.669954;3643
3.95E+14;39.839186;-99.865069;2234
3.96E+14;39.937678;-101.630913;3097
3.91E+14;39.16929;-100.583564;2820
3.93E+14;39.531261;-101.147436;3261
3.92E+14;39.405104;-100.906429;3082
3.92E+14;39.2728;-101.52134;3510
3.91E+14;39.226409;-100.252431;2663
3.92E+14;39.25433;-101.24667;3302.76
3.95E+14;39.771716;-101.466742;3422
3.92E+14;39.251417;-101.725416;3696
3.93E+14;39.575515;-101.919477;3730
3.96E+14;39.975588;-99.715661;2360
3.92E+14;39.379865;-100.695243;2972
3.95E+14;39.760577;-101.121195;2916
3.91E+14;39.118134;-100.44297;2798
3.92E+14;39.336207;-100.926908;3117
3.91E+14;39.247815;-100.141609;2633
3.92E+14;39.285112;-100.674861;2932
3.95E+14;39.91315;-99.402227;2218
3.95E+14;39.813433;-100.529725;2553
3.93E+14;39.481417;-99.65951;2202
3.95E+14;39.834848;-99.638518;2311
3.92E+14;39.321911;-100.746012;2961
3.95E+14;39.902788;-99.933253;2443
3.92E+14;39.314338;-100.910079;3082
3.93E+14;39.416765;-101.665471;3621
3.91E+14;39.198486;-101.071732;3220.55
3.92E+14;39.322684;-101.148535;3283
3.92E+14;39.409;-100.64578;2929
3.94E+14;39.724818;-101.251758;3257
3.94E+14;39.71358;-100.926615;2941
3.94E+14;39.7488;-99.890633;2378
3.92E+14;39.303773;-101.656538;3654
3.95E+14;39.850238;-99.583056;2208
3.95E+14;39.90072;-100.51631;2725
3.92E+14;39.359424;-100.608668;2893
3.92E+14;39.263686;-100.814127;3016
3.92E+14;39.30581;-100.87103;3051
3.95E+14;39.88242;-100.85722;2707
3.92E+14;39.282933;-101.489643;3496
3.95E+14;39.81971;-100.67846;2802
3.93E+14;39.452912;-101.129945;3147
3.92E+14;39.336088;-100.706274;2946
3.91E+14;39.190787;-100.812791;3024
3.92E+14;39.261825;-100.219212;2669
3.95E+14;39.89765;-101.33544;3322
3.95E+14;39.87281;-101.4957;3410
3.93E+14;39.524232;-101.491326;3479
3.95E+14;39.750096;-99.987319;2478
3.95E+14;39.849254;-101.655678;3351
3.98E+14;39.764487;-100.907776;3052
3.94E+14;39.603154;-100.572922;2686
3.92E+14;39.360952;-100.470544;2755
3.94E+14;39.625351;-101.114378;3221
3.92E+14;39.252405;-100.363516;2758
3.94E+14;39.62646;-101.225737;3245
3.92E+14;39.271236;-100.438218;2813
3.92E+14;39.287206;-100.769356;2979
3.96E+14;39.970436;-100.459063;2695
3.93E+14;39.458955;-100.373296;2739
3.94E+14;39.722962;-101.839131;3442
3.94E+14;39.62196;-101.84896;3680
3.93E+14;39.53613;-100.75268;2938
3.95E+14;39.791838;-101.297239;3295
3.92E+14;39.386655;-100.50652;2815
3.91E+14;39.111697;-100.342514;2725
3.86E+14;38.98744;-99.98425;2411
3.93E+14;39.55853;-101.29145;3340
3.93E+14;39.55416;-100.97087;3103
3.91E+14;39.21232;-101.83853;3793
3.93E+14;39.449979;-101.296814;3373
3.92E+14;39.408525;-100.552021;2869
3.85E+14;38.810456;-102.045113;3881
3.82E+14;38.40555;-100.7594;2976
3.83E+14;38.53104;-101.66403;3565
3.82E+14;38.286882;-100.901734;2917
3.84E+14;38.675759;-101.911474;3774
3.85E+14;38.886064;-102.044885;3893
3.84E+14;38.597546;-101.434441;3374
3.83E+14;38.472321;-100.493045;2729
3.83E+14;38.581564;-101.767033;3663
3.84E+14;38.592667;-100.560205;2825
3.83E+14;38.497701;-101.476058;3402
3.83E+14;38.578914;-101.082096;3132
3.91E+14;38.5256;-100.9087;2967
3.82E+14;38.270432;-100.911634;2925
3.84E+14;38.623833;-101.211357;3220
3.84E+14;38.64087;-101.293993;3278
3.85E+14;38.76341;-101.88166;3743.37
3.82E+14;38.306502;-100.966135;2955
3.85E+14;38.78151;-101.812043;3695
3.85E+14;38.902806;-101.975832;3751
3.83E+14;38.533214;-101.289586;3267
3.84E+14;38.66186;-101.238388;3219
3.83E+14;38.525787;-100.644822;2872
3.84E+14;38.62026;-101.37696;3339
3.83E+14;38.48575;-101.28004;3241
3.85E+14;38.813673;-101.978044;3830
3.85E+14;38.85003;-101.97341;3829
3.85E+14;38.790612;-102.009932;3855.58
3.83E+14;38.490188;-101.420407;3366
3.83E+14;38.547228;-101.026455;3093
3.83E+14;38.545752;-101.237551;3233
3.84E+14;38.697413;-101.522844;3475
3.85E+14;38.827172;-101.871298;3729
3.84E+14;38.642234;-100.138807;2600
3.84E+14;38.65682;-101.53003;3446
3.83E+14;38.52561;-100.61293;2851
3.81E+14;38.243136;-97.613886;1466.49
3.75E+14;37.776718;-99.671407;2338
3.81E+14;38.19195;-98.064452;1596
3.76E+14;37.938061;-97.715642;1448
3.76E+14;37.942932;-98.775077;1932
3.81E+14;38.214157;-98.844162;1929
3.81E+14;38.188432;-97.732103;1437
3.81E+14;38.246262;-98.581069;1810
3.75E+14;37.850331;-99.164604;2105
3.74E+14;37.657057;-99.253985;2170
3.81E+14;38.203636;-98.99875;1955.34
3.75E+14;37.792998;-98.035412;1581
3.82E+14;38.264879;-97.533687;1506
3.76E+14;37.947846;-97.954565;1555
3.75E+14;37.879682;-98.751668;1940
3.80E+14;38.025102;-99.13702;2075
3.76E+14;37.967006;-98.881056;1983
3.75E+14;37.86878;-99.31737;2185
3.80E+14;38.042696;-98.184807;1639
3.76E+14;37.999229;-97.962139;1554
3.81E+14;38.086054;-98.363217;1741
3.75E+14;37.787333;-98.995455;2050
3.82E+14;38.293785;-98.710058;1850
3.81E+14;38.1123;-97.67557;1431
3.75E+14;37.7902;-99.413911;2234
3.81E+14;38.180067;-98.223582;1641
3.82E+14;38.282578;-98.316977;1690
3.74E+14;37.59077;-98.551944;1840
3.73E+14;37.518333;-98.345276;1731
3.74E+14;37.692115;-99.663647;2411
3.82E+14;38.290253;-98.861728;1902
3.73E+14;37.54345;-98.69195;1900
3.80E+14;38.0388;-97.47795;1434
3.81E+14;38.134637;-98.917214;1976
3.75E+14;37.820982;-98.908115;2020
3.75E+14;37.826017;-98.701337;1901
3.76E+14;37.987444;-99.113763;2080
3.81E+14;38.233827;-98.469934;1722
3.73E+14;37.44838;-97.82099;1488
3.74E+14;37.6943;-98.21323;1661
3.73E+14;37.48093;-98.88953;2001
3.76E+14;37.91953;-97.7985;1487
3.91E+14;38.164825;-98.673613;1884
3.73E+14;37.478302;-99.670152;2445
3.81E+14;38.18533;-98.88991;1950
3.80E+14;38.058415;-99.053779;2037
3.75E+14;37.753732;-98.236613;1681
3.74E+14;37.612585;-98.428522;1756
3.72E+14;37.40227;-98.414635;1730
3.76E+14;37.948659;-97.4819;1383
3.75E+14;37.78065;-99.11844;2092
3.82E+14;38.365612;-98.654791;1810
3.74E+14;37.686308;-98.779921;1965
3.82E+14;38.28057;-97.74648;1466
3.80E+14;38.01683;-98.44058;1783
3.75E+14;37.825533;-99.309324;2182
3.74E+14;37.608229;-98.830841;1979
3.74E+14;37.69472;-99.40147;2241
3.73E+14;37.560556;-99.109154;2110
3.82E+14;38.347869;-98.382302;1736
3.81E+14;38.142504;-98.097239;1597
3.73E+14;37.501275;-98.264943;1659
3.73E+14;37.535377;-99.123027;2100
3.76E+14;37.960016;-99.245506;2130
3.76E+14;37.988015;-98.650479;1875
3.82E+14;38.38863;-98.84683;1872
3.81E+14;38.143346;-99.223375;2046
3.75E+14;37.784455;-98.739972;1930
3.81E+14;38.242426;-98.338963;1690
3.82E+14;38.286908;-97.699922;1475
3.80E+14;38.002106;-98.486179;1803
3.76E+14;37.99912;-98.160354;1630
3.74E+14;37.726133;-98.067946;1542
3.83E+14;38.43238;-98.918942;1895.67
3.76E+14;37.988873;-97.789372;1480
3.75E+14;37.850646;-99.063982;2062
3.80E+14;38.063781;-98.678959;1860
3.76E+14;37.985202;-97.55089;1417
3.80E+14;38.01009;-98.600234;1849
3.75E+14;37.851102;-99.482875;2212
3.83E+14;38.45055;-97.702356;1516
3.73E+14;37.50285;-97.92667;1505
3.75E+14;37.895395;-98.600593;1848
3.81E+14;38.1691;-99.31407;2051
3.75E+14;37.828668;-98.784462;1960
3.73E+14;37.524809;-98.889432;2014
3.73E+14;37.5428;-98.803;1989
3.73E+14;37.57537;-99.243717;2218
3.73E+14;37.500851;-99.638581;2445
3.82E+14;38.358033;-98.898774;1900
3.81E+14;38.119913;-99.149443;2034
3.76E+14;37.967749;-99.318558;2147
3.73E+14;37.552755;-99.036567;2051
3.81E+14;38.248603;-98.692545;1855
3.81E+14;38.186493;-97.665372;1461
3.73E+14;37.457698;-98.640525;1853.87
3.75E+14;37.836363;-99.237212;2149
3.75E+14;37.91198;-98.69187;1907
3.73E+14;37.445495;-98.496926;1810
3.82E+14;38.338423;-97.722329;1481
3.74E+14;37.743545;-98.442662;1760
3.74E+14;37.715207;-99.291256;2211
3.74E+14;37.722798;-98.834354;1995
3.73E+14;37.539836;-98.583777;1882
3.80E+14;38.001812;-97.921948;1522
3.74E+14;37.634218;-99.457928;2293
3.73E+14;37.509952;-97.998231;1550
3.73E+14;37.467587;-98.441979;1770
3.76E+14;37.963251;-97.628907;1431
3.73E+14;37.503804;-98.451207;1765
3.75E+14;37.784444;-98.17346;1640
3.74E+14;37.696187;-98.566297;1829
3.80E+14;38.061832;-98.917573;1974
3.75E+14;37.88306739;-97.425042;1368.68
3.74E+14;37.692566;-98.332886;1731
3.74E+14;37.5861;-99.566529;2365
3.75E+14;37.857962;-97.505322;1380
3.75E+14;37.870469;-97.644663;1430.72
3.81E+14;38.089525;-99.10675;2051
3.74E+14;37.732746;-98.346824;1735
3.75E+14;37.87899;-98.339108;1711
3.75E+14;37.916271;-98.471943;1755
3.74E+14;37.729494;-98.930977;2036
3.82E+14;38.408995;-98.464538;1769
3.75E+14;37.807629;-97.383321;1341
3.82E+14;38.29603;-97.6321;1473
3.73E+14;37.50089;-98.93959;1941
3.81E+14;38.18862439;-98.73175232;1875.87
3.73E+14;37.475268;-101.043423;2980
3.73E+14;37.475268;-101.043423;2980
3.74E+14;37.591204;-101.472033;3110
3.74E+14;37.591204;-101.472033;3110
3.74E+14;37.598744;-100.949744;2976
3.73E+14;37.46657;-100.60659;2801.35
3.70E+14;37.017509;-101.374446;3161
3.74E+14;37.584367;-101.585511;3180
3.80E+14;38.032185;-100.9104;2885
3.73E+14;37.54525;-100.05231;2617
3.75E+14;37.813096;-100.653455;2810
3.71E+14;37.162395;-101.103341;2968
3.72E+14;37.402053;-100.794388;2848
3.73E+14;37.534144;-100.634133;2825
3.74E+14;37.678185;-101.258253;3126
3.73E+14;37.467123;-100.180018;2525
3.75E+14;37.914521;-100.328421;2709
3.75E+14;37.890044;-100.983786;2930
3.75E+14;37.783888;-101.058021;2960
3.71E+14;37.140277;-101.77787;3368
3.75E+14;37.768927;-101.258142;3101.72
3.74E+14;37.733998;-100.174569;2618
3.76E+14;37.962332;-100.685526;2880
3.71E+14;38.127197;-100.927576;2877
3.75E+14;37.823244;-101.028898;2960
3.75E+14;37.78934;-100.70583;2814
3.72E+14;37.353871;-100.995912;2943
3.71E+14;37.162682;-100.564122;2709
3.73E+14;37.55923;-101.2669;3058.3
3.72E+14;37.37554;-101.54714;3189
3.75E+14;37.836141;-100.50571;2676
3.74E+14;37.617351;-99.882989;2547
3.72E+14;37.287044;-101.216537;3060
3.72E+14;37.370003;-101.35754;3102
3.76E+14;37.956699;-100.057812;2545
3.70E+14;37.035692;-101.994048;3554
3.73E+14;37.524441;-99.90228;2530
3.70E+14;37.06538;-101.32859;3130
3.74E+14;37.71674;-102.03448;3587
3.81E+14;38.085788;-101.386245;3281
3.72E+14;37.322024;-101.056622;2946
3.75E+14;37.755768;-100.328698;2650
3.74E+14;37.16393;-101.6286;3276
3.70E+14;37.052013;-100.499394;2515
3.75E+14;37.758259;-100.457175;2724
3.73E+14;37.499767;-100.943667;2965
3.75E+14;37.76175;-101.176949;3060
3.71E+14;37.132956;-101.457237;3202
3.73E+14;37.519543;-101.774182;3372
3.75E+14;37.77311;-100.95103;2940
3.74E+14;37.6737;-100.34405;2770
3.76E+14;37.979862;-101.138946;2957.25
3.73E+14;37.512052;-101.616739;3231
3.75E+14;37.89145;-100.87918;2897
3.75E+14;37.864775;-101.570249;3286
3.72E+14;37.265139;-101.602727;3285
3.75E+14;37.885409;-100.373541;2752
3.70E+14;37.067285;-101.662412;3375
3.70E+14;37.054575;-101.74224;3414
3.71E+14;37.21744;-100.92774;2821
3.70E+14;37.025059;-101.302547;3100
3.75E+14;37.86712;-100.19766;2671
3.71E+14;37.158841;-100.511964;2667
3.76E+14;37.92829;-100.78092;2795
3.71E+14;37.11943;-100.88343;2830
3.71E+14;37.15289;-100.70756;2735
3.73E+14;37.514304;-100.597732;2815
3.72E+14;37.330383;-100.425003;2694
3.72E+14;37.355413;-100.596941;2770
3.76E+14;37.961041;-100.505089;2788
3.71E+14;37.192224;-101.434786;3165
3.72E+14;37.256706;-101.231078;3064
3.72E+14;37.398891;-100.870682;2905
3.70E+14;37.06947;-101.45615;3247
3.76E+14;37.974471;-101.175946;2998
3.75E+14;37.824306;-101.147119;3000
3.73E+14;37.536258;-101.525425;3141
3.76E+14;37.951703;-100.87696;2833.76
3.75E+14;37.883523;-100.724015;2763
3.72E+14;37.254546;-101.04104;2953
3.75E+14;37.85115;-100.57432;2701
3.74E+14;37.605489;-100.744176;2930
3.74E+14;37.70024;-100.809354;2862
3.75E+14;37.794924;-100.922543;2890
3.71E+14;37.224513;-101.100904;2947
3.70E+14;37.061856;-101.094843;2977
3.73E+14;37.430878;-99.87308;2506
3.73E+14;37.526147;-101.081488;3016
3.72E+14;37.384842;-100.751436;2830
3.71E+14;37.105317;-102.036242;3660
3.73E+14;37.551313;-100.852123;2919
3.72E+14;37.292781;-100.643276;2780
3.74E+14;37.65701;-100.6648;2838
3.72E+14;37.354573;-101.47047;3162
3.74E+14;37.7402;-101.094233;3012.33
3.72E+14;37.28578;-100.723436;2804
3.80E+14;38.018591;-100.951745;2903
3.75E+14;37.834939;-101.077268;2980
3.73E+14;37.566371;-99.91953;2528
3.80E+14;38.071993;-101.038173;2943
3.75E+14;37.761496;-100.966772;2955
3.74E+14;37.61921;-100.62971;2813
3.72E+14;37.271894;-101.140438;3010
3.74E+14;37.601471;-101.199868;3081
3.74E+14;37.737391;-100.11457;2543
3.74E+14;37.653735;-101.521521;3134
3.74E+14;37.61747;-101.299448;3050
3.76E+14;37.99817;-101.212848;3054
3.80E+14;38.00751;-100.879648;2874
3.70E+14;37.024909;-101.247919;3070
3.71E+14;37.097646;-101.082594;2985.33
3.71E+14;37.194188;-101.375112;3131
3.74E+14;37.667414;-100.902766;2947
3.74E+14;37.710812;-100.720664;2816
3.73E+14;37.476263;-101.513855;3139
3.80E+14;38.018722;-100.730133;2885
3.75E+14;37.915722;-101.130647;2990
3.75E+14;37.846893;-100.624309;2657
3.74E+14;37.6302;-101.349828;3068
3.73E+14;37.436067;-100.904146;2933
3.70E+14;37.075661;-100.681146;2529
3.72E+14;37.32964;-101.139;3012.34
3.74E+14;37.627093;-100.852652;2940
3.74E+14;37.60738;-101.8256;3379
3.70E+14;37.009169;-100.89505;2822
3.75E+14;37.885766;-100.487351;2784
3.74E+14;37.678417;-100.664722;2821
3.73E+14;37.457791;-101.016459;2982
3.73E+14;37.516916;-99.834738;2592
3.70E+14;37.072615;-102.032043;3488
3.74E+14;37.74137;-100.621697;2789
3.73E+14;37.56468;-100.52275;2745
3.73E+14;37.55567;-101.74242;3325
3.75E+14;37.813983;-100.41895;2647
3.80E+14;38.01621;-101.30342;3234
3.73E+14;37.4211;-101.766847;3365
3.74E+14;37.665143;-100.426176;2741
3.80E+14;38.061442;-101.121044;3010
3.80E+14;38.026352;-100.800336;2915
3.75E+14;37.85758;-101.1403;2998
3.72E+14;37.319364;-101.692139;3326
3.74E+14;37.591441;-99.93493;2534
3.73E+14;37.487889;-100.123595;2533
3.76E+14;37.963323;-101.071095;2917
3.81E+14;38.145078;-100.856208;2873
3.80E+14;38.00099;-100.218316;2621
3.73E+14;37.550609;-101.671379;3266
3.73E+14;37.570901;-101.843834;3410
3.74E+14;37.730698;-100.870519;2905
3.71E+14;37.220596;-100.558471;2730
3.80E+14;38.032939;-100.984388;2910
3.73E+14;37.450081;-99.965919;2533
3.71E+14;37.141761;-101.184998;3019
3.71E+14;37.11409;-101.82565;3396.52
3.73E+14;37.431711;-101.561519;3180
3.72E+14;37.334797;-102.027159;3654
3.74E+14;37.66118;-100.779042;2905
3.72E+14;37.275458;-100.936811;2786
3.75E+14;37.827916;-100.760687;2833
3.76E+14;37.929925;-100.655289;2871
3.75E+14;37.91089;-101.30013;3016
3.73E+14;37.568855;-101.007771;2978
3.70E+14;37.004015;-101.447588;3205
3.80E+14;38.045752;-101.120089;3005
3.72E+14;37.256963;-100.845664;2852
3.75E+14;37.914853;-100.430182;2754
3.72E+14;37.2712;-100.778535;2830
3.80E+14;38.011115;-101.084498;2973
3.73E+14;37.452591;-100.724178;2850.24
3.75E+14;37.840167;-100.797217;2849
3.72E+14;37.278774;-101.428936;3175
3.75E+14;37.775867;-101.340749;3120
3.96E+14;36.998025;-101.890075;3636
3.80E+14;38.031542;-101.121145;3000
3.74E+14;37.693003;-101.036047;2995
3.75E+14;37.893834;-101.07782;2970
3.75E+14;37.808712;-101.906455;3406
3.75E+14;37.755361;-100.802495;2876
3.74E+14;37.671373;-100.483728;2760
3.71E+14;37.170645;-101.040043;2914
3.74E+14;37.714619;-101.683007;3223
3.71E+14;37.209601;-100.765435;2790
3.73E+14;37.497994;-100.487519;2737
3.73E+14;37.538844;-100.725186;2867
3.72E+14;37.301273;-101.610107;3265
3.76E+14;37.959971;-100.60963;2846
3.73E+14;37.437383;-101.360243;3100
3.81E+14;38.10298;-100.965635;2894
3.75E+14;37.882669;-101.244848;3040
3.73E+14;37.575149;-101.534447;3145
3.80E+14;38.016875;-101.44282;3323
3.80E+14;38.060951;-100.742033;2900
3.70E+14;37.039771;-101.663255;3369
3.80E+14;38.01487;-100.92944;2895
3.74E+14;37.71732;-100.05568;2546
3.70E+14;37.0103;-101.50061;3264.5
3.72E+14;37.31915;-100.80714;2854
3.81E+14;38.1637;-100.94136;2897
3.72E+14;37.24221;-100.46177;2690
3.76E+14;37.974524;-100.954173;2865
980;38.52939;-102.069242;3936.61
968;38.426002;-102.154918;3956.65
1107;38.400889;-102.308029;4116
1121;38.305151;-102.195289;3952
972;38.348392;-102.067599;3842.79
978;38.325756;-102.315698;4017.4
49527;38.312539;-102.196308;3960
150612;38.282823;-102.148803;3863
150613;38.276013;-102.097111;0
149905;38.335473;-102.207023;3975
977;38.268508;-102.214105;3884.59
979;38.279665;-102.301258;3886.62
900;39.198058;-102.216035;4177.71
803;39.399723;-102.062413;3934.61
804;39.473058;-102.210758;4006.67
806;39.458333;-102.196309;3968.96
809;39.426672;-102.172698;3999.62
149925;39.489341;-102.342788;4010
810;39.399174;-102.202698;4042.65
811;39.460002;-102.370205;4106.94
874;39.242784;-102.196031;4117.7
825;39.428048;-102.635759;4256.02
815;39.41639;-102.343262;4108.58
1037;39.340558;-102.47326;4250.12
1040;39.243611;-102.520203;4347.88
902;39.173337;-102.14825;4113.17
149922;39.27221;-102.32941;4233
903;39.178897;-102.239918;4187.73
886;39.243054;-102.440766;4331.84
880;39.237229;-102.202137;4128.01
894;39.185989;-102.053974;4002.62
856;39.309166;-102.46437;4247.83
149705;39.0985;-102.349681;4228
841;39.327203;-102.194817;4118
849;39.355632;-102.330191;4168.75
789;39.489172;-102.080471;3899.59
792;39.472499;-102.109367;3934.59
793;39.478616;-102.067696;3896.59
794;39.507776;-102.239374;3997.62
896;39.171118;-102.072974;3996.62
796;39.484442;-102.293263;4052.64
797;39.533058;-102.383539;4037.69
801;39.418338;-102.061863;3923.6
802;39.398616;-102.090743;3966.62
860;39.316112;-102.562993;4373.86
1042;39.177229;-102.296305;4248.97
942;39.097778;-102.515206;4449.91
916;39.170832;-102.611039;4522.99
946;39.116393;-102.630771;4589.95
953;39.570299;-102.24524;3761.64
913;39.19834;-102.455486;4364.86
807;39.4425;-102.174916;4001.61
1043;39.209445;-102.454923;4361.51
863;39.317224;-102.63215;4323.09
1016;39.128064;-102.249642;4161.72
931;39.088336;-102.185185;4116.16
939;39.084722;-102.446583;4355.61
952;39.565998;-102.301339;3891.97
747;39.570612;-102.360313;3831.68
910;39.14334;-102.287145;4229.84
859;39.381111;-102.500483;4280.81
800;39.425274;-102.09074;3931.19
805;39.451106;-102.221301;3968.96
818;39.475271;-102.453531;4178.51
909;39.162506;-102.296592;4228.93
149843;39.472908;-102.547206;4227
1017;39.156672;-102.164915;4183.07
1036;39.391383;-102.481031;4272.08
867;39.251944;-102.077683;4012.64
890;39.274718;-102.526032;4343.08
929;39.084729;-102.21881;4143.7
850;39.334173;-102.35465;4209.77
853;39.382782;-102.4227;4189.77
149839;39.304755;-102.297223;4191
149853;39.101841;-102.358331;4252
908;39.197763;-102.286325;4236.75
149841;39.456836;-102.40814;4109
149700;39.214699;-102.3707;4220
149701;39.509808;-102.248713;4002
149702;39.427997;-102.247417;4048
149706;39.291673;-102.241161;4110
149711;39.073703;-102.372604;4245
911;39.156392;-102.351593;4319.79
1020;39.339449;-102.277974;4150.73
149712;39.279278;-102.269491;4142
149689;39.501289;-102.342507;4021
149690;39.525952;-102.355771;4051
149691;39.543627;-102.201231;3897
149692;39.478966;-102.202815;3993
914;39.172507;-102.44548;4317.74
1118;39.271632;-102.290013;4161
1022;39.344172;-102.231869;4076.71
149693;39.356704;-102.547401;4314
149694;39.432508;-102.612404;4258
152879;39.533609;-102.061508;3860
152880;39.393811;-102.147311;4010
915;39.179449;-102.49799;4420.91
152881;39.44201;-102.278212;4038
1091;39.301405;-102.269918;4162
149926;39.176606;-102.350314;4305
150410;39.222578;-102.137953;4095
150411;39.514807;-102.256646;4014
1094;39.290199;-102.6050001;4421
150430;39.20771;-102.203008;4160
150431;39.20791;-102.194107;4155
150432;39.200304;-102.198509;4150
1095;39.178511;-102.108907;4055
1018;39.218063;-102.24048;4191.73
1021;39.377229;-102.28325;4095.7
149695;39.286872;-102.684984;4447
917;39.1725;-102.688822;4605.03
749;39.530703;-102.466726;3951.74
752;39.526448;-102.594565;4195.51
786;39.517504;-102.097417;3899.58
787;39.509367;-102.114653;3912.58
151053;39.479017;-102.421963;4100
151055;39.125159;-102.204058;4120
151056;39.24244;-102.64513;4520
151057;39.153062;-102.442041;4345
151058;39.187305;-102.335916;4275
928;39.08195;-102.27853;4154.73
151059;39.345403;-102.566106;4345
151060;39.446205;-102.566909;4215
149845;39.095188;-102.185415;4108
149844;39.074117;-102.185444;4090
823;39.41306;-102.454929;4231.86
824;39.4025;-102.521597;4272.08
872;39.258617;-102.184634;4120.69
827;39.377777;-102.100756;3984.62
828;39.387784;-102.137421;4000.63
829;39.363057;-102.062697;3953.62
832;39.338333;-102.123803;3993.54
833;39.345283;-102.091032;3969.63
834;39.338063;-102.056853;3931.48
836;39.38131;-102.154413;4025
837;39.382678;-102.233899;4086.68
149846;39.336604;-102.575309;4363
839;39.353336;-102.2502;4100.71
840;39.340005;-102.203807;4090.69
842;39.326674;-102.250759;4144.73
846;39.38472;-102.283807;4086.72
149696;39.047649;-102.260322;4229
817;39.47139;-102.383817;4093.14
919;39.122785;-102.125749;4051.65
819;39.442778;-102.421314;4196.75
821;39.424169;-102.407701;4149.45
822;39.403053;-102.445202;4217.07
920;39.11779;-102.146861;4064.66
149869;39.112529;-102.326894;4253
149852;39.17213;-102.506652;4472
925;39.106121;-102.255468;4147.72
912;39.128889;-102.32769;4295.39
921;39.100558;-102.072403;3993.81
926;39.111953;-102.184633;4079.68
149847;39.345308;-102.125709;4005
927;39.098617;-102.241029;4141.71
948;39.095275;-102.695202;4644.89
870;39.290565;-102.161026;4001.68
149840;39.387948;-102.36777;4152
149842;39.375909;-102.222014;4061
934;39.11695;-102.30214;4216.03
935;39.102053;-102.330504;4220.75
861;39.390555;-102.687435;4427.92
881;39.224998;-102.351858;4213.19
865;39.272226;-102.072419;3987.63
905;39.14223;-102.229643;4179.71
907;39.199169;-102.305757;4220.76
149697;39.046922;-102.650426;4575
149698;39.32824;-102.325248;4128
1024;39.383339;-102.100201;3980.62
149699;39.297705;-102.277308;4169
149707;39.04749;-102.433412;4360
1035;39.420831;-102.455204;4226.61
149920;39.265906;-102.144383;4055
866;39.248065;-102.13797;4084.66
868;39.240282;-102.058526;3994.62
869;39.21612;-102.147144;4106.66
826;39.408611;-102.622708;4312.85
1052;39.084395;-102.534935;4440
149921;39.229228;-102.128856;4080
875;39.243617;-102.212692;4161.71
876;39.229167;-102.239917;4186.73
877;39.292503;-102.277139;4159.09
879;39.280281;-102.287697;4154.75
884;39.268611;-102.399642;4286.82
885;39.267221;-102.482712;4281.85
1064;39.472908;-102.547206;4153
887;39.243337;-102.412429;4313.83
889;39.222779;-102.431589;4326.84
891;39.263888;-102.57827;4405.9
149923;39.350376;-102.343782;4182
149924;39.293762;-102.453691;4200
893;39.207786;-102.08853;4029.64
895;39.168065;-102.10547;4030.64
899;39.141396;-102.055743;3961.62
901;39.200561;-102.172968;4123.68
149848;39.147662;-102.408059;4342
149850;39.147609;-102.408107;4312
936;39.098616;-102.349642;4231.02
149851;39.214294;-102.44517;4346
937;39.091119;-102.377425;4280.79
938;39.111946;-102.478535;4436.88
941;39.071951;-102.435485;4321.83
813;39.422498;-102.29715;4075.27
944;39.055008;-102.605485;4507.98
149854;39.546337;-102.444653;3918
843;39.303053;-102.241022;4129.38
943;39.069278;-102.558114;4461
954;39.127773;-103.099943;5087.29
149879;39.446702;-103.084899;4872
918;39.156662;-102.84604;4785.93
949;39.082774;-102.874374;4824.58
758;39.502164;-102.980839;4700.06
1120;39.046947;-102.765805;4750
152885;39.418016;-103.033111;4828
754;39.555274;-102.939389;4647.19
755;39.543086;-103.011897;4736.19
756;39.537143;-102.991087;4705.82
757;39.547558;-102.967256;4679.18
759;39.489341;-103.034486;4765.19
760;39.560366;-103.075514;4787.7
761;39.549312;-103.089202;4789.36
762;39.516837;-103.150174;4845.1
151051;39.523535;-103.154429;4860
774;39.347031;-102.910607;4566
149877;39.539658;-102.774498;4412
775;39.374639;-103.089449;4875.43
763;39.512777;-103.12495;4851.45
781;39.22136;-102.966892;4786.37
49502;39.403971;-102.743305;4404
3.91E+14;39.12777077;-103.0999358;5084
2406402;33.946667;-102.360556;3595
2414301;33.840556;-102.263612;3456
2404702;33.8905306;-102.6018472;3762
1052904;34.14;-102.519722;3706
1053608;34.19;-102.410834;3676
1054601;34.19;-102.289167;3666
1055206;34.21;-102.180833;3639
1055705;34.15;-102.236945;3614
1044503;34.3;-102.543611;3801
1044908;34.26;-102.536667;3749
1044909;34.29;-102.518333;3796
1045804;34.29;-102.445;3771
1046409;34.29;-102.353056;3739
1055802;34.14;-102.180278;3586
1061604;34.06;-102.407501;3648
1061701;34.02;-102.476667;3686
1062603;34.05;-102.280555;3598
