AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,Unnamed: 14,DecLatVa,DecLongVa
CODWR,984,2001-12-26T00:00:00-07:00,,,ft,126.54,UNKNOWN,Unknown,126.54,3785.34,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2002-12-26T00:00:00-07:00,,,ft,128.78,UNKNOWN,Unknown,128.78,3783.1,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2003-12-23T00:00:00-07:00,,,ft,130.66,UNKNOWN,Unknown,130.66,3781.22,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2004-12-15T00:00:00-07:00,,,ft,131.74,UNKNOWN,Unknown,131.74,3780.14,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2006-02-01T00:00:00-07:00,,,ft,132.64,UNKNOWN,Unknown,132.64,3779.24,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2007-04-18T00:00:00-06:00,,,ft,138.55,UNKNOWN,Unknown,138.55,3773.33,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2008-01-26T00:00:00-07:00,,,ft,134.85,UNKNOWN,Unknown,134.85,3777.03,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2009-04-04T00:00:00-06:00,,,ft,135.5,UNKNOWN,Unknown,135.5,3776.38,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2010-02-12T00:00:00-07:00,,,ft,138.1,UNKNOWN,Unknown,138.1,3773.78,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2011-01-03T00:00:00-07:00,,,ft,138.4,UNKNOWN,Unknown,138.4,3773.48,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2012-02-06T00:00:00-07:00,,,ft,139.1,UNKNOWN,Unknown,139.1,3772.78,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2013-02-26T00:00:00-07:00,,,ft,143.6,UNKNOWN,Unknown,143.6,3768.28,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2014-02-25T00:00:00-07:00,,,ft,144.5,UNKNOWN,Unknown,144.5,3767.38,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2014-12-18T00:00:00-07:00,,,ft,146.2,UNKNOWN,Unknown,146.2,3765.68,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2017-03-20T00:00:00-06:00,,,ft,105.0,UNKNOWN,Unknown,105.0,3806.88,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2018-03-27T00:00:00-06:00,,,ft,105.7,UNKNOWN,Unknown,105.7,3806.18,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2019-03-31T00:00:00-06:00,,,ft,105.2,UNKNOWN,Unknown,105.2,3806.68,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2020-03-21T00:00:00-06:00,,,ft,108.7,UNKNOWN,Unknown,108.7,3803.18,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2021-03-30T00:00:00-06:00,,,ft,110.3,UNKNOWN,Unknown,110.3,3801.58,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,984,2022-03-27T00:00:00-06:00,,,ft,109.9,UNKNOWN,Unknown,109.9,3801.98,,UNKNOWN,DWR (Manual),,38.943901,-102.113242
CODWR,985,1993-01-26T00:00:00-07:00,,,ft,235.67,UNKNOWN,Unknown,235.67,3767.91,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1993-12-21T00:00:00-07:00,,,ft,236.33,UNKNOWN,Unknown,236.33,3767.25,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1995-01-15T00:00:00-07:00,,,ft,236.75,UNKNOWN,Unknown,236.75,3766.83,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1995-12-20T00:00:00-07:00,,,ft,237.22,UNKNOWN,Unknown,237.22,3766.36,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1997-01-18T00:00:00-07:00,,,ft,237.96,UNKNOWN,Unknown,237.96,3765.62,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1998-01-16T00:00:00-07:00,,,ft,238.62,UNKNOWN,Unknown,238.62,3764.96,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,1999-01-22T00:00:00-07:00,,,ft,239.34,UNKNOWN,Unknown,239.34,3764.24,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2000-01-18T00:00:00-07:00,,,ft,239.75,UNKNOWN,Unknown,239.75,3763.83,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2000-12-27T00:00:00-07:00,,,ft,240.37,UNKNOWN,Unknown,240.37,3763.21,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2001-12-26T00:00:00-07:00,,,ft,241.32,UNKNOWN,Unknown,241.32,3762.26,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2002-12-26T00:00:00-07:00,,,ft,242.33,UNKNOWN,Unknown,242.33,3761.25,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2003-12-23T00:00:00-07:00,,,ft,243.24,UNKNOWN,Unknown,243.24,3760.34,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2004-12-15T00:00:00-07:00,,,ft,244.13,UNKNOWN,Unknown,244.13,3759.45,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2006-02-01T00:00:00-07:00,,,ft,245.01,UNKNOWN,Unknown,245.01,3758.57,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2008-01-26T00:00:00-07:00,,,ft,246.5,UNKNOWN,Unknown,246.5,3757.08,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2009-04-04T00:00:00-06:00,,,ft,245.5,UNKNOWN,Unknown,245.5,3758.08,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2010-02-12T00:00:00-07:00,,,ft,243.0,UNKNOWN,Unknown,243.0,3760.58,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2011-01-03T00:00:00-07:00,,,ft,240.3,UNKNOWN,Unknown,240.3,3763.28,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2012-02-06T00:00:00-07:00,,,ft,240.6,UNKNOWN,Unknown,240.6,3762.98,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2013-02-26T00:00:00-07:00,,,ft,242.3,UNKNOWN,Unknown,242.3,3761.28,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2014-02-25T00:00:00-07:00,,,ft,242.7,UNKNOWN,Unknown,242.7,3760.88,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2014-12-18T00:00:00-07:00,,,ft,242.3,UNKNOWN,Unknown,242.3,3761.28,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2017-03-14T00:00:00-06:00,,,ft,239.9,UNKNOWN,Unknown,239.9,3763.68,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2018-03-27T00:00:00-06:00,,,ft,237.7,UNKNOWN,Unknown,237.7,3765.88,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2019-03-31T00:00:00-06:00,,,ft,237.2,UNKNOWN,Unknown,237.2,3766.38,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2020-03-21T00:00:00-06:00,,,ft,235.3,UNKNOWN,Unknown,235.3,3768.28,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2021-03-27T00:00:00-06:00,,,ft,235.3,UNKNOWN,Unknown,235.3,3768.28,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,985,2022-03-27T00:00:00-06:00,,,ft,236.9,UNKNOWN,Unknown,236.9,3766.68,,UNKNOWN,DWR (Manual),,38.915572,-102.146022
CODWR,989,1993-01-27T00:00:00-07:00,,,ft,37.22,UNKNOWN,Unknown,37.22,4195.34,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1994-01-13T00:00:00-07:00,,,ft,36.9,UNKNOWN,Unknown,36.9,4195.66,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1995-01-14T00:00:00-07:00,,,ft,36.9,UNKNOWN,Unknown,36.9,4195.66,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1995-12-21T00:00:00-07:00,,,ft,36.94,UNKNOWN,Unknown,36.94,4195.62,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1997-01-16T00:00:00-07:00,,,ft,37.02,UNKNOWN,Unknown,37.02,4195.54,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1998-01-16T00:00:00-07:00,,,ft,36.14,UNKNOWN,Unknown,36.14,4196.42,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,1999-01-19T00:00:00-07:00,,,ft,36.38,UNKNOWN,Unknown,36.38,4196.18,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2000-01-19T00:00:00-07:00,,,ft,36.62,UNKNOWN,Unknown,36.62,4195.94,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2000-12-28T00:00:00-07:00,,,ft,37.49,UNKNOWN,Unknown,37.49,4195.07,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2001-12-27T00:00:00-07:00,,,ft,36.77,UNKNOWN,Unknown,36.77,4195.79,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2002-12-23T00:00:00-07:00,,,ft,38.05,UNKNOWN,Unknown,38.05,4194.51,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2003-12-29T00:00:00-07:00,,,ft,37.92,UNKNOWN,Unknown,37.92,4194.64,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2004-12-21T00:00:00-07:00,,,ft,37.7,UNKNOWN,Unknown,37.7,4194.86,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2006-01-31T00:00:00-07:00,,,ft,37.38,UNKNOWN,Unknown,37.38,4195.18,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2007-03-16T00:00:00-06:00,,,ft,33.9,UNKNOWN,Unknown,33.9,4198.66,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2008-01-26T00:00:00-07:00,,,ft,38.87,UNKNOWN,Unknown,38.87,4193.69,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2010-02-06T00:00:00-07:00,,,ft,37.6,UNKNOWN,Unknown,37.6,4194.96,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2011-01-04T00:00:00-07:00,,,ft,39.1,UNKNOWN,Unknown,39.1,4193.46,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2012-02-06T00:00:00-07:00,,,ft,40.6,UNKNOWN,Unknown,40.6,4191.96,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2013-02-26T00:00:00-07:00,,,ft,41.8,UNKNOWN,Unknown,41.8,4190.76,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2014-02-28T00:00:00-07:00,,,ft,54.1,UNKNOWN,Unknown,54.1,4178.46,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2014-12-18T00:00:00-07:00,,,ft,54.6,UNKNOWN,Unknown,54.6,4177.96,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2017-03-14T00:00:00-06:00,,,ft,40.9,UNKNOWN,Unknown,40.9,4191.66,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2018-03-27T00:00:00-06:00,,,ft,40.3,UNKNOWN,Unknown,40.3,4192.26,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2019-03-30T00:00:00-06:00,,,ft,40.0,UNKNOWN,Unknown,40.0,4192.56,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2020-03-31T00:00:00-06:00,,,ft,38.8,UNKNOWN,Unknown,38.8,4193.76,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2021-03-30T00:00:00-06:00,,,ft,40.3,UNKNOWN,Unknown,40.3,4192.26,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,989,2022-03-28T00:00:00-06:00,,,ft,40.1,UNKNOWN,Unknown,40.1,4192.46,,UNKNOWN,DWR (Manual),,38.908899,-102.347699
CODWR,991,1994-01-14T00:00:00-07:00,,,ft,211.02,UNKNOWN,Unknown,211.02,4149.95,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,1995-01-14T00:00:00-07:00,,,ft,216.61,UNKNOWN,Unknown,216.61,4144.36,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,1995-12-21T00:00:00-07:00,,,ft,217.57,UNKNOWN,Unknown,217.57,4143.4,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,1997-01-16T00:00:00-07:00,,,ft,219.4,UNKNOWN,Unknown,219.4,4141.57,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,1998-01-17T00:00:00-07:00,,,ft,222.06,UNKNOWN,Unknown,222.06,4138.91,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,1999-01-19T00:00:00-07:00,,,ft,219.04,UNKNOWN,Unknown,219.04,4141.93,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2000-01-19T00:00:00-07:00,,,ft,220.2,UNKNOWN,Unknown,220.2,4140.77,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2000-12-28T00:00:00-07:00,,,ft,221.53,UNKNOWN,Unknown,221.53,4139.44,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2001-12-27T00:00:00-07:00,,,ft,223.01,UNKNOWN,Unknown,223.01,4137.96,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2002-12-23T00:00:00-07:00,,,ft,224.38,UNKNOWN,Unknown,224.38,4136.59,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2003-12-29T00:00:00-07:00,,,ft,222.72,UNKNOWN,Unknown,222.72,4138.25,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2004-12-21T00:00:00-07:00,,,ft,223.42,UNKNOWN,Unknown,223.42,4137.55,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2006-01-31T00:00:00-07:00,,,ft,222.89,UNKNOWN,Unknown,222.89,4138.08,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2007-03-16T00:00:00-06:00,,,ft,225.0,UNKNOWN,Unknown,225.0,4135.97,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2008-01-08T00:00:00-07:00,,,ft,226.42,UNKNOWN,Unknown,226.42,4134.55,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2009-04-04T00:00:00-06:00,,,ft,224.83,UNKNOWN,Unknown,224.83,4136.14,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2010-02-06T00:00:00-07:00,,,ft,212.9,UNKNOWN,Unknown,212.9,4148.07,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2011-01-03T00:00:00-07:00,,,ft,221.8,UNKNOWN,Unknown,221.8,4139.17,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2013-02-26T00:00:00-07:00,,,ft,226.1,UNKNOWN,Unknown,226.1,4134.87,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2014-02-28T00:00:00-07:00,,,ft,226.8,UNKNOWN,Unknown,226.8,4134.17,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2014-12-18T00:00:00-07:00,,,ft,227.4,UNKNOWN,Unknown,227.4,4133.57,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2017-02-14T00:00:00-07:00,,,ft,223.5,UNKNOWN,Unknown,223.5,4137.47,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2018-03-28T00:00:00-06:00,,,ft,220.3,UNKNOWN,Unknown,220.3,4140.67,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2019-03-30T00:00:00-06:00,,,ft,221.2,UNKNOWN,Unknown,221.2,4139.77,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2020-03-31T00:00:00-06:00,,,ft,219.5,UNKNOWN,Unknown,219.5,4141.47,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2021-03-30T00:00:00-06:00,,,ft,222.6,UNKNOWN,Unknown,222.6,4138.37,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,991,2022-03-26T00:00:00-06:00,,,ft,223.2,UNKNOWN,Unknown,223.2,4137.77,,UNKNOWN,DWR (Manual),,38.885289,-102.405199
CODWR,1009,1993-01-28T00:00:00-07:00,,,ft,261.55,UNKNOWN,Unknown,261.55,4131.39,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1994-01-13T00:00:00-07:00,,,ft,262.86,UNKNOWN,Unknown,262.86,4130.08,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1995-01-14T00:00:00-07:00,,,ft,262.36,UNKNOWN,Unknown,262.36,4130.58,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1995-12-21T00:00:00-07:00,,,ft,264.58,UNKNOWN,Unknown,264.58,4128.36,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1997-01-14T00:00:00-07:00,,,ft,262.9,UNKNOWN,Unknown,262.9,4130.04,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1998-01-17T00:00:00-07:00,,,ft,264.19,UNKNOWN,Unknown,264.19,4128.75,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,1999-01-19T00:00:00-07:00,,,ft,265.13,UNKNOWN,Unknown,265.13,4127.81,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2000-01-19T00:00:00-07:00,,,ft,266.68,UNKNOWN,Unknown,266.68,4126.26,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2000-12-28T00:00:00-07:00,,,ft,268.48,UNKNOWN,Unknown,268.48,4124.46,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2001-12-27T00:00:00-07:00,,,ft,266.11,UNKNOWN,Unknown,266.11,4126.83,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2002-12-23T00:00:00-07:00,,,ft,271.1,UNKNOWN,Unknown,271.1,4121.84,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2003-12-29T00:00:00-07:00,,,ft,272.14,UNKNOWN,Unknown,272.14,4120.8,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2004-12-21T00:00:00-07:00,,,ft,269.07,UNKNOWN,Unknown,269.07,4123.87,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2006-01-31T00:00:00-07:00,,,ft,266.75,UNKNOWN,Unknown,266.75,4126.19,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2007-03-16T00:00:00-06:00,,,ft,272.57,UNKNOWN,Unknown,272.57,4120.37,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2008-01-08T00:00:00-07:00,,,ft,274.65,UNKNOWN,Unknown,274.65,4118.29,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2010-02-06T00:00:00-07:00,,,ft,263.3,UNKNOWN,Unknown,263.3,4129.64,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2011-01-03T00:00:00-07:00,,,ft,262.1,UNKNOWN,Unknown,262.1,4130.84,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2012-02-06T00:00:00-07:00,,,ft,261.3,UNKNOWN,Unknown,261.3,4131.64,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2013-02-26T00:00:00-07:00,,,ft,262.6,UNKNOWN,Unknown,262.6,4130.34,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2014-02-25T00:00:00-07:00,,,ft,263.5,UNKNOWN,Unknown,263.5,4129.44,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2014-12-18T00:00:00-07:00,,,ft,265.0,UNKNOWN,Unknown,265.0,4127.94,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2017-03-15T00:00:00-06:00,,,ft,255.3,UNKNOWN,Unknown,255.3,4137.64,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2018-03-28T00:00:00-06:00,,,ft,255.77,UNKNOWN,Unknown,255.77,4137.17,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2019-03-31T00:00:00-06:00,,,ft,254.7,UNKNOWN,Unknown,254.7,4138.24,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2020-03-31T00:00:00-06:00,,,ft,252.4,UNKNOWN,Unknown,252.4,4140.54,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2021-03-29T00:00:00-06:00,,,ft,254.5,UNKNOWN,Unknown,254.5,4138.44,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1009,2022-03-27T00:00:00-06:00,,,ft,255.0,UNKNOWN,Unknown,255.0,4137.94,,UNKNOWN,DWR (Manual),,38.782506,-102.456301
CODWR,1010,1993-01-06T00:00:00-07:00,,,ft,243.19,UNKNOWN,Unknown,243.19,3825.16,,UNKNOWN,USGS,,38.686956,-102.160738
CODWR,1010,1994-01-13T00:00:00-07:00,,,ft,244.8,UNKNOWN,Unknown,244.8,3823.55,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,1995-01-15T00:00:00-07:00,,,ft,244.28,UNKNOWN,Unknown,244.28,3824.07,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,1995-12-21T00:00:00-07:00,,,ft,244.61,UNKNOWN,Unknown,244.61,3823.74,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,1997-01-16T00:00:00-07:00,,,ft,244.9,UNKNOWN,Unknown,244.9,3823.45,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,1998-01-17T00:00:00-07:00,,,ft,244.25,UNKNOWN,Unknown,244.25,3824.1,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,1999-01-21T00:00:00-07:00,,,ft,243.87,UNKNOWN,Unknown,243.87,3824.48,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2000-01-18T00:00:00-07:00,,,ft,244.2,UNKNOWN,Unknown,244.2,3824.15,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2000-12-27T00:00:00-07:00,,,ft,244.26,UNKNOWN,Unknown,244.26,3824.09,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2001-12-26T00:00:00-07:00,,,ft,244.06,UNKNOWN,Unknown,244.06,3824.29,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2002-12-26T00:00:00-07:00,,,ft,244.6,UNKNOWN,Unknown,244.6,3823.75,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2003-12-23T00:00:00-07:00,,,ft,244.0,UNKNOWN,Unknown,244.0,3824.35,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2004-12-20T00:00:00-07:00,,,ft,243.5,UNKNOWN,Unknown,243.5,3824.85,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2006-02-01T00:00:00-07:00,,,ft,245.13,UNKNOWN,Unknown,245.13,3823.22,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2007-04-17T00:00:00-06:00,,,ft,243.0,UNKNOWN,Unknown,243.0,3825.35,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2008-01-26T00:00:00-07:00,,,ft,247.7,UNKNOWN,Unknown,247.7,3820.65,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2010-02-15T00:00:00-07:00,,,ft,225.0,UNKNOWN,Unknown,225.0,3843.35,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2011-01-03T00:00:00-07:00,,,ft,224.6,UNKNOWN,Unknown,224.6,3843.75,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2012-02-06T00:00:00-07:00,,,ft,224.1,UNKNOWN,Unknown,224.1,3844.25,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2013-02-26T00:00:00-07:00,,,ft,228.0,UNKNOWN,Unknown,228.0,3840.35,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2014-02-26T00:00:00-07:00,,,ft,229.1,UNKNOWN,Unknown,229.1,3839.25,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2014-12-18T00:00:00-07:00,,,ft,225.2,UNKNOWN,Unknown,225.2,3843.15,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2017-03-14T00:00:00-06:00,,,ft,222.6,UNKNOWN,Unknown,222.6,3845.75,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2018-03-25T00:00:00-06:00,,,ft,224.2,UNKNOWN,Unknown,224.2,3844.15,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2019-03-31T00:00:00-06:00,,,ft,224.9,UNKNOWN,Unknown,224.9,3843.45,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2020-03-25T00:00:00-06:00,,,ft,221.8,UNKNOWN,Unknown,221.8,3846.55,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2021-03-26T00:00:00-06:00,,,ft,222.4,UNKNOWN,Unknown,222.4,3845.95,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
CODWR,1010,2022-03-28T00:00:00-06:00,,,ft,223.1,UNKNOWN,Unknown,223.1,3845.25,,UNKNOWN,DWR (Manual),,38.686956,-102.160738
